"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"1","Devonta Freeman","RB","FA","15","7.7","15.9","42.3","37.9","32.7","35.6","15","19.1","21.9","-","4.3","-","20.3","7.2","23.1","18","15.4","21.1","316.4"
"1","Adrian Peterson","RB","FA","16","8.2","19.2","24.6","19.4","-","6.7","14","12.9","22.3","29.6","12.1","32.7","6.4","13.6","6.3","18.9","13.8","16.3","260.7"
"1","Danny Woodhead","RB","FA","16","21.2","16.4","7.3","17.8","12.6","12.1","33.1","6.5","23.1","-","2.6","10.7","6.4","4.3","36","18.8","14.2","15.2","243.1"
"1","Doug Martin","RB","FA","16","6.4","9.8","4.6","25.3","36.8","-","20.1","8.8","4.3","14.3","23.5","10.8","15","15.6","10.7","8.5","17.8","14.5","232.3"
"1","Lamar Miller","RB","FA","16","8.5","9.2","9.5","4.6","-","19.8","38.6","14.4","33.1","21.3","7.5","4.3","10.8","20.9","4.4","17.7","7.3","14.5","231.9"
"1","DeAngelo Williams","RB","FA","16","14.2","31.2","0.2","0.5","2","-0.1","2.7","15","38.5","7.9","-","24.7","19.5","23.1","16.6","31.3","4.1","14.5","231.4"
"1","Matt Forte","RB","FA","13","27.6","14.5","7.4","17.5","21.9","19.9","-","10.9","-","-","-","6.3","23.3","12.3","22.4","10.7","20","16.5","214.7"
"1","David Johnson","RB","FA","16","12.5","11.5","7.1","16.1","12.6","2.7","4.4","6.8","-","1.8","10.6","10.9","20","17.3","44.9","21.7","8.9","13.1","209.8"
"1","Todd Gurley II","RB","FA","13","-","-","2.4","18.1","15.9","-","32.3","23.6","19.9","17.9","10.6","4","4.1","27.7","15.9","16","-","16","208.4"
"1","Latavius Murray","RB","FA","16","15","17.7","21.9","9.1","8.7","-","15.6","12.9","9.5","12.7","8.8","9.2","19.7","2.7","9","22.7","9.6","12.8","204.8"
"1","Mark Ingram II","RB","FA","12","20.2","12.8","20.9","18.8","9.4","20.6","22.8","15.9","13.6","12.8","-","15.7","19.9","-","-","-","-","17","203.4"
"1","Chris Ivory","RB","FA","15","23","8","-","22.6","-","28.6","13.3","7.1","19.8","13.5","5.5","18.2","9.9","11.7","5.2","8.2","8.1","13.5","202.7"
"1","Darren McFadden","RB","FA","16","4.5","7.2","9.5","3.1","16.8","-","24.2","17.3","13.2","8.8","17.9","11.6","8.9","11.1","13.3","10.8","17.5","12.2","195.7"
"1","Frank Gore","RB","FA","16","5.1","5.1","22.4","11.7","15.8","11.4","12.5","12.2","17.2","-","11","5.7","18.4","6.9","6.9","23.5","7.6","12.1","193.4"
"1","DeMarco Murray","RB","FA","15","18","10.5","-","6.8","25","21.6","9","-","28.1","17.9","11.1","3","2.4","5.7","0.3","14.1","10.9","12.3","184.4"
"1","Giovani Bernard","RB","FA","16","14.8","16.9","11.3","12.2","15.1","14.3","-","5.4","9.6","12.9","22.6","8.7","4.5","9.7","9.1","8.3","5.8","11.3","181.2"
"1","Charles Sims","RB","FA","16","5.5","8.2","13.2","14.3","17.6","-","6.6","7.6","7.2","5.1","15.9","6.9","9.7","13.4","10.2","20.7","17.9","11.3","180"
"1","Theo Riddick","RB","FA","16","11.7","7.6","14.6","8.6","21.3","10.8","7.8","10.7","-","5.6","13.6","17.8","8.1","13.2","5","15.3","7.3","11.2","179"
"1","LeSean McCoy","RB","FA","12","11.7","14.6","9.6","-","-","17.4","12.4","-","19.9","20.9","24.3","17.1","11.2","14.9","4.7","-","-","14.9","178.7"
"1","Jeremy Hill","RB","FA","16","18.3","1.1","2.1","24","3.5","13.9","-","7.8","6.2","5","16.5","11","15.8","4.4","13.1","8.1","19.5","10.6","170.3"
"1","James Starks","RB","FA","16","0.2","12.6","6.1","5.9","7.6","24.7","-","3.8","24.2","15.6","5.4","12","11","26.3","4.6","-0.9","7.2","10.4","166.3"
"1","Rashad Jennings","RB","FA","16","11.2","4.4","8.7","17.2","10.7","9.3","1.9","10.5","5.7","7.1","-","4.8","4.3","12.2","15.7","15.6","25.6","10.3","164.9"
"1","Duke Johnson Jr.","RB","FA","16","2.2","4.3","9.5","26.6","13.7","8.6","16","9.1","11.8","6.8","-","10","7.2","9.4","13.5","7.1","8.5","10.3","164.3"
"1","Jonathan Stewart","RB","FA","13","12.1","6.9","5.2","5","-","21.6","12.5","13.3","7.8","15.1","18.4","10.7","18.3","15.9","-","-","-","12.5","162.8"
"1","Ronnie Hillman","RB","FA","16","4.1","3.4","8.6","17.8","3.6","14.5","-","18.5","0.1","13.1","11.4","12.9","5.6","13.1","2.8","11.2","20.7","10.1","161.4"
"1","Shane Vereen","RB","FA","16","9.9","17.5","2.3","2.1","25","1.6","7.2","20.3","14.3","4.6","-","7.6","4","2","21.2","4.4","14.4","9.9","158.4"
"1","T.J. Yeldon","RB","FA","12","9.7","11.3","6.2","12.9","17.3","-","19.4","-","13.1","11.7","11.2","12.2","23.6","7.3","-","-","-","13","155.9"
"1","Darren Sproles","RB","FA","16","19.6","5.9","13.6","1.7","4.7","1.7","9","-","4.6","8.4","14.9","6.5","14","12.5","5.5","13.5","13.4","9.3","149.5"
"1","Jeremy Langford","RB","FA","16","0.1","8.1","0","0.4","2.2","9.7","-","4.6","25.2","37.2","13.2","12.3","8.8","9.4","6.7","8.3","1.4","9.2","147.6"
"1","Javorius Allen","RB","FA","16","4.4","1.7","1.2","1.9","5.8","3.1","4.5","6.1","-","3.3","16.5","18.4","35","8.8","-0.2","22.2","13","9.1","145.7"
"1","C.J. Anderson","RB","FA","15","8.8","3.9","3.7","8","6","10.6","-","17.6","4.8","0.9","9.2","31.3","6.4","-","3","13.1","14","9.4","141.3"
"1","Eddie Lacy","RB","FA","15","17.9","0.9","11.7","10.3","4.5","4","-","11.7","-1","-","11.6","21.9","1.1","21.8","2.3","15.8","6.1","9.4","140.6"
"1","Isaiah Crowell","RB","FA","16","5.3","13.2","3.6","15.5","16.7","6.1","0.9","3.6","9.4","0.9","-","0.7","7.4","28.4","6","14.8","5.3","8.6","137.8"
"1","Bilal Powell","RB","FA","11","9.8","9.4","14.5","2.2","-","0.9","-","-","-","-","13.9","5.5","24.8","19.2","20.9","14","-","12.3","135.1"
"1","Charcandrick West","RB","FA","15","0","0","0","3.1","4.6","2.9","20.9","22.2","-","31.1","8.4","-","6.4","5.4","16.5","7.1","4.2","8.9","132.8"
"1","Thomas Rawls","RB","FA","13","0.5","0","10.4","5.7","22.9","0.8","6.1","1","-","1.9","40.5","14.1","19.3","4.4","-","-","-","9.8","127.6"
"1","Ryan Mathews","RB","FA","13","11.8","0","18.8","0","18.6","5.6","21.1","-","12.7","12","-","-","-","6.2","5.1","9.8","2.8","9.6","124.5"
"1","Karlos Williams","RB","FA","11","11.5","11.7","17","16","-","-","-","-","23","12","1.1","0.5","-","-","4.1","15.7","11.7","11.3","124.3"
"1","James White","RB","FA","14","0","-","7.4","-","0","0","6","0.3","-","2.1","18.6","2.6","27.9","14","20.7","14.2","8.8","8.8","122.6"
