"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"89","Jauan Jennings","WR","FA","16","10.2","1.4","1.5","4.2","6.5","3.8","4.4","-","-","8","0","16.9","5.4","1.5","6.1","4.1","6.6","2","5.2","82.6"
"90","Randall Cobb","WR","FA","13","3.4","6.7","7.7","7.2","16.9","1.8","-","-","-","-","13.3","9.9","0","-","6.2","1.5","4","3.1","6.3","81.7"
"91","Hunter Renfrow","WR","FA","10","5.1","10.9","-","-","6.5","-","8.5","1.6","5.6","-","-","-","-","-","2.4","14.2","4.9","19.3","7.9","79"
"92","Van Jefferson","WR","WAS","10","-","-","-","-","-","-","-","-","0","11.7","7.1","11.9","5.9","12.4","5.2","4.9","10.7","9.1","7.9","78.9"
"93","Nelson Agholor","WR","FA","15","3.8","23","4.1","7.6","0","-","0","1.2","-","-","3.8","18.5","3.7","8.2","1.3","0","0","0","5","75.2"
"94","Laviska Shenault Jr.","WR","FA","13","-","-","17","0","-","-","1.8","7.6","0.6","14.9","4.7","4.1","-","7.8","0","8.3","4","1.9","5.6","72.7"
"95","Jamal Agnew","WR","FA","15","2.2","0.1","2.7","21","0.3","3.4","-","-","0","3.4","-","14.7","4.3","7.4","8.4","1.8","0.8","1.8","4.8","72.3"
"96","Julio Jones","WR","FA","10","11.6","-","-","1.7","-","-","-","10.1","4.8","14.3","-","8.5","5.8","8.8","-","1.5","3.3","-","7","70.4"
"97","Tyquan Thornton","WR","KC","12","-","-","-","-","2.7","21.3","2.9","2.3","1.5","-","1.5","-","5.1","6.8","3.1","1.8","15","2.3","5.5","66.3"
"98","Dante Pettis","WR","NO","17","12.1","0","0","0","0","18.4","4.1","5.8","2.2","2.7","0","2.2","2.4","BYE","2.3","9.1","0","3.9","3.8","65.2"
"99","Equanimeous St. Brown","WR","FA","16","8.8","5.9","7.3","0.9","4.4","0.1","8.8","1.6","0","0.9","4.4","1.7","11.6","-","3","-","4","1.3","4","64.7"
"100","Trenton Irwin","WR","FA","9","-","-","-","-","-","-","-","4.7","3.5","-","13.2","2.6","2.2","13.8","1.5","19.5","-","2.2","7","63.2"
