#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
1,11594,Travis Kelce,TE,KC,15,17,24,14.7,10,24.8,21.5,6.1,24.9,25.9,BYE,26.9,16.2,27.6,27.6,22.8,22.8,-,20.9,312.8
1,14104,Darren Waller,TE,LV,16,10.5,28.5,2.9,15.8,15.8,-,17,7.7,13.2,6.7,21.8,6.3,45,14.5,30,16.2,26.7,17.4,278.6
1,00-0031260,Logan Thomas,TE,WAS,16,13.7,6.6,7.1,1.8,1.4,13.2,16,-,5.8,10.6,2.8,13.4,24.8,10.3,23.1,13.3,12.7,11,176.6
1,16502,Robert Tonyan,TE,GB,16,0,10.5,16,33.8,-,5.5,5.2,12.9,1.5,6.3,15.4,17.7,13.9,14.6,10.8,2.7,9.8,11,176.6
1,18290,T.J. Hockenson,TE,DET,16,16.6,10.2,9.3,10.9,-,9.7,16.9,13.5,14.9,3.3,10.8,13.9,15.4,16.3,1.8,6.3,5.5,11,175.3
1,17269,Mark Andrews,TE,BAL,14,22.8,3.9,5.2,20.7,17.6,4.1,BYE,6.2,5.2,13.1,20.6,-,-,12.8,17.6,13.6,6.7,12.2,170.1
1,17272,Mike Gesicki,TE,MIA,15,6,27,8.5,2.5,14.1,0,-,1.8,7.2,6,8.3,11.5,23.8,23.5,-,9.4,9.7,10.6,159.3
1,00-0027656,Rob Gronkowski,TE,TB,16,3.1,0,10.8,3.9,8.2,18.8,17.2,14.1,1.2,13.1,4.5,16.6,-,7.2,5.9,19.8,4.9,9.3,149.3
1,17527,Noah Fant,TE,DEN,15,19.1,17.7,9.6,8.5,-,BYE,6.8,11.7,7.5,4.8,9.5,2.3,9.7,0,20.8,12.5,8.8,10,149.3
1,00-0034830,Hayden Hurst,TE,ATL,16,6.8,18.2,7.1,9.1,2.8,15.7,12.8,10.4,13.2,-,0,8.8,1.9,1.7,12.1,15.7,12.8,9.3,149.1
1,17349,Dalton Schultz,TE,DAL,16,2.1,21.8,8.8,17.2,1.6,7.5,4.2,11.3,8.8,-,12.5,7.4,8.4,6.4,9.4,5.1,14,9.2,146.5
1,15561,Hunter Henry,TE,LAC,14,12.3,14.3,10,5.9,12.3,-,5.3,7.3,7.3,13,14.8,13.7,1.5,10.1,17.5,-,-,10.4,145.3
1,00-0027696,Jimmy Graham,TE,CHI,16,11.5,2.8,24,7.3,12.3,8.4,8.1,3.3,17.5,0,-,6.2,0,12.3,4.5,22.9,2.5,9,143.6
