#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
154,22843,Ben Skowronek,WR,LA,16,0,3.1,1.3,-,0,0,0,9,-0.2,-,0,0.9,3.2,0,0,0,0,4.2,1.3,21.5
156,25336,Charlie Jones,WR,CIN,11,0,6,1.6,-,-,-,BYE,-,-,-,0,0,0,0,3,0.9,0,9.2,1.9,20.7
157,16757,David Moore,WR,TB,7,-,-,-,-,-,-,BYE,-,-,-,-,0,0,2.1,14.8,1.7,0,1.8,2.9,20.4
158,15569,Sterling Shepard,WR,NYG,15,0,1.4,0,1.6,2.3,0,-0.7,-,0,7.2,1.5,1.6,-,-,0,0,0,5.4,1.4,20.3
159,00-0034286,Richie James Jr.,WR,KC,9,1.6,-2,-,-,-,-,-,-,-,-,-,0,2.2,1.4,2.7,8.4,1.6,3.5,2.2,19.4
160,23438,Tim Jones,WR,JAX,16,-,0,3.1,0.9,0,0,3.7,0,BYE,3.7,0,0,0,0,0,6.2,0,1.7,1.2,19.3
161,00-0028002,Randall Cobb,WR,NYJ,11,0,0,2.2,2.8,0,2,-,-,-,-,-,0,-,8.5,0,-,0,1.4,1.5,16.9
162,25754,Jason Brownlee,WR,NYJ,7,-,-,-,-,-,-,-,0,-,BYE,0,4,0,-,-,7.8,4.8,0,2.4,16.6
162,00-0033466,Isaiah McKenzie,WR,IND,13,0,1.7,1.3,1.6,0.4,4.3,0.7,0,1.2,7.1,-,0.3,0,-2,-,-,-,-,1.3,16.6
164,23883,Samori Toure,WR,GB,11,3.8,1.6,2,4.5,0,-,1.3,0,-,-,BYE,0,-,4.2,-,0,-1.6,-,1.4,15.8
165,00-0034317,Keith Kirkwood,WR,NO,12,0,0,0,-,1.1,0,0,-,-,-,-,4,0,0,7.7,1.9,0,-,1.2,14.7
166,00-0035045,D.J. Montgomery,WR,IND,7,-,-,-,-,-,-,-,-,-,-,-,0,0,0,12.8,1.8,0,0,2.1,14.6
167,00-0030068,Marquise Goodwin,WR,CLE,12,0,0,0.1,1,-,3.4,3.3,-0.5,0,-,-,-,-,0,6.7,0,0,-,1.2,14
168,19701,Lawrence Cager,WR,NYG,8,3.7,-,-,-,-,0,-,-,0,8,0,0,-,0,1.9,-,-,-,1.7,13.6
169,25468,Jalen Brooks,WR,DAL,7,-,0,-,-,-,0,-,-,-,7.9,0,3.4,-,BYE,-,-,0,1.1,1.8,12.4
170,00-0037216,Justyn Ross,WR,KC,10,1.6,0,0,0,4.8,0,0,-,-,-,-,-,-,-,-,1.2,0,3.7,1.1,11.3
171,00-0034279,Equanimeous St. Brown,WR,CHI,7,-,-,-,3.1,0,-,-,-,-,1.4,3.9,0,-,-,-,-,0,2.8,1.6,11.2
172,24214,Velus Jones Jr.,WR,CHI,14,-,-0.3,0,1,0,3,1,1.4,0,-,-,0,-,2.1,2.3,0.4,0.2,0,0.8,11.1
173,00-0038821,Rakim Jarrett,WR,TB,10,0,1.7,0,1.3,-,0,0,1.9,0,0,5.1,-,-,-,-,-,-,-,1,10
174,00-0032128,Chris Conley,WR,SF,7,-,-,-,-,-,-,0,-,-,-,-,-,0,0,0,0,0,9.9,1.4,9.9
175,14103,DeAndre Carter,WR,LV,17,1.5,0,2.6,0,0.3,0,0,0,2.5,1.5,0,0,-,0,0,0,0,1.3,0.6,9.7
176,00-0035120,Keelan Doss,WR,LAC,4,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,7.5,1.8,2.3,9.3
177,18633,Tyler Johnson,WR,LA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.8,8.8,8.8
178,24234,Britain Covey,WR,PHI,16,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,1.7,-,6.5,0.5,8.2
179,19801,Tylan Wallace,WR,BAL,9,-,0,-,-,BYE,-,-,-,0,-,0,0,-,6,0,0,0,2.1,0.9,8.1
180,23196,Simi Fehoko,WR,LAC,5,-,-,-,0,-,-,-,7.9,0,0,0,-,-,BYE,-,-,-,-,1.6,7.9
181,19270,Devin Duvernay,WR,BAL,13,0,1.5,0,2.8,0,0,0,0,3,0,0,0,-,0,-,-,-,-,0.6,7.3
182,00-0038667,Elijah Cooks,WR,JAX,9,-,-,-,-,-,0,0,0,-,0,BYE,-,-,0,0,6.8,0,0,0.8,6.8
183,00-0029293,Marvin Jones Jr.,WR,DET,5,0.8,0,-,0,4.2,1.5,-,-,-,-,-,-,-,-,-,-,-,-,1.3,6.5
184,24177,Jalen Nailor,WR,MIN,6,0,0,-,-,-,-,-,-,-,2.6,0,0,BYE,3.3,-,-,-,-,1,5.9
184,00-0033251,Zach Pascal,WR,ARI,14,0,1.9,0,4,0,0,-,0,0,0,-,0,-,-,0,0,0,0,0.4,5.9
186,18962,Steven Sims Jr.,WR,HOU,3,-,-,-,-,-,-,-,-,-,-,4.5,0,-,-,1.1,-,-,-,1.9,5.6
187,,Michael Strachan,WR,FA,4,-,-,-,-,-,-,-,-,-,5.5,0,-,0,0,-,-,-,-,1.4,5.5
188,00-0035934,Trishton Jackson,WR,MIN,5,-,-,-,-,-,0,1.7,0,3.2,0,-,-,-,-,-,-,-,-,1,4.9
188,23260,Austin Trammell,WR,LA,15,-,0,-,0,0,-2,0,0,1.6,-,5.3,0,0,0,0,0,0,0,0.3,4.9
190,00-0035703,Miles Boykin,WR,PIT,15,0,1.5,-,0,0,-,-,0,1.6,0,0,0,0,0,0,1.6,0,0,0.3,4.7
191,22989,Kayshon Boutte,WR,NE,5,0,-,-,-,-,-,-,-,-,2.1,BYE,1.8,-,-,-,0,-,0,0.8,3.9
192,00-0030663,Willie Snead IV,WR,SF,4,-,-,-,1.9,-,-,-,0,-,0,-,-,-,-,-,1.5,-,-,0.9,3.4
193,00-0035480,Malik Taylor,WR,NYJ,3,-,-,-,-,-,-,-,0,1.7,1.6,-,-,-,-,-,-,-,-,1.1,3.3
194,19093,Gunner Olszewski,WR,NYG,12,-,-1,-,-,-2,-,-,0,0,0,0,0,BYE,0,0,0,6,0,0.3,3
195,15495,Laquon Treadwell,WR,BAL,4,-,-,-,0,0,-,-,-,-,-,BYE,-,-,-,-,-,0,2.6,0.7,2.6
196,00-0038092,Erik Ezukanma,WR,MIA,2,1.7,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,2.2
197,00-0036254,Collin Johnson,WR,CHI,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2.1,0,0.7,2.1
198,00-0035164,Cody Thompson,WR,SEA,3,-,-,-,2,-,0,0,-,-,-,-,-,-,-,-,-,-,-,0.7,2
199,19704,Mason Kinsey,WR,TEN,6,-,-,0,0,-,-,BYE,-,-,-,-,-,-,-,0,1.6,0,0,0.3,1.6
200,00-0038632,Colton Dowell,WR,TEN,9,-,-,-,0,-,0,-,-,BYE,-,0,0,0,0,0,1.3,0,-,0.1,1.3
201,00-0038627,Antoine Green,WR,DET,7,-,1.2,-,-,0,0,0,0,-,0,-,-,-,-,-,-,-,0,0.2,1.2
201,00-0037420,Kwamie Lassiter II,WR,CIN,1,-,-,-,-,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.2
203,22785,Dee Eskridge,WR,SEA,4,-,-,-,-,-,-,-,-0.5,0,-,0,1,-,-,-,-,-,-,0.1,0.5
204,25912,Dylan Drummond,WR,ATL,1,-,-,-,-,0,-,-,-,-,-,BYE,-,-,-,-,-,-,-,0,0
204,23423,DJ Turner,WR,FA,7,-,-,-,-,-,-,-,0,0,-,0,-,-,0,0,0,-,0,0,0
204,00-0031868,Damiere Byrd,WR,ATL,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0
204,00-0035399,Stanley Morgan Jr.,WR,FA,2,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
204,,Terrell Bynum,WR,FA,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,0
204,25709,Shedrick Jackson,WR,CIN,2,-,-,-,-,-,-,-,-,-,0,0,-,BYE,-,-,-,-,-,0,0
204,24570,Dareke Young,WR,LV,5,-,-,-,-,-,-,-,-,-,0,-,-,BYE,0,0,0,-,0,0,0
204,00-0035844,Kirk Merritt,WR,FA,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
204,00-0037387,Jalen Virgil,WR,BUF,1,-,-,-,-,-,-,-,0,-,-,-,-,BYE,-,-,-,-,-,0,0
204,00-0036671,Dax Milne,WR,FA,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,0
204,,Bobby Brown,WR,FA,6,0,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,0,-,0,0
204,22684,Chris Blair,WR,ATL,1,-,-,-,-,-,-,-,-,-,-,BYE,0,-,-,-,-,-,-,0,0
204,,Cephus Johnson III,WR,FA,3,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
204,25857,Ryan Miller,WR,NYG,1,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0
204,,Chase Cota,WR,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,0
204,,Lucky Jackson,WR,FA,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
204,23531,Michael Bandy,WR,DEN,1,-,-,-,-,-,-,-,-,BYE,-,-,-,-,-,-,-,0,-,0,0
204,00-0026300,Johnny Johnson III,WR,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
204,18566,David Sills V,WR,FA,3,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0
204,20050,Andre Baccellia,WR,ARI,5,-,-,-,-,-,-,-,0,0,-,0,0,0,BYE,-,-,-,-,0,0
204,00-0034765,Tre'Quan Smith,WR,FA,2,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,0
204,20056,Dan Chisena,WR,CAR,2,-,-,-,-,-,-,BYE,-,-,-,-,-,0,-,-,0,-,-,0,0
204,,Ethan Fernea,WR,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,0
204,00-0037272,Montrell Washington,WR,FA,5,-,-,0,0,0,0,-,-,-,-,-,0,-,-,-,-,-,-,0,0
204,00-0036080,Easop Winston Jr.,WR,FA,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0,0
204,00-0033770,Justin Hardee Sr.,WR,FA,7,-,-,0,-,0,-,-,-,-,-,-,-,0,0,0,0,-,0,0,0
204,00-0035527,Andy Isabella,WR,BUF,2,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0
204,,Devon Allen,WR,FA,1,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
204,24029,Tay Martin,WR,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0
204,00-0026293,Matthew Slater,WR,FA,6,-,-,-,0,0,-,0,-,-,-,-,-,-,0,-,-,0,0,0,0
204,00-0036219,Marquez Callaway,WR,FA,3,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,0,0
204,,Isaiah Winstead,WR,FA,3,-,-,-,0,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
204,00-0035624,N'Keal Harry,WR,FA,8,-,-,-,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0
204,00-0036991,Amari Rodgers,WR,IND,2,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
204,00-0032208,Phillip Dorsett II,WR,DEN,2,0,-,-,-,-,-,-,-,-,-,-,-,BYE,-,-,-,0,-,0,0
204,,Kearis Jackson,WR,FA,2,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
204,00-0036877,Jaelon Darden,WR,FA,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
204,00-0035593,Juwann Winfree,WR,IND,4,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,0,0
204,00-0037156,Irvin Charles,WR,NYJ,11,-,-,-,-,0,0,BYE,-,0,0,0,0,-,0,0,0,0,0,0,0
243,19359,James Proche II,WR,CLE,10,-,-,-,-,-,-,-,-,0,-2,0,0,0,0,0,0,0,0,-0.2,-2
244,00-0033292,Trent Taylor,WR,CHI,16,0,0,-,0,0,0,0,-0.2,0,0,0,0,-,0,-2,0,0,0,-0.1,-2.2
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
