#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
88,00-0036020,Salvon Ahmed,RB,MIA,11,4.8,1.7,-,3.3,4.1,4.7,7.2,3.8,0.6,2.5,-,3.6,2.3,-,-,-,-,-,3.5,38.6
89,00-0030496,Le'Veon Bell,RB,TB,8,-,-,-,1.1,-,7.8,1.4,-,10.8,0.1,-,-,-,-,-,-0.1,8.5,8.5,4.8,38.1
90,00-0036450,Ke'Shawn Vaughn,RB,TB,6,-,-,-,-,-,-,2.7,-,-,-,0.4,-,-,-,1.9,13,6.5,12.1,6.1,36.6
91,00-0031376,Jerick McKinnon,RB,KC,9,-,2.4,-,0,3.5,2.5,3.7,-,5.6,4.2,0,-,-,-,-,-,-,14,4,35.9
91,00-0032813,Elijhaa Penny,RB,NYG,13,0,0.5,0.6,-,0.4,8.6,2.4,2.6,4.7,-,-,0,-,10.1,0,6,-,0,2.8,35.9
93,19074,Craig Reynolds,RB,DET,5,-,-,-,-,-,-,-,-,-,-,-,-,-,11.9,12.7,8.1,2.3,0.2,7,35.2
94,00-0034838,Royce Freeman,RB,HOU,12,-,-,3.5,1.2,1.8,0.3,2.9,2.5,-,-,-,-,3.1,12.6,0.8,3.4,2.5,0,2.9,34.6
95,16209,C.J. Ham,RB,MIN,15,2.9,-,0.2,0.1,2.5,3,-,3.3,3.7,4.3,0,2.6,2.9,-,1.3,3.3,1.1,1.7,2.2,32.9
96,00-0031062,James White,RB,NE,3,12.1,18.5,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.4,31.2
97,00-0032200,Ty Montgomery II,RB,NO,14,1.5,1.3,0,7.9,0,-,0.4,1.4,-,0.2,-,9.5,7,-,0,0,-0.4,1.1,2.1,29.9
98,00-0033725,Corey Clement,RB,DAL,11,0,-,0,-,-,-,-,-,0,3.5,0,-,0,5.6,0,1.8,0,18,2.6,28.9
99,19425,Trey Sermon,RB,SF,6,-,0.8,11.4,8.9,0.7,-,-,-,-,0,6.5,-,-,-,-,-,-,-,4.7,28.3
100,00-0036383,Eno Benjamin,RB,ARI,8,-,-,-,-,0,-,0.7,-,9.9,2.2,3,-,2.3,-,-,-,0.3,9.6,3.5,28
101,00-0025394,Adrian Peterson,RB,SEA,4,-,-,-,-,-,-,-,-,9.6,3,6.4,-,7.6,-,-,-,-,-,6.7,26.6
102,00-0036670,Jermar Jefferson,RB,DET,5,-,-,-,-,-,-,-,12.9,-,10.1,-,0,1.8,-,0.9,-,-,-,5.1,25.7
103,18571,Alec Ingold,RB,LV,7,6.2,0,7.1,-,-,0,4,-,5.8,1.5,-,-,-,-,-,-,-,-,3.5,24.6
104,00-0033025,Jalen Richard,RB,LV,9,-,-,-,-,1.4,1.3,5.5,-,3.8,1.3,-,-,-,-,0,1.9,3.3,4.7,2.6,23.2
105,23249,Kene Nwangwu,RB,MIN,9,-,-,-,-,-,BYE,-,-,6.9,0,0,6.7,2.4,-,3.3,3.3,0,0.4,2.6,23
106,00-0031806,Malcolm Brown,RB,MIA,6,1.6,2.1,9.1,3.7,-,4.1,1.9,-,-,-,-,-,-,-,-,-,-,-,3.8,22.5
107,00-0035860,Tony Jones Jr.,RB,NO,10,6.3,0.7,4.2,1.5,-,-,-,-,-,-,0.2,2.7,-,3.9,-,0.6,-0.2,2.2,2.2,22.1
108,00-0032975,Jonathan Williams,RB,WAS,5,-,-,-,-,-,-,-,-,-,-,-,-,-,10.5,0.5,2.1,3.1,4.5,4.1,20.7
108,17145,Patrick Ricard,RB,BAL,8,3.5,0.2,0,1.4,-,-,-,-,12.5,BYE,0.2,1,1.9,-,-,-,-,-,2.6,20.7
110,00-0035273,Qadree Ollison,RB,ATL,6,-,-,-,-,-,-,-,-,-,-,5.4,-,2.5,0.3,1.7,-,1.9,7.9,3.3,19.7
111,00-0035187,Austin Walter,RB,NYJ,4,-,-,-,-,-,-,-,-,-,-,-,9.8,3.1,-,1.2,-,4.9,-,4.8,19
112,00-0036096,J.J. Taylor,RB,NE,5,-,0.3,2.5,-1,-,-,15.6,-,-,1.1,-,-,-,-,-,-,-,-,3.7,18.5
113,00-0034614,Godwin Igwebuike,RB,DET,10,0,-,-,-,-,-,-,-,-,11.6,0.6,1.1,3.1,0.5,1.1,0,0,0,1.8,18
114,00-0030968,Keith Smith,RB,ATL,13,6.1,0.3,0,0.2,0,-,1.6,-,-,0.5,2.9,3.6,1.2,-,-,0,0,1.3,1.4,17.7
