"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"91","Chris Manhertz","TE","NYG","8","-","-","-","1","3.5","0","0","0.9","1.7","-","-","-","0","3.1","-","-","-","-","1.3","10.2"
"92","Blake Bell","TE","FA","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.7","1.3","5","10"
"93","Tyler Kroft","TE","FA","7","1.9","0","-","-","-","-","-","1.6","-","-","-","-","2.4","0","3.8","0","-","-","1.4","9.7"
"94","Charlie Kolar","TE","LAC","1","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","8.9","8.9","8.9"
"95","Luke Farrell","TE","SF","5","0","-","-","-","-","2.1","-","-","2.5","-","-","-","1.3","-","-","-","-","2.1","1.6","8"
"96","Tyler Mabry","TE","FA","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.7","-","7.7","7.7"
"97","Ryan Griffin","TE","FA","10","0","2.8","-","-","1.1","0","1.5","-","-","0","0","-","-","-","0","1.2","0","-","0.7","6.6"
"97","Trevon Wesco","TE","FA","7","-","0","-","3.3","-","-","-","0","2","0","-","1.3","-","-","-","-","0","-","0.9","6.6"
"97","Tyler Davis","TE","FA","11","1.3","0","4.6","0","0.7","-","0","-","-","-","-","0","-","-","0","0","0","0","0.6","6.6"
"97","Stephen Sullivan","TE","FA","9","-","2.3","0","0","-","0","-","4.3","-","-","-","-","-","0","0","0","0","-","0.7","6.6"
"101","Stone Smartt","TE","PHI","3","-","-","-","-","-","-","BYE","-","-","-","1.6","-","2.3","1.8","-","-","-","-","1.9","5.7"
"102","Ben Ellefson","TE","FA","2","1.2","-","4.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.8","5.6"
"103","Kendall Blanton","TE","FA","2","-","-","3.8","1.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.8","5.5"
"104","Jesper Horsted","TE","FA","5","-","-","0","-","4.9","-","-","0","-","-","0","0","-","-","-","-","-","-","1","4.9"
"105","Maxx Williams","TE","FA","3","-","-","-","-","-","-","-","-","-","-","1.7","-","-","-","3.1","0","-","-","1.6","4.8"
"106","Cole Turner","TE","MIA","7","-","-","-","-","0","4.3","0","-","-","-","0","0","0","-","-","0","-","-","0.6","4.3"
"107","Stephen Anderson","TE","FA","9","0","1.2","0","0","-","-","0","-","-","0","0","-","-","2.7","-","0","-","-","0.4","3.9"
"108","Sean McKeon","TE","IND","3","-","-","-","-","-","2","-","-","-","1.1","-","-","0","BYE","-","-","-","-","1","3.1"
"109","Mason Schreck","TE","FA","2","-","-","-","1","1.6","-","-","-","-","-","-","-","-","-","-","-","-","-","1.3","2.6"
"110","Devin Asiasi","TE","FA","5","-","-","-","0","-","0","-","-","0","-","0","-","-","-","-","2.5","-","-","0.5","2.5"
"111","Jeremy Ruckert","TE","NYJ","3","-","0","-","0","-","-","-","-","-","BYE","-","-","-","-","-","-","-","1.8","0.6","1.8"
"111","Drew Sample","TE","CIN","2","1.2","0.6","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","0.9","1.8"
"113","Tommy Sweeney","TE","FA","2","-","-","-","-","-","1.7","-","-","-","-","-","-","0","-","-","-","-","-","0.9","1.7"
"114","Jacob Harris","TE","FA","4","-","0","0","-","-","-","-","-","-","-","0","1.6","-","-","-","-","-","-","0.4","1.6"
"115","Richard Rodgers","TE","FA","4","0","-","0","-","-","-","-","-","0","1.4","-","-","-","-","-","-","-","-","0.4","1.4"
"116","Beau Brinkley","TE","FA","2","-","-","-","-","-","-","-","-","-","0","-","-","0","-","-","-","-","-","0","0"
"116","Austin Allen","TE","FA","2","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"116","Kevin Rader","TE","FA","6","-","-","-","-","0","-","0","-","-","0","-","-","0","0","0","-","-","-","0","0"
"116","Jake Tonges","TE","SF","2","-","-","0","0","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","0","0"
"116","Miller Forristall","TE","FA","1","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"116","Tanner Conner","TE","NYG","3","-","0","0","0","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","0","0"
"116","Cethan Carter","TE","FA","1","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"116","Noah Togiai","TE","FA","1","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"116","Charlie Woerner","TE","ATL","5","-","-","-","0","0","0","-","-","-","-","-","0","-","0","-","-","-","-","0","0"
"116","Nikola Kalinic","TE","CHI","1","-","-","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","0","-","0","0"
"116","James Winchester","TE","KC","3","-","-","-","-","-","-","0","BYE","0","-","-","-","-","-","-","-","-","0","0","0"
"116","Kenny Yeboah","TE","FA","3","-","0","-","-","-","-","-","-","-","-","-","-","-","0","-","0","-","-","0","0"
"116","Chris Pierce Jr.","TE","FA","1","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","0","0"
"116","Nick Boyle","TE","FA","3","-","-","-","-","-","-","-","-","-","-","-","0","0","-","-","0","-","-","0","0"
"116","Jared Pinkney","TE","FA","2","-","-","-","-","-","-","-","0","-","0","-","-","-","-","-","-","-","-","0","0"
"116","Hunter Long","TE","JAC","3","-","-","0","-","-","0","-","0","-","-","BYE","-","-","-","-","-","-","-","0","0"
"116","Tyree Jackson","TE","FA","2","-","-","-","-","-","-","-","-","-","-","0","-","-","-","0","-","-","-","0","0"
"116","J.P. Holtz","TE","FA","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
""
""
