#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
35,17265,DJ Moore,WR,BUF,17,8.6,9.6,12.8,7.8,-,8.2,8.2,11.6,23,0,3.1,23.4,4.7,0.6,22.9,21.9,1.7,2.1,10,170.2
36,23748,Khalil Shakir,WR,BUF,16,12.4,2.2,14.5,17.9,11,6.3,BYE,20.8,11.3,12.8,0.7,17,1.5,9.6,11.5,7.4,9.5,-,10.4,166.4
37,23794,Romeo Doubs,WR,NE,16,8.8,11.8,4.5,29.8,-,10.5,13.2,9.4,16.1,1.5,9.3,4.3,12,0,5.6,19.4,9.2,-,10.3,165.4
38,25337,Tre Tucker,WR,LV,17,13.4,4.9,40.9,4.2,11.1,12,8.3,BYE,6.8,5.5,14.7,5.8,5,4.4,0,9.4,9.9,5.4,9.5,161.7
39,24687,Rashid Shaheed,WR,SEA,18,9.3,15.2,8.2,9.2,21.4,6.8,8,14.5,11.8,3.3,4.9,0.5,2.6,16.7,12.1,9.1,1.8,1.2,8.7,156.6
40,23113,Rashee Rice,WR,KC,8,-,-,-,-,-,-,23.2,25.5,18.6,BYE,9.8,24.1,29.4,7.4,12.1,-,-,-,18.8,150.1
41,25411,Rome Odunze,WR,CHI,12,15.7,31.8,15.2,16.9,BYE,5.2,5.1,18.4,0,20.6,6.1,8.3,2.8,-,-,-,-,-,12.2,146.1
42,23000,Brian Thomas Jr.,WR,JAC,14,9,8.9,7.5,10.6,12,23,6.1,BYE,8.5,-,-,-,4.8,11.7,17.1,3.8,7.9,7.9,9.9,138.8
43,18226,Hollywood Brown,WR,FA,16,19.9,8,8.2,12.8,8.8,20.5,9.4,0,9.3,-,8,2,10,4.5,-,5.2,1.7,9.4,8.6,137.7
44,24706,Josh Downs,WR,IND,16,3.2,11.1,5.4,6.4,11.4,16.2,-,12.9,15.7,1.3,BYE,3,6.4,6.3,10.3,11.8,5.4,9.6,8.5,136.4
45,23107,Jordan Addison,WR,MIN,14,-,-,-,15.4,15.1,BYE,21.8,11.6,8.4,6.5,10,0,8.6,10.2,8.6,4.6,12.5,1.8,9.7,135.1
46,23886,Christian Watson,WR,GB,10,-,-,-,-,BYE,-,-,12.5,7.8,6.5,20.6,9.9,18.3,24.9,5.9,3.7,22.3,-,13.2,132.4
47,27077,Jayden Higgins,WR,HOU,17,5.2,3.8,1.5,9.4,7.2,BYE,0,13.4,1.4,15.2,9.5,13.8,11.5,6.4,1.4,2.7,16.8,10.3,7.6,129.5
48,27016,Luther Burden III,WR,CHI,15,0.7,1.5,19.8,1.6,BYE,9.1,3.1,0.9,-,8.1,5.7,9.1,7.6,11,14.4,-,27.8,7.5,8.5,127.9
49,23064,Marvin Harrison Jr.,WR,ARI,12,18.1,4.7,7.4,18.6,13.8,5.2,7.8,BYE,22.6,14.3,-,-,12.9,-,-,2.4,0,-,10.7,127.8
50,27315,Chimere Dike,WR,TEN,17,0.9,2.8,3.5,-0.4,3.7,2.8,16.9,16.4,7.5,BYE,3.4,21.4,-0.1,13.4,5,13,10.2,5.7,7.4,126.1
51,22989,Kayshon Boutte,WR,NE,14,16.3,8.6,4.8,2.8,7.3,26.3,13.5,16.5,0,-,-,3.5,13.5,BYE,4,2.6,-,4.4,8.9,124.1
52,19201,Jerry Jeudy,WR,CLE,17,11.6,9.1,2.7,7.8,3.5,9.3,3.7,0,BYE,19.8,5.1,2.9,5.6,16.6,4.2,4.2,10.4,4.2,7.1,120.7
53,16433,Cooper Kupp,WR,SEA,16,3.5,16,5.1,6.6,11.9,12,3.2,BYE,-,9.4,5.3,4.4,5.4,11.5,9.6,6.9,1.6,4.9,7.3,117.3
54,26314,Malik Washington,WR,MIA,17,4.9,9.5,6.2,4.1,4,6.3,8,13.6,7.1,9.3,7.2,BYE,7,4,2,10.2,1.5,11.8,6.9,116.7
55,27059,Elic Ayomanor,WR,TEN,16,3.3,15.6,13.8,6.4,3.8,5.7,4.9,9.2,7.6,BYE,3.1,-,1.5,8.4,2.7,8.8,13.7,8,7.3,116.5
56,18466,Terry McLaurin,WR,WAS,10,4.7,9.8,10.4,-,-,-,-,14.4,-,-,-,BYE,22.6,7.1,15.9,8.3,11.3,9.7,11.4,114.2
57,26398,Ryan Flournoy,WR,DAL,15,-,0,4.1,4.6,18.4,6.3,0,1.7,9.2,BYE,7.2,0,6.4,26.5,8,9.8,-,11.8,7.6,114
58,16489,Mack Hollins,WR,NE,15,1.3,7.8,6.7,7.4,0,4.8,7.3,15.9,2.9,16.6,10.4,5,5.3,BYE,8.1,13.9,-,-,7.6,113.4
59,23019,Xavier Worthy,WR,KC,14,0,-,-,17.1,11.1,10.6,7.8,10.3,6,BYE,5.5,9.9,11.4,8.5,5.5,6.1,0.1,-,7.9,109.9
60,26019,Keon Coleman,WR,BUF,13,25.2,5.6,5,7.5,10.3,4.1,BYE,6,3.7,13.6,-,-,8.9,3.6,0,-,-,8.9,7.9,102.4
61,24177,Jalen Nailor,WR,LV,17,3.8,6.1,6.7,9.2,7.2,-,5.7,0,2.6,23.4,2.6,0,0,6,19.5,0,0,7.9,5.9,100.7
62,23072,Garrett Wilson,WR,NYJ,7,22.5,9,24.4,20.2,19.1,4.3,-,-,BYE,0,-,-,-,-,-,-,-,-,14.2,99.5
63,18706,Darius Slayton,WR,NYG,14,0,8.1,7,7.4,4.1,-,-,4.6,11.2,12.9,-,3.3,14.1,BYE,9.3,1.8,5.6,9.4,7.1,98.8
64,25332,Xavier Hutchinson,WR,HOU,17,5.5,4.9,4.6,3.7,16.8,BYE,2.3,17.9,6,0,7.2,0.9,5.9,0,2.6,1.4,4.9,13.4,5.8,98
65,25304,DeMario Douglas,WR,NE,17,8.2,1.8,2.7,0,3.7,16.1,4.7,5.7,20,5.4,6.1,6.1,6.3,BYE,0.5,1.6,2,4.9,5.6,95.8
66,23080,Marvin Mims Jr.,WR,DEN,16,2.2,10.4,1.4,20.5,3.9,4.8,15.8,1.8,0,-,0.2,BYE,3.7,7.7,7.7,5.9,4,3,5.8,93
67,27147,Tez Johnson,WR,TB,16,0,-,0,2.3,10.1,11.5,15.8,9.3,BYE,20.2,1.6,12.3,1.5,0,0,0.9,3.9,3.2,5.8,92.6
68,17066,Kendrick Bourne,WR,ARI,16,-,6.2,7.8,2.7,24.2,19.2,3.4,7.4,5.4,2.9,0,0,0,-,3.7,5.7,3.5,0,5.8,92.1
69,26403,Jalen Coker,WR,CAR,11,-,-,-,-,-,-,0,6.6,1.9,5.1,11.2,6.2,17.4,BYE,14,7.7,3.6,16.7,8.2,90.4
70,25335,Andrei Iosivas,WR,CIN,17,0,2.2,0,3.7,13.2,1.5,7.9,0,18,BYE,5,10.6,9.9,3.7,0,3.1,8.1,3,5.3,89.9
71,26136,Xavier Legette,WR,CAR,15,4,0.8,-,-,11.1,3.1,24.2,3.7,3.2,0,18.3,5.2,1.1,BYE,5.9,2.2,1.3,5.2,6,89.3
72,26214,Ricky Pearsall,WR,SF,10,14.8,9.2,19.7,8.6,-,-,-,-,0,-,1,2.8,3.4,BYE,15.6,-,13.5,-,8.9,88.6
73,24357,Adonai Mitchell,WR,NYJ,16,4.1,4,0,10.6,0,-,1.8,0,1.7,-,2,6.2,24.2,3.4,17.4,7.3,5.2,0,5.5,87.9
74,23739,Calvin Austin III,WR,NYG,14,17,3.2,12.4,3.3,-,-,-,6.8,10.6,3.4,1.5,7.6,0,4.1,0,1.8,-,14.5,6.2,86.2
75,12119,Mike Evans,WR,SF,8,10.1,10.6,13.3,-,-,-,0,-,-,-,-,-,-,BYE,19.2,14.1,12.1,5.4,10.6,84.8
75,18864,Olamide Zaccheaus,WR,ATL,16,8.2,4.1,6.6,9.1,BYE,4.8,2.9,10.3,17.8,1.5,0,1.6,3.9,8.7,0,5.3,-,0,5.3,84.8
77,18520,KaVontae Turpin,WR,DAL,15,4.7,15.3,8.8,6.4,-,-,2.7,0.8,3.3,BYE,1,4.2,8.1,5,3.2,4.7,15.6,0.7,5.6,84.5
78,16406,Chris Godwin Jr.,WR,TB,9,-,-,-,5.6,5.6,-,-,-,BYE,-,-,2.9,10.8,10.5,14,8,23.8,1.8,9.2,83
79,19810,Darnell Mooney,WR,FA,15,-,4,8.4,2.5,-,-,9.8,2.1,2.5,2.7,6.4,16.4,4.5,1.6,6.5,4.4,5.5,5,5.5,82.3
80,15569,Sterling Shepard,WR,FA,13,6.9,7.4,12,4,11.9,7.1,7.5,1.8,-,6.1,10.1,4.2,1.5,1.5,-,-,-,-,6.3,82
81,22913,Tyquan Thornton,WR,KC,14,6.1,13.9,18.1,8.1,12,0,4.9,0,0,BYE,7.1,0,0,3.9,6.7,-,-,-,5.8,80.8
82,27446,Isaac TeSlaa,WR,DET,17,8.3,3.9,0,0,8.2,0,0,BYE,0,2.1,0,0,11.5,10,0,15.2,13.9,2.8,4.5,75.9
83,24354,Dontayvion Wicks,WR,GB,14,5,8.4,4.1,3.9,BYE,3.5,1.5,-,-,7.8,1.9,5.2,28,0,1.6,3.2,1.7,-,5.4,75.8
84,18585,Greg Dortch,WR,FA,12,0.8,2.1,2.8,7.9,3.2,9.9,2.5,-,0.9,6.2,18.6,16.8,3.4,-,-,-,-,-,6.3,75.1
85,27211,Pat Bryant,WR,DEN,15,0,3.8,0,0,0,4.2,1.6,12,4,5.3,13.2,BYE,7.2,7.2,-,9.2,-,7.1,5,74.8
86,16427,JuJu Smith-Schuster,WR,FA,17,10.5,1.5,9.5,13.6,3.7,8.7,6.5,4.9,1.2,-,0,1.8,0,1.5,0,2.2,4.6,3.3,4.3,73.5
87,13971,Tyler Lockett,WR,LV,17,0,2.9,7.7,0,7.6,1,3.8,BYE,0,9.4,6.3,10.2,2.1,7.1,3,1.6,8.9,1.5,4.3,73.1
88,22895,John Metchie III,WR,CAR,16,0,1,1.8,3,0,0,-,0,-,0.6,13.5,18.5,5.7,7.4,6.9,1.4,7.1,5,4.5,71.9
89,26024,Matthew Golden,WR,GB,14,3.6,1.5,10.1,11.3,BYE,13.2,7.7,3.4,2.9,-,3.4,-,-,0,8.5,0.4,2.2,1.8,5,70
89,19483,Van Jefferson,WR,FA,16,0,3,1.8,1.6,0,11.5,8.1,1.6,3.1,-,11.2,2.1,5,3.7,5.3,4.4,7.6,-,4.4,70
91,,Tre Harris,WR,LAC,17,2.1,5.4,0,0,0,6.7,4.3,8.8,3.8,2.4,2.2,BYE,6,3.1,7.9,9.4,2.5,4.8,4.1,69.4
92,27122,Jaylin Noel,WR,HOU,17,1.7,0,1.4,1,9.8,BYE,11.7,11.3,-0.3,7.5,2.2,1.9,0,3.3,0,0,14.6,2.3,4,68.4
93,11606,DeAndre Hopkins,WR,BAL,17,11.5,14.4,2.3,0,6.6,4,BYE,2.4,0,3.6,2.1,3.3,4.5,0,4.2,8.1,0,0,3.9,67
94,16081,Kalif Raymond,WR,CHI,15,3.6,3.3,1.4,9.3,0,0,4.7,-,0,9.9,0,5.7,-,-,3,16.2,1.5,8.2,4.5,66.8
95,26409,Devaughn Vele,WR,NO,13,2.3,7.3,-,0,3.3,0,0,2,0,2.5,BYE,6.7,23.3,7,11.9,-,-,-,5.1,66.3
96,26022,Tory Horton,WR,SEA,8,0,11.2,18.2,2,12.9,0,0,BYE,20.8,-,-,-,-,-,-,-,-,-,8.1,65.1
97,26034,Travis Hunter,WR,JAC,7,9.3,5.2,3.1,7.2,9.4,5.5,24.1,BYE,-,-,-,-,-,-,-,-,-,-,9.1,63.8
98,25287,Cedric Tillman,WR,CLE,13,16.2,10.2,5.6,1.6,-,-,-,-,BYE,3.1,8.2,1.5,0,3.3,0,1.8,5.2,3.3,4.6,60
99,26379,Isaiah Williams,WR,NYJ,15,-,0,0,-2,-,0,0,8.6,BYE,7.4,1.6,0,0,10.4,11.3,6.5,7.5,7.4,3.9,58.7
100,15665,Demarcus Robinson,WR,SF,14,-,-,-,3,6.9,6.4,0,4.5,0,6.4,2.3,1.8,0.6,BYE,5.6,10.3,5,5.4,4.2,58.2
101,17268,Christian Kirk,WR,FA,13,-,-,5.5,5,10.4,-,-,-,6.6,1.3,1.6,16.4,0,1.6,0,6.7,2.1,0.7,4.5,57.9
102,25409,Malik Nabers,WR,NYG,4,12.1,37.7,3.3,4,-,-,-,-,-,-,-,-,-,BYE,-,-,-,-,14.3,57.1
103,19794,Rashod Bateman,WR,BAL,13,3,3.5,17.3,3.4,0,1.8,BYE,7.1,9.3,4,-,-,0,4.3,-,0,1.7,-,4.3,55.4
104,24371,Isaiah Bond,WR,CLE,16,1.5,2.5,3.6,8.8,4.9,2.9,0,0,BYE,-,0.8,7.8,3.7,0,10.9,2,2.6,2.7,3.4,54.7
105,15802,Tyreek Hill,WR,FA,4,8,16.9,15.9,12.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.4,53.5
106,22845,Joshua Palmer,WR,BUF,12,11.1,6.7,1.5,4.5,5.6,8,BYE,-,-,-,3.7,4.1,-,-,2.6,1.2,2.2,1.1,4.4,52.3
107,12122,Brandin Cooks,WR,FA,15,5.6,4.6,5.4,5.2,1.5,3.1,1.3,5.2,3.6,0,-,-,2.3,0,0,0,14.1,-,3.5,51.9
108,16556,Tim Patrick,WR,FA,16,0,0,2.6,0.9,0,9.6,3.2,-,-,0,11,0,2.1,18.8,0,2.1,0,1.4,3.2,51.7
109,26328,Luke McCaffrey,WR,WAS,9,0,4.9,14.6,10.1,6,10.3,0,5.4,0,-,-,BYE,-,-,-,-,-,-,5.7,51.3
110,23101,Jahan Dotson,WR,ATL,17,8.9,1.4,1.7,0,3.4,2.7,0,11,-,0,6.3,0,2.2,1.3,0,4.3,0,7,3,50.2
111,20113,Dyami Brown,WR,FA,15,8.8,17.6,2.7,-,3.5,4,7,-,5.9,0,0,0,-,0,-1.6,0,0,1.8,3.3,49.7
112,27487,Kyle Williams,WR,NE,17,2.2,0,1.8,-0.2,0,0,0,0,0,14.2,0,2.8,10.3,BYE,0,12.6,5,0.5,2.9,49.2
112,27454,Jaylin Lane,WR,WAS,15,2.1,1.2,6.8,3.8,2.6,5.4,9,1,3.9,5.1,2.3,BYE,0,0,6,0,-,-,3.3,49.2
114,18566,David Sills V,WR,FA,17,0,0,1.9,0,-,0,0,3.4,0,0,2.1,9.6,9.5,0,13.8,0,6.7,2.1,2.9,49.1
115,23020,Jayden Reed,WR,GB,7,13.5,0,-,-,BYE,-,-,-,-,-,-,-,-,9.3,10.5,7.1,8.1,0,6.9,48.5
116,25627,Xavier Smith,WR,LAR,16,4.6,0,0,0,0,0,3.5,BYE,3.2,2.4,1.8,-,11.2,1.6,0,7.7,10.7,1.6,3,48.3
117,17258,Calvin Ridley,WR,TEN,7,6.7,8.7,3.7,5,18.1,2.8,-,-,-,BYE,2.3,-,-,-,-,-,-,-,6.8,47.3
118,23770,Jalen Tolbert,WR,MIA,13,1,3.6,7.4,10.1,0,1.8,2.6,12.7,0,-,0,BYE,0,-,-,-,7.1,0,3.6,46.3
119,25813,Tyrell Shavers,WR,BUF,17,0,0,4.4,0,0,5.7,BYE,0,1.7,3.4,19,0,0,2.6,0,3.1,5.6,0,2.7,45.5
120,27224,Jack Bech,WR,LV,16,3.3,0,2,0,5.7,0,3.3,BYE,0,0,2.9,0,4.2,11,3.7,6.3,-,0,2.7,42.4
121,13429,Adam Thielen,WR,FA,16,2,4.6,0,3.1,0,-,2,0,0,3.6,1.6,0,-,1.4,1.7,8.9,3.4,7.3,2.5,39.6
122,26160,Roman Wilson,WR,PIT,14,0,1.7,0,0,BYE,2.2,3.7,17.4,-0.6,11.5,2.7,0,0,0,-,-,0,-,2.8,38.6
122,15654,Chris Moore,WR,FA,14,4.4,-,4.5,0.9,0,13.6,7.9,0,0,0,4.8,-,0,-,-,0,2.5,0,2.8,38.6
124,18633,Tyler Johnson,WR,FA,12,5.1,0,5.2,-,0,0,9,15.4,-,0,0,-,0,-,-,1.7,1.3,-,3.1,37.7
125,26011,Devontez Walker,WR,BAL,11,-,16.6,4.4,0,0,-,BYE,-,-,-,0,4,0,-,0,0,0,12.6,3.4,37.6
126,23135,Jordan Whittington,WR,LAR,17,0.5,6.2,3.4,1.7,5.3,5.3,2.9,BYE,0,0,1.9,4.7,0,1.5,0,2.9,0,0,2.1,36.3
127,18345,Hunter Renfrow,WR,FA,6,3.1,23.8,2.6,3,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-,6,35.9
128,18590,Lil'Jordan Humphrey,WR,DEN,10,-,-,-,-,-,9.5,0,0,-,-,0,BYE,0,5.7,13.2,1.9,4.3,0,3.5,34.6
129,19093,Gunner Olszewski,WR,NYG,16,0,0,0,0,0,0,0,0,9.4,0,0,5.3,-2,BYE,-,0,2.9,18.2,2.1,33.8
130,23049,Kevin Austin Jr.,WR,NO,8,-,-,0,-,-,-,-,-,-,-,BYE,0,0,0,6.3,3.8,15.2,7.7,4.1,33
131,17528,Marquez Valdes-Scantling,WR,FA,10,0,0,1.9,-,1.9,4.2,-,-,-,-,-,-,-,0,8.9,1.6,5.1,8.4,3.2,32
132,24370,Mitch Tinsley,WR,CIN,13,0,8.3,0,1.9,-,-,-,-,3.7,BYE,0,10.9,4.2,0,2.6,0,0,0,2.4,31.6
132,26023,Malachi Corley,WR,CLE,13,-,-,-,-,1.1,0,3.7,3.1,BYE,3.2,2.9,1.2,0.9,0.2,2,6.1,1.4,5.8,2.4,31.6
134,20126,Tutu Atwell,WR,MIA,10,1.4,0,0,15.8,9.2,-,0,-,-,-,-,BYE,-,-,1.9,0,0,2.9,3.1,31.2
135,19398,Gabe Davis,WR,FA,6,-,-,-,-,-,-,-,-,-,-,7,3.2,1.5,4.1,-,-,0,15.1,5.2,30.9
136,16431,Zay Jones,WR,FA,8,1.4,0,4.5,-,2.8,12.9,8.7,-,0,0,-,-,-,-,-,-,-,-,3.8,30.3
137,25631,Brycen Tremayne,WR,CAR,16,0,7.8,3.5,6.6,1.9,0,0,0,1.8,-,3.7,0,0,BYE,0,0,0,4.7,1.9,30
138,23179,Jalen McMillan,WR,TB,4,-,-,-,-,-,-,-,-,BYE,-,-,-,-,-,5.8,3.6,18.4,2.1,7.5,29.9
139,22905,Treylon Burks,WR,WAS,8,-,-,-,-,-,-,-,-,2.4,8.8,-,BYE,7.5,0,0,5,2.1,3.2,3.6,29
140,27294,Jimmy Horn Jr.,WR,CAR,13,-,-,-,-,5.1,6.7,2.5,0.9,1.8,0,0,2.1,0,BYE,1.7,2.5,2.9,2.5,2.2,28.7
141,20114,Elijah Moore,WR,FA,9,2.1,10.7,6.1,0,-,0,-,2.4,3.8,2.8,-,0.7,-,-,-,-,-,-,3.2,28.6
142,19375,Isaiah Hodgins,WR,NYG,7,-,-,-,-,-,-,-,-,-,-,10.7,12.2,1.4,BYE,1.4,0,1.8,0,3.9,27.5
143,27810,Jahdae Walker,WR,CHI,7,-,-,-,0,BYE,-,-,0,0,-,-,-,-,0,-,10.1,5,11.6,3.8,26.7
144,27222,Theo Wease Jr.,WR,MIA,3,-,-,-,-,-,-,-,-,-,-,-,BYE,-,-,-,5.2,13.3,7.4,8.6,25.9
145,27144,Savion Williams,WR,GB,12,1.1,2.4,-0.1,5.3,BYE,0.3,0,7.9,1.2,2.2,4.3,0,-,-,-,0.9,-,-,2.1,25.5
146,27449,Konata Mumpfield,WR,LAR,17,0,0,0,0,0,1.7,7.5,BYE,0,0,0,4.5,0,1.5,0,7,3,0,1.5,25.2
147,24049,Bo Melton,WR,GB,16,0,-,0,0,BYE,0.3,0,0,0,4.8,1.7,0,1.5,11.5,0,0,4.4,0,1.5,24.2
148,27288,Dont'e Thornton Jr.,WR,LV,15,6.5,3,4.9,0,0,0,0,BYE,-,1.4,0,2.4,2.1,-,0,0,3.2,0,1.6,23.5
149,16439,Josh Reynolds,WR,FA,5,3.8,-,-,0,7.9,5.5,5.9,-,-,-,-,-,-,-,-,-,-,-,4.6,23.1
150,17301,Allen Lazard,WR,FA,10,-,0,9.3,1.8,1.3,-,3.6,1.5,-,-,-,1.9,2,0,1.6,-,-,-,2.3,23
151,16434,Curtis Samuel,WR,FA,6,-,-,-,1.9,10.6,-,-,0,1.6,3.1,3.9,-,-,-,-,-,-,-,3.5,21.1
152,26162,Jamari Thrash,WR,CLE,9,1.6,1.5,2.7,0,3.2,3.3,3.3,5.1,BYE,0,-,-,-,-,-,-,-,-,2.3,20.7
153,26546,Mason Tipton,WR,NO,13,-,-,0,0,0,0,0,0,0,0,BYE,6.3,4.9,0,1.1,8.1,-,-,1.6,20.4
154,18656,Ashton Dulin,WR,IND,12,1.5,0,0,2.8,7.5,0,-,0.2,0,2.2,BYE,5.8,-,-,-,-,0,0,1.7,20
155,19747,Nick Westbrook-Ikhine,WR,FA,15,1.7,3.8,0,1.1,0,0,4.6,2.8,4.2,1.7,0,-,0,0,0,-,-,0,1.3,19.9
156,17264,Dante Pettis,WR,NO,8,-,-,-,-,-,-,-,-,-,0,BYE,2.4,0,0,0,0,6.3,11,2.5,19.7
157,27866,Darius Cooper,WR,PHI,13,0,0,0,-,-,-,-,0,BYE,0,0,2.7,0,2.9,4.9,0,1.4,6.3,1.4,18.2
