#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
32,00-0034364,Jordan Akins,TE,CLE,17,5.7,2,6.9,2,11.2,0,8.2,0,6.2,-,2.9,6.8,0,2.4,6,1.8,10.9,18,5.4,91
33,16411,Evan Engram,TE,JAX,9,1.5,-,-,-,-,18.2,8.5,13.6,11.5,10,7.8,-,11.1,7.3,-,-,-,-,9.9,89.5
34,18290,T.J. Hockenson,TE,MIN,10,-,-,-,-,-,BYE,-,-,5.7,15.2,3.3,18.4,5.8,8.5,10.2,4.7,11.8,2.9,8.7,86.5
35,26335,AJ Barner,TE,SEA,17,0,0,4.3,10.7,2.3,2.3,1.5,5.4,6.7,BYE,3.5,4.9,9.4,2.3,1.5,9.3,0,14.4,4.6,78.5
36,24334,Ja'Tavion Sanders,TE,CAR,16,1.4,2.8,0,3.6,4.3,9.9,12.1,1.7,12.7,8.8,BYE,7.9,-,0,0,0,1.5,6.5,4.6,73.2
37,23104,Theo Johnson,TE,NYG,12,2.8,0,2.3,1.6,9.8,6,0,6.5,14.1,7.7,BYE,6.9,10.4,-,-,-,-,-,5.7,68.1
38,18487,Josh Oliver,TE,MIN,15,4.7,0,0,9,0,BYE,1.5,11,16.8,9.2,6.4,-,-,3.6,0,0,0,3.6,4.4,65.8
39,19372,Colby Parkinson,TE,LA,17,8.7,2.2,5.1,7.3,12.2,BYE,5.2,3.7,0,0,8.9,2,2.3,2.1,4.1,0,0,1.6,3.8,65.4
40,22923,Josh Whyle,TE,TEN,17,0,3.3,8.3,1.5,-,1.2,6.4,5.3,2.2,0,1.6,0,1.3,5.1,14.7,0,0,9.9,3.6,60.8
41,24180,Grant Calcaterra,TE,PHI,17,2.1,3.9,0,3.6,BYE,10.7,1.5,8.8,8,0,0,0,0,10.6,3.2,0,4.4,3,3.5,59.8
42,18631,Dawson Knox,TE,BUF,16,3.3,0,1.7,1,0,8.2,1.5,7,1.5,6,8,BYE,7.6,1.5,6.2,4.2,1.4,-,3.7,59.1
43,25267,Luke Schoonmaker,TE,DAL,17,0,10.3,1.5,0,1.8,0,BYE,0,0,0,11.6,14.5,8.3,4.2,0,1.3,0,3.6,3.4,57.1
44,22795,Tommy Tremble,TE,CAR,12,-,5.3,5.9,0,-0.3,-,-,3.3,-,-,BYE,1.5,12.7,7.3,3.5,6.2,0,11,4.7,56.4
45,23119,Elijah Higgins,TE,ARI,17,3.2,8.8,2.1,3.2,7.2,0,1.1,3.3,5.4,3.3,BYE,1.5,4.3,0,1.5,0,4.3,0,2.9,49.2
46,15645,Nick Vannett,TE,TEN,17,3.1,0,8.9,0,-,0,6.5,0,11.3,0,1.6,0,1.6,1.4,1.7,0,7.8,4.6,2.9,48.5
47,16743,Johnny Mundt,TE,MIN,17,3.5,3.2,7.2,3.5,5.1,-,4.8,2,0,0,2.3,1.7,10.2,0,0,0,1.7,0,2.7,45.2
48,22967,Darnell Washington,TE,PIT,17,1.5,7.5,0,5.1,1.5,1.9,7.6,3.9,BYE,1.6,6.2,4.4,2,0,0,0,1.8,0,2.6,45
49,19423,Adam Trautman,TE,DEN,17,0,0,2.3,0,2.9,0,0,18.5,1.4,4.4,0,1.3,0,BYE,10,1.5,1.5,0,2.6,43.8
50,25881,Nate Adkins,TE,DEN,17,0,0,1.6,1,1.8,1.5,0,7.3,0,0,8.2,0,2.6,BYE,8.5,3.8,1.7,5.5,2.6,43.5
51,17826,Tanner Hudson,TE,CIN,11,1.8,-,-,-,-,0,0,0,3.4,16.3,3.3,BYE,6.8,2.9,1.9,-,-,2.1,3.5,38.5
52,23056,Michael Mayer,TE,LV,11,2.3,2.1,1.7,-,-,-,-,-,-,BYE,1.5,3.1,1.5,13.8,2.1,0,2.4,6.1,3.3,36.6
53,18561,Drew Sample,TE,CIN,17,0,5.8,0,1,0,0,0,0,11.4,0,1.5,BYE,2.8,3.3,1.8,2.2,1.3,5.4,2.1,36.5
54,00-0039814,Erick All Jr.,TE,CIN,9,0,7.2,6.2,6.8,3,3,0,5.2,4.4,-,-,BYE,-,-,-,-,-,-,4,35.8
55,23341,Brock Wright,TE,DET,17,1.2,0,7.4,3.3,BYE,0,0,7.8,1.1,0,7.5,4.4,2.3,0,0,0,0,0,2.1,35
56,24621,Stone Smartt,TE,LAC,15,0,0,0,0,-,2,4.1,0,-,-,0,0,1.3,8.4,8,6.7,4.3,0,2.3,34.8
57,25346,Payne Durham,TE,TB,16,0,0,1.8,0,0,0,-,0,0,0,BYE,3.6,0,0,0,7.9,11.6,9.6,2.2,34.5
58,25269,Cade Stover,TE,HOU,15,0,2.8,0,3.7,2.6,0,2.5,3.9,0,1.2,3.5,11.6,1.4,BYE,-,-,1.1,0,2.3,34.3
59,24240,Lucas Krull,TE,DEN,13,-,-,-,-,1.5,3.1,7.1,3.8,0,4.1,0,0,5.4,BYE,2.8,5.1,1.3,0,2.6,34.2
60,16579,Mo Alie-Cox,TE,IND,17,0,3.2,0,0,11.7,8.1,0,0,0,0,3.7,0,3.5,-,0,2.5,0,0,1.9,32.7
61,22841,Kylen Granson,TE,IND,17,0,1.9,5,0,0,0,0,1.4,3.2,3.5,1.4,0,0,-,7.7,0,6.4,1.7,1.9,32.2
62,23742,Jeremy Ruckert,TE,NYJ,17,0,0,3.5,3,0,2.7,0,4.4,1.4,3.7,1.6,BYE,1.3,0,2.2,3.2,0,1.5,1.7,28.5
63,22756,Charlie Kolar,TE,BAL,13,0,1.4,4,0,15.6,0,2.4,1.9,0,1.4,0,1.6,-,-,-,-,-,0,2.2,28.3
64,16706,Eric Saubert,TE,SF,17,0,4.6,6.1,0,0,0,0,0,-,0,1.7,0,0,1.4,0,7.2,0,5.7,1.6,26.7
65,15623,Tyler Higbee,TE,LA,3,-,-,-,-,-,BYE,-,-,-,-,-,-,-,-,-,8.1,2.9,15.6,8.9,26.6
66,24238,Daniel Bellinger,TE,NYG,17,1.3,0,2.7,0,0,0,2.1,0,0,0,-,0,0,9.5,6.5,1.5,0,2.9,1.6,26.5
67,24561,Drew Ogletree,TE,IND,17,0,2.2,0,8.5,1.5,4.4,0,0,0,1.2,1.8,0,3.2,BYE,0,0,0,3.1,1.5,25.9
68,25824,Julian Hill,TE,MIA,16,1.6,0,4.4,0,0,-,1.4,4.1,-,0,4.8,1.8,1.5,2.4,0,0,0,0,1.4,22
69,19501,Luke Farrell,TE,JAX,17,0,3.3,1.1,0,3.7,0,0,0,1.5,3.6,1.3,-,0,0,0,2.8,0,1.4,1.1,18.7
70,26003,Brevyn Spann-Ford,TE,DAL,17,0,0,0,0,4,0,BYE,0,0,0,8.2,4.4,0,0,1.2,0,0,0,1,17.8
71,19389,Harrison Bryant,TE,LV,13,0,0,0,4.1,0,5.4,3.9,-,4.2,-,-,-,-,0,0,0,0,0,1.4,17.6
72,25657,Blake Whiteheart,TE,CLE,11,-,0,0,10.3,0,-,-,-,-,-,-,3.9,0,0,0,0,1.8,1.1,1.6,17.1
73,24562,Connor Heyward,TE,PIT,17,0,0,1.2,0,10.3,1.4,0,0,-,0,0,0,0,0,0,1.3,1.8,0,0.9,16
73,00-0031585,MyCole Pruitt,TE,PIT,12,1.9,0,-,-,-,-,0,2,-,0,-,0,4.1,0.9,0,7.1,0,0,1.3,16
75,22815,Kenny Yeboah,TE,NYJ,9,-,-,-,-,-,-,-,-,2.2,1.4,8.1,-,0,0,0,0,0,4,1.7,15.7
76,00-0034830,Hayden Hurst,TE,LAC,9,5.3,1.5,3.5,1.6,-,0,-,-,1.6,0,-,-,-,-,-,1.8,-,0,1.7,15.3
77,22820,Quintin Morris,TE,BUF,16,0,0,0,0,0,0,0,0,7.2,0,0,BYE,2.4,-,0,0,0,5,0.9,14.6
78,22833,John Bates,TE,WAS,17,0,1.5,0,1.9,0,0,0,3,0,0,3.7,0.3,0,BYE,1.6,0,2.4,0,0.8,14.4
79,17508,Durham Smythe,TE,MIA,17,0,1.8,1.3,0,0,-,0,0,1.4,1.6,1.3,1.8,1.8,0,1.8,1.5,0,0,0.8,14.3
80,26310,Ben Sinnott,TE,WAS,17,0,0,0,0,0,0,8.6,0,2.2,0,0,0,1.3,BYE,1.7,0,0,0,0.8,13.8
80,26440,Devin Culp,TE,TB,5,-,-,-,-,-,-,0,0,-,-,BYE,-,-,-,-,0,8.2,5.6,2.8,13.8
82,22783,Hunter Long,TE,LA,17,0,0,0,0,3.6,-,1.5,2.8,1.4,0,0,0,0,0,3.7,0,0,0,0.8,13
83,16937,Pharaoh Brown,TE,SEA,15,-,-,1.9,1.3,1.7,0,0,0,0,-,0,3.9,0,1.6,0,2.7,-0.6,0,0.8,12.5
84,14014,Chris Manhertz,TE,NYG,17,0,0,0,0,0,0,0,0,7.2,0,BYE,0,0,0,0,0,2.2,2.6,0.7,12
85,19665,Charlie Woerner,TE,ATL,16,1.4,0,0,0,0,0,0,2.3,0,0,-,BYE,1.5,2.1,2.7,0,1.6,0,0.7,11.6
85,00-0033895,Gerald Everett,TE,CHI,17,0.9,2.1,0,0,4.2,0,-,1.3,1.5,0,0,0,0,0,0,1.6,0,0,0.7,11.6
87,25282,Luke Musgrave,TE,GB,7,0,1.6,1.3,4.3,-,-,-,-,-,BYE,-,-,-,-,-,0,1.4,2.9,1.6,11.5
88,24921,Tucker Fisk,TE,LAC,9,-,-,-,-,-,-,-,-,-,0,1.6,1.7,1.1,1,1.7,2,1.8,0,1.2,10.9
89,00-0037569,Peyton Hendershot,TE,KC,7,-,0,-,-,-,-,-,-,1.9,1.6,2.1,0,-,-,-,-,0,4.5,1.4,10.1
90,23761,Davis Allen,TE,LA,14,0,-,-,-,0,BYE,0,0,1.5,8.4,0,0,0,0,0,0,0,0,0.7,9.9
91,26432,Tip Reiman,TE,ARI,17,0,0,0,0,1.5,0,1.1,0,0,0,BYE,0,1.9,2.4,2.8,0,0,0,0.6,9.7
92,25349,Ben Sims,TE,GB,17,0,0,0,0,0,5.8,1.2,0,0,-,0,0,0,1.2,0,0,0,0,0.5,8.2
93,26429,Cam Grandy,TE,CIN,8,-,-,-,-,-,-,-,-,-,1,0,BYE,0,0,3.2,0,1.7,1.9,1,7.8
93,23153,Greg Dulcich,TE,DEN,9,3.2,4.6,0,0,-,BYE,-,-,-,-,-,-,-,0,0,0,0,0,0.9,7.8
95,25756,E.J. Jenkins,TE,PHI,8,0,0,-,-,BYE,-,-,-,0,-,-,-,-,0,0,0,0,7.7,1,7.7
96,23821,Will Mallory,TE,IND,10,-,-,-,0,1.7,0,1.5,0,0,2,-,-,1.7,BYE,0,0,-,-,0.7,6.9
97,00-0039613,Dallin Holker,TE,NO,12,-,-,-,-,0,0,0,-,0,0,0,-,0,2,0,0,0,3.1,0.4,5.1
98,24216,Tanner Conner,TE,MIA,7,0,0,1.1,3.5,0,-,-,-,0,0,BYE,-,-,-,-,-,-,-,0.7,4.6
99,19456,Josiah Deguara,TE,JAX,13,-,-,1.8,0,1.2,0,0,0,0,-,0,-,-,0,0,1.4,0,0,0.3,4.4
100,00-0039420,Jaheim Bell,TE,NE,13,-,0,-,-,BYE,0,0,0,1.1,0,0,0,0,-,0,0,0,2.9,0.3,4
101,17387,Ian Thomas,TE,CAR,5,-,-,-,-,-,0,2.4,0,0,1.3,-,-,-,-,-,-,-,-,0.7,3.7
102,23461,Shane Zylstra,TE,DET,12,-,-,-,-,-,-,0,0,0,0,3.2,0,0,0,0,0,0,0,0.3,3.2
103,23193,Jack Stoll,TE,PHI,9,-,-,0,1.4,-,0,0,1.6,0,0,-,-,-,-,-,0,0,-,0.3,3
104,00-0031690,Eric Tomlinson,TE,LAC,9,0,0,0,0,-,0,1.7,0,1.2,-,-,-,-,-,0,-,-,-,0.3,2.9
105,00-0036556,Brevin Jordan,TE,HOU,2,1.3,1.4,-,-,-,-,-,-,-,-,-,-,-,BYE,-,-,-,-,1.4,2.7
106,00-0032141,Geoff Swaim,TE,CLE,8,-,-,0,0,0,0,0,1.7,0,-,0,-,-,-,-,-,-,-,0.2,1.7
106,00-0038920,John Samuel Shenker,TE,LV,7,-,-,-,0,0,0,0,1.7,-,-,-,-,-,-,-,0,0,-,0.2,1.7
106,26343,Jared Wiley,TE,KC,7,0,1.7,0,0,0,BYE,0,0,-,-,-,-,-,-,-,-,-,-,0.2,1.7
109,26922,David Martin-Robinson,TE,TEN,5,-,-,-,-,BYE,-,-,-,-,-,-,-,-,0,0,1.6,0,0,0.3,1.6
110,23394,Zach Davidson,TE,BUF,3,-,-,-,-,-,-,-,-,-,-,1.5,-,0,0,-,-,-,-,0.5,1.5
110,17886,Ross Dwelley,TE,ATL,14,0,0,0,0,-,0,0,0,0,-,1.5,-,0,0,0,0,-,0,0.1,1.5
110,,Jody Fortson Jr.,TE,FA,3,-,-,-,-,1.5,-,0,0,-,-,-,-,-,-,-,-,-,-,0.5,1.5
113,9413,Marcedes Lewis,TE,CHI,17,0,0,0,0,0,1.2,-,0,0,0,0,0,0,0,0,0,0,0,0.1,1.2
113,24181,John FitzPatrick,TE,GB,9,-,-,-,-,-,-,-,0,0,-,0,1.2,-,0,0,0,0,0,0.1,1.2
115,24568,Ko Kieft,TE,TB,17,0,0,0,0,0,0,0,0,0,0,BYE,0,0,0,0,0,0,0,0,0
115,00-0035572,Parker Hesse,TE,FA,7,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,0,0
115,23174,James Mitchell,TE,CAR,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,0
115,00-0036438,Stephen Sullivan,TE,CAR,1,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0
115,25939,Princeton Fant,TE,DAL,5,-,-,-,-,-,-,BYE,-,-,-,0,-,0,0,0,0,-,-,0,0
115,26436,Jack Westover,TE,NE,2,-,-,-,-,-,-,-,-,-,-,-,0,-,BYE,-,-,-,0,0,0
115,00-0034970,Irv Smith Jr.,TE,HOU,5,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0,0,0,0,0
115,00-0039316,Baylor Cupp,TE,KC,1,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0
115,,Zack Kuntz,TE,MIA,1,-,-,-,-,-,BYE,-,-,-,-,-,-,-,-,0,-,-,-,0,0
115,,Thomas Odukoya,TE,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,0
115,,Tanner McLachlan,TE,LAC,2,-,-,-,-,BYE,-,-,-,-,-,-,-,-,-,-,0,0,-,0,0
115,26437,Brenden Bates,TE,CLE,6,-,0,0,0,0,-,-,-,-,BYE,-,-,-,-,-,-,0,0,0,0
115,00-0031299,Jordan Matthews,TE,CAR,3,0,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0
115,00-0037317,Nick Muse,TE,FA,4,0,0,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,0,0
115,00-0036059,Tyler Mabry,TE,FA,2,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
115,18748,Andrew Beck,TE,HOU,4,-,-,-,-,0,0,0,-,-,-,-,BYE,-,-,-,0,-,-,0,0
115,00-0032134,C.J. Uzomah,TE,FA,7,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,0,0
115,25820,Travis Vokolek,TE,FA,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
115,00-0035771,Mitchell Wilcox,TE,FA,1,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,0
115,15246,James Winchester,TE,KC,2,-,-,0,-,-,BYE,-,-,-,-,-,-,-,-,-,-,0,-,0,0
115,25469,Brayden Willis,TE,SF,9,-,-,0,-,-,-,-,0,BYE,-,0,0,-,0,0,0,0,0,0,0
115,16502,Robert Tonyan,TE,FA,5,-,-,0,0,0,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
115,26576,Colson Yankoff,TE,WAS,4,-,0,-,0,0,-,0,-,-,-,-,-,-,BYE,-,-,-,-,0,0
115,16787,Anthony Firkser,TE,FA,6,0,-,-,-,-,0,-,0,-,-,-,-,0,-,0,0,-,-,0,0
115,00-0037451,Rodney Williams,TE,FA,3,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,0,0
115,25731,Brady Russell,TE,SEA,11,0,0,0,0,0,0,0,0,0,BYE,-,-,0,0,-,-,-,-,0,0
115,24182,Teagan Quitoriano,TE,FA,7,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0
115,24778,Jake Tonges,TE,SF,11,0,0,0,0,-,0,0,0,BYE,0,-,0,-,0,-,-,-,0,0,0
115,,Leroy Watson IV,TE,FA,4,-,-,-,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
