#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
12,17115,Taysom Hill,TE,NO,16,0.4,8.7,3.1,3.2,3,12.3,16.8,22.5,20.6,4.3,-,8.1,15.4,-,1.5,0.2,11.5,11.9,9,143.5
13,20164,Kyle Pitts Sr.,TE,ATL,17,6.4,3.5,8.7,4.1,15.7,14.3,7.7,6.5,9.6,6,BYE,4.2,9.1,14.7,6.7,13.9,1.5,4.7,8.1,137.3
14,17270,Dallas Goedert,TE,PHI,14,0,8.2,9.1,4.5,25.7,9.2,18.7,7.6,8,BYE,-,-,-,7,7.1,14.1,15.7,1.4,9.7,136.3
15,17269,Mark Andrews,TE,BAL,10,-,15.5,7.5,25,12.5,10.9,22.3,14,17,6.4,4.3,-,BYE,-,-,-,-,-,13.5,135.4
16,00-0031260,Logan Thomas,TE,WAS,16,8.3,10.2,-,7.3,20.7,1.2,9.1,16.4,7.1,9,8.8,3.5,2,-,1.7,14.6,5,1.9,7.9,126.8
17,16460,Jonnu Smith,TE,ATL,17,0,8.7,8.7,15.5,10.7,13.6,5.7,2.3,21,1.1,-,0,3,6.7,8.1,7.2,0,11.9,7.3,124.2
18,17598,Tyler Conklin,TE,NYJ,17,1.2,10,5.6,9.8,10.7,5.4,-,0,12.6,14,3.8,7.3,6.5,9.7,5.8,7.6,9.5,3.6,7.2,123.1
19,15561,Hunter Henry,TE,NE,14,16.6,17.2,3.7,9.1,0,1.7,4.7,5.8,13.9,5.1,BYE,0,3.5,19,19.6,-,-,-,8.6,119.9
20,23181,Cade Otton,TE,TB,17,3.9,10.1,2.6,10.3,BYE,2.5,9.3,8.7,23,3,8.9,8.5,0,9.6,6.4,1.7,3,5,6.9,116.5
21,23982,Chig Okonkwo,TE,TEN,17,0,7.5,3.7,5.9,8.3,3.8,-,6.7,5.8,5.7,1.6,8.5,9.4,9.6,6.6,18.3,6.4,5.6,6.7,113.4
22,14104,Darren Waller,TE,NYG,12,6.6,13.6,5,5.1,16.6,9.3,22.8,1.4,-,-,-,-,-,-,8,5.2,10.1,9.5,9.4,113.2
23,00-0033895,Gerald Everett,TE,LAC,15,4.3,7.7,9,2.9,-,10.8,11.6,-,3.8,0,-,14.3,8.4,8.9,9.1,11.2,7.7,1.4,7.4,111.1
24,15623,Tyler Higbee,TE,LA,15,7.9,4.2,12.1,11.4,4,3.8,1.7,9.5,0,BYE,2.7,19.9,5.5,-,7.6,6,12.2,-,7.2,108.5
25,23781,Isaiah Likely,TE,BAL,17,1.4,1.8,3,0,0,0,0,2,8.2,1.5,0,8,BYE,19.3,18,8.6,18.2,11.1,5.9,101.1
26,19562,Juwan Johnson,TE,NO,13,6.6,3.3,3.2,-,-,-,-,1.5,13.9,1.2,BYE,8.5,0,3,11.8,14.8,23,7,7.5,97.8
27,17826,Tanner Hudson,TE,CIN,12,-,-,5,3.8,-,-,BYE,-,8.5,9.3,8.9,5.8,7.5,10.1,9.9,1.5,6.8,3.1,6.7,80.2
28,00-0035329,Donald Parham Jr.,TE,LAC,14,11.2,1.7,14.4,0,-,3.9,1.9,14.3,0,3.8,9.7,0,3.2,2.1,-,-,-,13.3,5.7,79.5
29,25298,Tucker Kraft,TE,GB,17,0,0,0,2.5,0,BYE,0,0,0,1.6,5.2,9.5,6.7,10.4,15.7,10,10.8,6.1,4.6,78.5
30,20163,Pat Freiermuth,TE,PIT,12,7.3,1.2,13.1,3.7,-,BYE,-,-,-,-,1.7,21,5.9,6.8,4.6,0,7.4,4.1,6.4,76.8
31,25282,Luke Musgrave,TE,GB,11,8,4.5,10.9,1.1,9.4,BYE,7,2.9,14.1,8.4,6.8,-,-,-,-,-,-,2.1,6.8,75.2
32,17527,Noah Fant,TE,SEA,17,0,9.6,8.1,8.3,-,1.9,3.5,5.2,0,2.6,1.4,4.5,7.3,5.5,4.6,0,10.9,0,4.3,73.4
33,22841,Kylen Granson,TE,IND,15,7.9,10.6,2.9,4.4,3.5,9.7,BYE,-,0,1.5,-,0,10.4,3.7,1.6,11.2,2.3,3.3,4.9,73
34,17508,Durham Smythe,TE,MIA,16,7.4,5.3,2.5,8.1,0,0,0,5.8,4.7,-,-,2,0,3.6,7.2,10.6,8.4,6,4.5,71.6
35,23056,Michael Mayer,TE,LV,14,0,1.2,2,0,5.9,12.5,3.3,2.9,3.1,10.9,8.6,4.7,BYE,2.4,13.9,-,-,-,5.1,71.4
36,19539,Noah Gray,TE,KC,17,6.1,6.8,1.9,10.4,4.1,3.5,1.8,4.5,6.4,BYE,0,6,7.2,0,5.7,1.5,4.7,0,4.2,70.6
