#,PLAYER_ID,Player,Pos,Team,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
35,16460,Jonnu Smith,TE,NE,16,9.8,6.8,1.4,10.4,5.2,1.9,7.7,3.3,1.8,-,2.7,8.8,2.1,-,1.5,0,3.5,0.5,4.2,67.4
36,00-0030108,Ryan Griffin,TE,NYJ,14,5.2,3,1.5,1.8,1.4,-,2.5,1.7,12.8,3.1,6.9,5,9.5,4.8,5.9,-,-,-,4.7,65.1
37,00-0034830,Hayden Hurst,TE,ATL,12,6.8,1.6,0,6.9,12,-,6.5,2.4,3.6,-,-,-,-,7.3,2.6,10.1,-,4.3,5.3,64.1
38,19423,Adam Trautman,TE,NO,11,4.8,-,0,1.3,6.3,-,4.6,2.4,8.7,8.2,16.8,-,-,-,1.4,-,-,8.8,5.8,63.3
39,19389,Harrison Bryant,TE,CLE,15,2.7,8.9,0,1.3,0,-,2.5,5.3,4.6,3.8,0,8,-,-,9.1,7.1,7.1,1.9,4.2,62.3
40,19456,Josiah Deguara,TE,GB,14,-,-,1.4,0,-,1.4,0,4,3.6,2.9,11.7,3.3,-,7.4,4.6,2.5,3.1,15.6,4.4,61.5
41,00-0027981,Kyle Rudolph,TE,NYG,15,2.8,4.5,-,4.4,2.4,3.8,2.8,9.2,6,-,3.8,-,3.8,8.6,1.9,0,0,5.7,4,59.7
42,00-0035329,Donald Parham Jr.,TE,LAC,14,0,0,2.9,9.7,12.9,3,-,0,12.9,2.7,7.8,1.5,2.3,3.3,0,-,-,-,4.2,59
43,00-0036556,Brevin Jordan,TE,HOU,8,-,-,-,-,-,-,-,13.1,2.9,BYE,1.7,11.3,2.7,12.6,-,9.6,1.9,-,7,55.8
44,00-0031260,Logan Thomas,TE,WAS,5,12,9.5,12.2,-,-,-,-,-,-,-,-,6.1,13.8,-,-,-,-,-,10.7,53.6
45,22795,Tommy Tremble,TE,CAR,15,0,-,10.7,0,9.2,2,3.2,4.8,1.6,1.3,5.5,1.4,BYE,4.3,1.8,4.2,-,3.1,3.5,53.1
46,19562,Juwan Johnson,TE,NO,13,17.1,3.3,0,10,0,BYE,1.8,0,-,5.6,-,-,3.7,2.5,0,-,1.4,7.5,4.1,52.9
47,22833,John Bates,TE,WAS,13,-,0,0,-,-,1.7,-,1.4,BYE,5.5,5.3,2.5,7.2,2.9,3.9,12.5,6.5,1.5,3.9,50.9
48,00-0027696,Jimmy Graham,TE,CHI,11,2.1,-,0,-,-,-,-,-,3.8,-,4.5,11.4,9.1,2.9,2.3,11,0,3.6,4.6,50.7
49,00-0031951,James O'Shaughnessy,TE,JAX,7,10.8,3.4,-,-,-,-,-,-,-,-,-,7.9,3.3,6.1,10,8.9,-,-,7.2,50.4
49,16502,Robert Tonyan,TE,GB,8,2.8,14.2,1.6,2.8,1.8,3,16.3,7.9,-,-,-,-,-,-,-,-,-,-,6.3,50.4
51,18049,Will Dissly,TE,SEA,13,6.7,-,4.9,2.5,4.9,8.8,-,0,-,4.2,2.6,3.9,2.7,5.8,1.3,-,1.8,-,3.9,50.1
52,00-0031585,MyCole Pruitt,TE,TEN,13,-,7.3,1.7,4.4,8.4,0,10.7,4.2,0,7.2,-,2,-,1.5,1.1,0,-,-,3.7,48.5
53,9413,Marcedes Lewis,TE,GB,13,2.9,-,-,1.7,5.4,3.7,6.1,0,0.9,3,-,2.4,-,9.1,7,2.2,-,0,3.4,44.4
54,00-0034364,Jordan Akins,TE,HOU,12,0,2.7,7.2,-0.3,3.7,8.1,3.3,10.3,0.7,-,-,-,-,1.6,4.4,0,-,-,3.5,41.7
55,00-0031558,Maxx Williams,TE,ARI,5,0,16.4,4.9,17.6,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,8.3,41.3
56,00-0032214,Tyler Kroft,TE,NYJ,9,5.6,1.8,3.2,0,-,-,-,10,5.8,-,-,-,-,-,5.5,5.9,-,1.5,4.4,39.3
57,00-0032725,Stephen Anderson,TE,LAC,14,1.1,2.9,-,4.4,0,0.9,-,0,13.9,0,-,3.8,0,2.1,2.2,5.4,1.8,-,2.8,38.5
58,16937,Pharaoh Brown,TE,HOU,13,10.7,0,0,1.6,4.2,2.8,4.1,-,-,-,3,0,4.3,-,2.5,3,1.9,-,2.9,38.1
59,17387,Ian Thomas,TE,CAR,14,2.7,1.7,-,4.5,8,5.1,0,2,1.9,-,1.7,0,-,0,1.5,1.4,6.3,-,2.6,36.8
60,23341,Brock Wright,TE,DET,8,-,-,-,-,-,-,0,-,BYE,1.2,2.2,-,10.8,5,0,3.4,-,13.1,4.5,35.7
60,00-0035222,Zach Gentry,TE,PIT,10,0.8,-,-,2,2.3,-,-,6.9,-,-,-,2,3,-,2.7,7.1,1,7.9,3.6,35.7
62,00-0033879,O.J. Howard,TE,TB,11,-,3.1,2.1,0,3.9,16.9,1.9,3.6,-,0,2,-,-,-,0,0,-,-,3,33.5
63,00-0033658,Blake Jarwin,TE,DAL,8,5,6.7,3.4,8.8,0,7.1,-,0,-,-,-,-,-,-,-,-,-,1.6,4.1,32.6
64,00-0031387,Eric Ebron,TE,PIT,8,2.9,0,0,2.8,3,9.1,-,-,-,3.3,11.4,-,-,-,-,-,-,-,4.1,32.5
65,15645,Nick Vannett,TE,NO,7,-,-,-,-,-,-,-,-,-,-,3,8.1,7.8,7.4,0,0,-,2,4,28.3
66,00-0033896,Adam Shaheen,TE,MIA,9,-,0,0,0,3.5,-,6.3,1.8,2.1,6.4,2.9,-,-,-,-,-,-,-,2.6,23
67,22841,Kylen Granson,TE,IND,10,-,-,-,1.3,3.9,-,0,1,3.7,2.5,1.8,4.2,1.6,-,-,1.6,-,-,2.2,21.6
68,00-0028097,Lee Smith,TE,ATL,10,-,1.9,9.7,-,6,-,1.7,0,-,-,0,0,0,2.2,0,-,-,-,2.2,21.5
69,00-0033387,Jacob Hollister,TE,JAX,7,-,-,3.5,1.5,7.1,0,-,-,-,-,-,-,-,-,0,4,-,4.4,2.9,20.5
70,00-0035308,Tommy Sweeney,TE,BUF,7,-,-,2.2,-,1.1,7.1,-,6,3,-,0,-,-,-,0,-,-,-,2.8,19.4
71,00-0032135,Jesse James,TE,CHI,5,-,-,0,-,-,-,5,12.8,-,-,-,0,-,-,-,-,1.4,-,3.8,19.2
72,18561,Drew Sample,TE,CIN,10,-,-,0,-,2.9,0,-,-,6.6,BYE,1.3,-,-,2.4,1.2,2.9,0,1.8,1.9,19.1
72,14014,Chris Manhertz,TE,JAX,10,9.2,0,0,1.7,-,2.1,-,-,1.9,0,-,2.1,-,-,2.1,-,0,-,1.9,19.1
74,00-0032062,Blake Bell,TE,KC,12,1.5,3,1.6,-,1.4,-,-,0,0,0.3,1.8,-,-,-,0.3,2.1,6.7,0,1.6,18.7
74,16706,Eric Saubert,TE,DEN,10,1.7,1.7,0,0,-,5.3,1.3,-,1.6,0,-,7.1,-,-,-,-,0,-,1.9,18.7
76,19539,Noah Gray,TE,KC,7,-,-,1.5,0,-,-,1.4,-,-,7.1,1.8,BYE,-,-,-,3.2,1.6,-,2.4,16.6
77,00-0035562,Jesper Horsted,TE,CHI,4,-,-,-,-,7.2,0,0,-,-,-,-,-,-,-,8.9,-,-,-,4,16.1
78,00-0033421,Antony Auclair,TE,HOU,4,-,-,-,-,8.1,-,-,-,4.3,-,-,-,-,1.6,-,-,-,1.7,3.9,15.7
79,18487,Josh Oliver,TE,BAL,11,0,1.9,1.6,0,3.3,1.2,4.9,-,-,0,-,-,0,1.6,-,-,-,1.1,1.4,15.6
80,17886,Ross Dwelley,TE,SF,4,-,-,-,9.1,4.5,-,1.5,-,-,0,-,-,-,-,-,-,-,-,3.8,15.1
81,00-0034766,Chris Herndon IV,TE,FA,6,0,-,-,-,0,7.2,-,1.7,-,2.4,-,-,-,2.7,-,-,-,-,2.3,14
82,19726,Sean McKeon,TE,DAL,5,-,-,-,-,-,-,-,-,0,3.5,1.2,8,-,BYE,-,0,-,-,2.5,12.7
83,19501,Luke Farrell,TE,JAX,9,-,1.6,0.9,1.7,2.3,3.1,-,1.3,0,-,-,-,-,-,-,-,1.7,0,1.4,12.6
84,00-0035356,Tyree Jackson,TE,PHI,3,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,11.2,3.7,11.2
85,00-0035345,Chris Myarick,TE,NYG,5,-,-,-,-,-,0,-,-,-,-,0,9.1,-,0,-,1.6,-,-,2.1,10.7
86,00-0037011,Tre' McKitty,TE,LAC,6,-,-,-,-,-,-,-,-,-,-,1.7,0,-,-,1.4,2.2,5.2,0,1.8,10.5
87,19665,Charlie Woerner,TE,SF,8,-,-,-,-,1.4,BYE,5,1.7,-,-,-,2.1,0,0,0,-,0,-,1.3,10.2
88,00-0035572,Parker Hesse,TE,ATL,4,-,0,-,-,-,-,-,-,-,-,1.5,1.7,-,-,-,-,6.1,-,2.3,9.3
89,19372,Colby Parkinson,TE,SEA,6,-,-,-,-,1.1,-,-,-,-,-,1.6,-,-,-,0,0,2.2,3.4,1.4,8.3
89,00-0029738,Darren Fells,TE,DET,3,1.2,-,5.5,-,-,-,1.6,-,-,-,-,-,-,-,-,-,-,-,2.8,8.3
91,00-0033095,Garrett Griffin,TE,NO,5,-,-,-,0,0,-,-,6,-,-,0,-,1.9,-,-,-,-,-,1.6,7.9
92,00-0035603,Kendall Blanton,TE,LA,4,-,-,-,-,-,-,-,-,-,1.2,-,-,1.6,4.9,0,-,-,-,1.9,7.7
93,00-0036250,Tyler Davis,TE,GB,8,-,-,-,-,0,0,0,-,-,1.4,-,-,-,0,3.2,-,2.9,0,0.9,7.5
94,00-0035259,Trevon Wesco,TE,NYJ,8,-,-,-,0,0,-,0,-,3.6,0,-,0,-,-,2.9,0,-,-,0.8,6.5
95,23461,Shane Zylstra,TE,DET,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8,2.6,0,-,-,2.1,6.4
96,00-0034988,Kaden Smith,TE,NYG,4,0,4.4,1.9,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,6.3
97,23193,Jack Stoll,TE,PHI,6,-,0,-,-,-,-,-,1.9,-,2.6,0,-,BYE,-,1.7,0,-,-,1,6.2
98,00-0036173,Tommy Hudson,TE,TEN,4,-,2.4,1.3,2.4,-,-,-,-,-,-,0,-,-,-,-,-,-,-,1.5,6.1
98,00-0033528,Jeremy Sprinkle,TE,DAL,6,-,-,-,0,-,0,-,-,-,-,0,-,-,-,4.1,0,-,2,1,6.1
100,22815,Kenny Yeboah,TE,NYJ,3,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,5.6,-,1.9,5.6
101,00-0036456,Dominique Dafney,TE,GB,6,0,-,-,-,-,-,-,-,0,-,1.8,0,-,-,-,-,0,3.6,0.9,5.4
102,00-0032098,Daniel Brown,TE,NYJ,3,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,4.9,-,1.6,4.9
103,00-0035771,Mitchell Wilcox,TE,CIN,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,4.6,1.2,4.6
104,00-0030155,Demetrius Harris,TE,ARI,10,0,0,0,0,-,0,0,0,-,-,-,-,2.7,-,0,1.3,-,-,0.4,4
105,00-0033338,Cethan Carter,TE,MIA,8,-,1.8,-,0,-,1.8,0,0,0,-,0,-,-,-,-,-,-,0,0.5,3.6
106,00-0029119,Derek Carrier,TE,LV,2,-,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1.7,3.3
107,00-0028042,Luke Stocker,TE,MIN,6,-,-,-,-,-,-,-,1.7,1.5,0,-,-,0,-,0,-,-,0,0.5,3.2
108,00-0031384,Richard Rodgers,TE,PHI,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,3.1
109,00-0034672,Ethan Wolf,TE,NO,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,-,-,2.8,2.8
109,00-0034193,Kevin Rader,TE,PIT,3,-,-,-,-,-,-,-,-,1.1,-,-,-,-,-,-,1.7,0,-,0.9,2.8
111,16743,Johnny Mundt,TE,LA,3,0,-,0,1.9,-,-,-,-,-,-,-,-,-,BYE,-,-,-,-,0.6,1.9
111,00-0036424,Brycen Hopkins,TE,LA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,-,-,-,1.9,1.9
113,22783,Hunter Long,TE,MIA,3,-,-,-,-,-,0,BYE,-,-,-,-,-,1.8,-,0,-,-,-,0.6,1.8
114,00-0031690,Eric Tomlinson,TE,BAL,7,0,-,-,-,-,-,-,-,1.7,-,0,0,0,-,-,0,-,0,0.2,1.7
115,00-0031598,Nick Boyle,TE,BAL,2,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,1.2,-,0.6,1.2
116,00-0034319,Deon Yelder,TE,TB,2,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,-,-,0.5,1
116,00-0033258,Darrell Daniels,TE,ARI,10,0,0,0,-,-,0,-,0,1,0,0,-,-,-,-,-,0,0,0.1,1
118,00-0035428,Daniel Helm,TE,LV,3,-,-,-,-,-,-,-,-,-,0,-,0,-,-,0.9,-,-,-,0.3,0.9
119,18748,Andrew Beck,TE,NYJ,1,-,-,-,-,-,BYE,-,-,-,-,-,-,-,-,0,-,-,-,0,0
119,00-0036005,Noah Togiai,TE,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
119,00-0035823,Ben Ellefson,TE,MIN,3,-,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
119,00-0036438,Stephen Sullivan,TE,CAR,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,0
119,20004,Farrod Green,TE,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,0
119,00-0033720,Colin Thompson,TE,CAR,3,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,0,0
119,00-0036692,Miller Forristall,TE,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,0
119,19756,Giovanni Ricci,TE,CAR,9,-,0,-,-,0,-,-,0,-,0,-,0,-,-,0,0,0,0,0,0
119,,Briley Moore,TE,FA,2,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,-,0,0
119,,Jake Hausmann,TE,FA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0
119,00-0032986,J.P. Holtz,TE,FA,5,-,-,-,0,-,-,-,0,-,-,-,0,-,0,-,0,-,-,0,0
119,00-0034735,Codey McElroy,TE,TB,2,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
119,,Sammis Reyes,TE,FA,3,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,0,-,0,0
119,19849,Rashod Berry,TE,FA,4,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0,-,0,0,0
119,00-0036918,Jacob Harris,TE,FA,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0,0
119,9128,Clark Harris,TE,FA,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,0
119,,Jared Pinkney,TE,FA,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
