Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Sean Marks,1752,MIA,21,96,75,8,5,10,0,19,0,0,1,0,143.0,6.81
Terence Morris,2242,HOU,68,255,211,64,21,27,15,45,0,0,2,0,463.0,6.81
Darvin Ham,1032,MIL,70,303,202,73,25,37,1,83,0,0,0,0,468.0,6.69
DeShawn Stevenson,2052,UTA,67,325,131,116,29,24,2,68,0,0,0,0,448.5,6.69
Ike Austin,1134,MEM,21,76,71,13,9,5,0,11,0,0,1,0,140.0,6.67
Mark Strickland,1110,ATL,46,208,131,20,19,17,1,28,0,0,2,0,301.5,6.55
Damon Jones,1800,DET,67,340,103,140,23,1,69,61,0,0,0,0,434.5,6.49
Dell Curry,209,TOR,56,360,81,61,22,6,45,41,0,0,0,0,359.5,6.42
Earl Watson,2248,SEA,64,231,83,125,60,5,16,51,0,0,0,0,410.5,6.41
Hanno Mottola,2069,ATL,82,396,268,50,20,19,1,70,0,0,1,0,525.5,6.41
Michael Curry,688,DET,82,329,168,127,47,10,7,60,0,0,0,0,517.0,6.3
Dalibor Bagaric,2053,CHI,50,185,162,23,17,24,0,46,0,0,0,0,313.5,6.27
Wang Zhi-zhi,1917,DAL,55,308,111,22,11,18,48,25,0,0,0,0,344.0,6.25
Nick Anderson,98,MEM,15,60,33,14,6,6,13,14,0,0,0,0,93.5,6.23
Howard Eisley,458,NYK,39,171,49,100,24,3,14,53,0,0,0,0,242.5,6.22
Marc Jackson,1531,MIN,39,186,128,14,11,6,0,30,0,0,0,0,239.0,6.13
Oscar Torres,2351,HOU,65,389,122,40,25,9,37,49,0,0,0,0,394.0,6.06
Jason Collier,2044,HOU,25,106,82,9,6,4,0,13,0,0,0,0,151.0,6.04
Danny Ferry,198,SAS,50,229,90,48,16,9,43,22,0,0,0,0,302.0,6.04
A.J. Guyton,2062,CHI,45,244,44,81,10,7,46,37,0,0,0,0,267.0,5.93
Will Solomon,2226,MEM,62,321,68,92,35,7,46,62,0,0,0,0,365.5,5.9
Tremaine Fowlkes,1762,LAC,22,74,64,17,11,1,0,13,0,0,0,0,129.0,5.86
Walter McCarty,962,BOS,56,212,128,41,18,7,39,22,0,0,1,0,323.5,5.78
Eddie Gill,2109,MEM,23,116,28,49,11,3,7,34,0,0,0,0,132.5,5.76
Don Reid,690,ORL,68,224,176,27,20,44,0,54,0,0,0,0,389.0,5.72
Slava Medvedenko,2098,LAL,71,331,158,43,29,11,0,42,0,0,0,0,404.5,5.7
Bryant Stith,179,CLE,50,208,85,42,29,6,24,30,0,0,0,0,283.0,5.66
Shammond Williams,1742,SEA,50,221,63,83,21,2,28,35,0,0,0,0,281.5,5.63
Brian Shaw,216,LAL,58,169,112,89,25,3,29,32,0,0,0,0,324.0,5.59
Jaren Jackson,1114,ORL,9,39,17,8,5,0,7,8,0,0,0,0,50.0,5.56
Erick Barkley,2057,POR,19,58,18,34,17,1,1,12,0,0,0,0,105.5,5.55
Mark Madsen,2058,LAL,59,167,162,44,16,13,0,22,0,0,0,0,325.5,5.52
Tracy Murray,145,TOR,40,227,53,19,11,8,40,25,0,0,0,0,218.5,5.46
Bryce Drew,1724,CHH,61,210,72,101,32,2,31,33,0,0,0,0,328.5,5.39
Andrew DeClercq,692,ORL,61,162,163,22,23,24,0,34,0,0,0,0,326.0,5.34
Eric Montross,376,TOR,49,116,140,16,12,23,0,25,0,0,1,0,260.0,5.31
Antonis Fotsis,2238,MEM,28,108,62,10,9,11,7,21,0,0,0,0,148.5,5.3
John Wallace,961,PHX,46,231,85,29,11,9,5,29,0,0,0,0,243.0,5.28
Michael Ruffin,1913,PHI,15,16,51,5,5,8,0,11,0,0,0,0,79.0,5.27
Steven Hunter,2212,ORL,53,189,97,5,5,43,0,16,0,0,0,0,276.5,5.22
Trajan Langdon,1892,CLE,44,209,55,60,13,5,27,40,0,0,0,0,229.0,5.2
Evan Eschmeyer,1915,DAL,31,62,98,9,10,9,0,16,0,0,0,0,160.0,5.16
Bimbo Coles,902,CLE,47,149,55,107,13,4,4,31,0,0,0,0,241.5,5.14
Quincy Lewis,1900,UTA,36,144,43,36,23,9,3,32,0,0,0,0,184.5,5.12
Earl Boykins,1863,LAC,68,280,54,145,20,2,13,44,0,0,0,0,345.5,5.08
Anthony Johnson,1533,NJN,34,94,29,48,31,1,4,20,0,0,0,0,170.0,5.0
Jermaine Jackson,1983,TOR,24,57,27,57,9,1,1,14,0,0,1,0,120.0,5.0
Bobby Simmons,2250,WAS,30,112,52,17,13,5,4,14,0,0,0,0,149.0,4.97
Cal Bowdler,1898,ATL,52,162,110,11,18,15,1,11,0,0,0,0,257.5,4.95
Kedrick Brown,2208,BOS,29,63,50,15,18,7,5,7,0,0,0,0,142.0,4.9
Derrick Dial,1760,TOR,32,101,56,35,10,4,1,16,0,0,0,0,154.0,4.81
Jason Caffey,679,MIL,23,99,50,12,4,5,0,19,0,0,0,0,110.5,4.8
Mamadou N'diaye,2055,TOR,5,20,11,0,0,2,0,1,0,0,0,0,24.0,4.8
John Starks,317,UTA,66,290,68,70,33,0,29,52,0,0,0,0,311.5,4.72
Antonio Harvey,176,SEA,5,9,9,5,1,3,0,3,0,0,0,0,23.5,4.7
Sean Rooks,399,LAC,61,183,124,25,12,21,0,20,0,0,0,0,286.5,4.7
Mitch Richmond,782,LAL,64,260,94,57,18,6,18,40,0,0,0,0,298.0,4.66
Johnny Newman,271,DAL,47,198,49,14,29,4,22,21,0,0,0,0,218.0,4.64
Jason Hart,2078,SAS,10,26,13,12,7,1,0,8,0,0,0,0,46.0,4.6
Carlos Arroyo,2306,DEN,37,111,40,70,11,1,0,23,0,0,0,0,166.5,4.5
Tierre Brown,2357,HOU,40,123,42,70,19,3,4,40,0,0,0,0,179.5,4.49
Dan Langhi,2061,HOU,34,107,67,14,8,5,1,9,0,0,0,0,152.0,4.47
Michael Stewart,1565,TOR,11,22,25,3,4,3,0,4,0,0,0,0,49.0,4.45
Milt Palacio,1960,PHX,69,231,73,83,30,4,13,40,0,0,0,0,306.0,4.43
Loren Woods,2254,MIN,60,110,122,22,17,34,0,36,0,0,0,0,265.0,4.42
Tang Hamilton,2347,MIA,9,20,18,5,4,0,0,2,0,0,0,0,39.0,4.33
Daniel Santiago,2091,PHX,3,8,7,2,0,1,0,2,0,0,0,0,13.0,4.33
Rick Brunson,1594,POR,59,125,68,114,25,2,6,47,0,0,0,0,254.5,4.31
Mark Blount,1548,BOS,44,94,85,10,16,19,0,23,0,0,0,0,189.0,4.3
Stephen Jackson,1536,SAS,23,89,26,11,15,3,9,23,0,0,0,0,99.0,4.3
Raja Bell,1952,PHI,74,254,111,71,21,4,12,48,0,0,0,0,317.0,4.28
Gerald Wallace,2222,SAC,54,173,89,27,19,6,0,22,0,0,0,0,230.5,4.27
Steve Kerr,70,POR,65,269,60,63,13,1,26,24,0,0,0,0,274.5,4.22
Rodney White,2206,DET,16,56,18,12,9,2,2,14,0,0,0,0,67.0,4.19
Leon Smith,1910,ATL,14,31,31,3,5,1,0,3,0,0,0,0,58.5,4.18
Jabari Smith,2074,PHI,23,73,28,11,6,6,0,5,0,0,0,0,94.5,4.11
Mikki Moore,1630,DET,30,79,53,11,7,9,1,14,0,0,0,0,122.0,4.07
Joe Crispin,2343,PHX,21,79,11,26,5,0,15,10,0,0,0,0,84.0,4.0
Randy Brown,753,BOS,1,0,0,2,0,1,0,0,0,0,0,0,4.0,4.0
Carlos Rogers,435,IND,22,59,38,3,5,6,1,5,0,0,0,0,88.0,4.0
Mike James,1628455,MIA,15,42,14,19,6,1,8,13,0,0,0,0,59.0,3.93
Jud Buechler,146,ORL,66,111,116,32,21,8,21,15,0,0,0,0,257.0,3.89
Sam Mack,694,MIA,12,40,14,4,5,1,7,7,0,0,0,0,46.5,3.88
Vonteego Cummings,1907,PHI,58,192,52,60,18,5,12,36,0,0,0,0,224.0,3.86
Matt Bullard,672,CHH,31,105,47,16,2,2,16,12,0,0,0,0,119.5,3.85
Jeff Trepagnier,2244,CLE,12,18,12,12,8,4,0,11,0,0,0,0,46.0,3.83
John Amaechi,680,UTA,54,175,109,29,7,10,0,55,0,0,0,0,204.5,3.79
Ira Bowman,1085,PHI,3,10,1,1,2,0,0,0,0,0,0,0,11.0,3.67
Mark Pope,998,MIL,45,87,73,17,11,11,4,15,0,0,0,0,164.5,3.66
Brian Scalabrine,2243,NJN,28,60,51,21,9,2,3,24,0,0,0,0,101.5,3.62
Samuel Dalembert,2223,PHI,34,51,68,5,6,13,0,14,0,0,0,0,122.5,3.6
Travis Knight,969,NYK,49,98,104,8,11,10,0,27,0,0,0,0,176.0,3.59
Alton Ford,2228,PHX,53,164,107,7,6,7,0,32,0,0,0,0,190.0,3.58
Keyon Dooling,2039,LAC,14,58,3,12,4,3,4,10,0,0,0,0,50.0,3.57
Zach Randolph,2216,POR,41,114,69,13,7,4,0,15,0,0,0,0,146.0,3.56
Sam Mitchell,417,MIN,74,244,82,45,12,4,10,26,0,0,0,0,260.0,3.51
Mike Penberthy,2130,LAL,3,5,2,2,2,0,0,0,0,0,0,0,10.5,3.5
Victor Alexander,2349,DET,15,40,29,6,0,1,0,5,0,0,0,0,52.0,3.47
William Avery,1895,MIN,28,71,24,36,7,0,6,19,0,0,0,0,93.5,3.34
Chris Dudley,201,POR,43,48,80,13,3,14,0,14,0,0,0,0,137.0,3.19
Felipe Lopez,1732,MIN,67,169,80,39,18,1,14,36,0,0,0,0,212.5,3.17
Harold Jamison,1942,LAC,25,54,39,6,5,1,0,6,0,0,1,0,79.0,3.16
Chucky Brown,359,SAC,18,21,33,6,2,4,0,5,0,0,0,0,56.5,3.14
Mark Bryant,95,SAS,30,56,44,10,7,2,0,6,0,0,0,0,94.0,3.13
Lavor Postell,2068,NYK,23,93,16,5,6,0,6,11,0,0,0,0,71.5,3.11
Ruben Boumtje-Boumtje,2257,POR,33,39,55,4,3,16,0,14,0,0,0,0,102.5,3.11
Amal McCaskill,1043,SAS,27,52,36,4,6,10,0,14,0,0,0,0,84.0,3.11
Dean Garrett,1051,GSW,34,36,57,5,7,10,0,10,0,0,0,0,104.0,3.06
Olumide Oyedeji,2071,SEA,36,55,79,4,4,2,0,14,0,0,0,0,108.5,3.01
Reggie Slater,1073,ATL,8,21,9,1,1,1,0,1,0,0,0,0,23.5,2.94
Primoz Brezec,2056,IND,22,43,28,6,0,7,0,6,0,0,0,0,63.5,2.89
Cedric Henderson,1538,GSW,12,36,3,4,6,2,2,8,0,0,0,0,34.0,2.83
Alvin Jones,2264,PHI,23,26,36,3,3,9,0,11,0,0,0,0,65.0,2.83
Mitchell Butler,348,POR,11,29,14,5,0,1,1,5,0,0,0,0,31.0,2.82
Cherokee Parks,685,SAS,42,63,58,10,7,8,0,14,0,0,0,0,115.5,2.75
Dee Brown,200793,ORL,7,7,9,2,3,1,1,4,0,0,0,0,19.0,2.71
Felton Spencer,280,NYK,32,29,50,3,7,8,0,12,0,0,0,0,85.5,2.67
Jerome Moiso,2040,CHH,15,16,25,4,3,2,0,8,0,0,0,0,39.0,2.6
Jeryl Sasser,2219,ORL,7,10,7,2,3,0,0,2,0,0,0,0,18.0,2.57
Ratko Varda,2237,DET,1,5,1,0,0,0,0,1,0,0,0,0,2.5,2.5
Brian Cardinal,2073,DET,8,17,6,2,1,0,3,0,0,0,0,0,20.0,2.5
Darrick Martin,239,DAL,3,1,1,3,2,0,0,1,0,0,0,0,7.5,2.5
DeSagana Diop,2205,CLE,18,25,17,5,1,10,0,12,0,0,0,0,44.5,2.47
Kirk Haston,2213,CHH,15,26,20,5,0,1,0,3,0,0,0,0,37.0,2.47
Doug Overton,77,LAC,18,39,12,13,3,1,7,12,0,0,0,0,44.0,2.44
Obinna Ekezie,1918,LAC,29,54,34,3,2,6,0,10,0,0,0,0,70.0,2.41
Matt Geiger,761,PHI,4,3,6,0,0,2,0,2,0,0,0,0,9.5,2.38
Donny Marshall,681,NJN,20,30,21,5,3,0,2,2,0,0,0,0,46.0,2.3
Dean Oliver,2352,GSW,20,42,8,21,3,0,2,11,0,0,0,0,46.0,2.3
Jelani McCoy,1741,LAL,21,26,25,7,0,5,0,8,0,0,0,0,47.0,2.24
Norman Richardson,2369,CHI,11,30,8,2,0,0,4,3,0,0,0,0,24.0,2.18
Bruno Sundov,1743,IND,22,32,21,3,3,3,0,4,0,0,0,0,48.0,2.18
Ernest Brown,2081,MIA,3,3,6,0,0,1,0,3,0,0,0,0,6.5,2.17
Greg Foster,323,MIL,6,7,8,1,0,0,0,0,0,0,0,0,12.5,2.08
Joseph Forte,2218,BOS,8,6,6,6,2,0,0,3,0,0,0,0,16.0,2.0
Larry Robinson,1683,NYK,2,3,2,0,0,0,1,0,0,0,0,0,4.0,2.0
Brandon Armstrong,2220,NJN,35,64,16,8,7,1,5,8,0,0,0,0,66.5,1.9
Michael Bradley,2214,TOR,26,30,24,3,0,6,0,6,0,0,0,0,48.0,1.85
Ike Fontaine,1829,MEM,6,11,5,4,0,0,1,4,0,0,0,0,11.0,1.83
Mateen Cleaves,2043,SAC,32,70,8,25,7,0,2,27,0,0,0,0,56.0,1.75
Steve Goodrich,1864,NJN,9,5,5,5,1,2,0,3,0,0,0,0,15.5,1.72
Maurice Evans,2230,MIN,10,21,4,4,0,0,0,2,0,0,0,0,16.5,1.65
Brent Price,85,SAC,20,31,8,9,3,1,4,10,0,0,0,0,32.5,1.62
Jamison Brewer,2249,IND,13,4,8,9,2,0,0,3,0,0,0,0,20.0,1.54
Vinny Del Negro,219,PHX,2,2,0,2,0,0,0,0,0,0,0,0,3.0,1.5
Tim James,1906,PHI,9,12,7,1,0,1,0,3,0,0,0,0,13.0,1.44
Eldridge Recasner,695,LAC,6,5,0,5,1,0,0,1,0,0,0,0,8.5,1.42
Dickey Simpkins,54,ATL,1,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0
Charlie Bell,2294,DAL,7,8,5,2,0,0,0,5,0,0,0,0,6.0,0.86
Damone Brown,2245,PHI,17,23,4,2,1,1,0,9,0,0,0,0,12.5,0.74
