Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Anthony Tolliver,201229,CHA,64,393,168,42,19,15,102,23,0,0,0,0,502.5,7.85
E'Twaun Moore,202734,ORL,79,499,136,112,60,13,57,55,0,0,0,0,617.0,7.81
Steven Adams,203500,OKC,81,265,332,43,40,57,0,71,0,0,1,0,631.5,7.8
Kentavious Caldwell-Pope,203484,DET,80,470,156,55,75,12,59,28,0,0,0,0,621.5,7.77
Thomas Robinson,203080,POR,70,339,307,34,23,20,0,57,0,0,1,0,540.5,7.72
Jon Leuer,202720,MEM,49,302,158,20,18,13,23,27,0,0,1,0,376.5,7.68
Donatas Motiejunas,202700,HOU,62,341,225,34,20,21,21,49,0,0,3,0,476.0,7.68
Marreese Speights,201578,GSW,79,508,290,32,10,34,8,66,0,0,1,0,603.0,7.63
Ian Mahinmi,101133,IND,77,272,257,24,41,72,0,58,0,0,0,0,585.0,7.6
Nick Collison,2555,OKC,81,338,293,104,30,28,4,71,0,0,0,0,613.0,7.57
Chase Budinger,201978,MIN,41,274,103,31,19,2,42,24,0,0,0,0,310.0,7.56
Leandro Barbosa,2571,PHX,20,150,37,32,7,4,7,19,0,0,0,0,150.5,7.53
Luke Ridnour,2557,CHA,61,306,97,176,32,8,37,66,0,0,0,0,458.5,7.52
Shane Battier,2203,MIA,73,298,138,63,50,39,73,21,0,0,0,0,543.5,7.45
Vitor Faverani,203543,BOS,37,164,128,16,14,27,12,41,0,0,1,0,274.0,7.41
Jae Crowder,203109,DAL,78,356,194,60,59,21,50,41,0,0,0,0,576.0,7.38
Anthony Randolph,201576,DEN,43,206,122,32,26,19,18,39,0,0,0,0,317.0,7.37
Dorell Wright,2748,POR,68,343,191,64,23,16,69,39,0,0,0,0,500.0,7.35
Travis Outlaw,2566,SAC,63,343,168,48,20,19,41,26,0,0,1,0,461.0,7.32
Matthew Dellavedova,203521,CLE,72,339,123,187,33,5,57,60,0,0,3,0,527.0,7.32
Derek Fisher,965,OKC,81,425,122,117,70,3,88,49,0,0,0,0,592.5,7.31
Quincy Miller,203113,DEN,52,257,147,26,22,32,30,48,0,0,1,0,377.5,7.26
Andrew Nicholson,203094,ORL,76,435,255,25,18,23,28,51,0,0,3,0,545.5,7.18
Beno Udrih,2757,MEM,41,200,59,116,23,4,19,47,0,0,1,0,292.5,7.13
Ish Smith,202397,PHX,70,261,129,179,49,13,1,65,0,0,0,0,498.0,7.11
Dewayne Dedmon,203473,ORL,31,97,127,5,7,22,0,18,0,0,0,0,220.5,7.11
Phil Pressey,203515,BOS,75,213,105,241,68,5,28,87,0,0,2,0,527.5,7.03
Joel Freeland,200777,POR,52,174,208,36,10,22,0,32,0,0,0,0,363.0,6.98
Kent Bazemore,203145,LAL,67,403,117,91,43,13,43,79,0,0,0,0,464.0,6.93
Metta World Peace,1897,NYK,29,139,59,17,24,8,17,19,0,0,0,0,199.0,6.86
Rashard Lewis,1740,MIA,60,268,110,57,53,8,46,35,0,0,0,0,411.0,6.85
Al Harrington,1733,WAS,34,225,80,28,14,0,34,34,0,0,0,0,231.5,6.81
Earl Clark,201947,NYK,54,257,143,18,17,25,41,31,0,0,0,0,363.0,6.72
Cory Joseph,202709,SAS,68,343,107,114,35,14,12,43,0,0,0,0,453.5,6.67
Troy Daniels,203584,HOU,5,42,4,5,0,0,12,3,0,0,0,0,33.0,6.6
Udonis Haslem,2617,MIA,46,173,175,13,11,15,0,24,0,0,0,0,302.5,6.58
Jeff Withey,203481,NOP,58,190,150,26,15,50,0,20,0,0,0,0,381.0,6.57
Elliot Williams,202343,PHI,67,404,130,72,35,3,37,68,0,0,0,0,430.5,6.43
Casper Ware,203810,PHI,9,48,9,10,8,0,7,5,0,0,0,0,57.5,6.39
Quincy Pondexter,202347,MEM,15,94,26,20,5,1,11,15,0,0,0,0,95.5,6.37
Quincy Acy,203112,SAC,63,171,216,28,23,26,4,30,0,0,0,0,399.5,6.34
Cartier Martin,201858,ATL,59,329,110,33,27,7,59,34,0,0,0,0,371.0,6.29
Rudy Gobert,203497,UTA,45,104,155,7,8,41,0,32,0,0,0,0,280.0,6.22
Jeff Ayres,201965,SAS,73,240,258,60,13,25,0,63,0,0,0,0,451.0,6.18
Jorge Gutierrez,203268,BKN,15,62,22,30,10,1,3,14,0,0,0,0,92.5,6.17
Daniel Orton,202350,PHI,22,65,61,15,6,16,0,18,0,0,1,0,135.5,6.16
Alonzo Gee,202087,CLE,65,258,149,47,39,15,19,44,0,0,0,0,398.5,6.13
Hedo Turkoglu,2045,LAC,38,115,89,33,19,10,22,16,0,0,0,0,232.5,6.12
Chuck Hayes,101236,TOR,61,132,210,35,34,12,0,33,0,0,1,0,371.0,6.08
Arnett Moultrie,203102,PHI,12,36,35,2,8,4,0,7,0,0,0,0,72.0,6.0
Jonas Jerebko,201973,DET,64,270,175,39,21,6,31,43,0,0,0,0,375.5,5.87
Anthony Bennett,203461,CLE,52,217,155,17,21,8,13,47,0,0,2,0,300.0,5.77
Willie Green,2584,LAC,55,273,78,50,22,11,41,34,0,0,0,0,317.0,5.76
Ronnie Price,101179,ORL,31,74,43,66,25,2,9,26,0,0,0,0,178.5,5.76
Mike Harris,200839,UTA,20,84,33,5,16,7,0,11,0,0,0,0,115.0,5.75
Tony Snell,203503,CHI,77,346,124,68,29,15,57,44,0,0,0,0,437.5,5.68
Antawn Jamison,1712,LAC,22,84,55,7,9,3,8,7,0,0,0,0,125.0,5.68
Jason Maxiell,101131,ORL,34,109,86,9,8,20,0,14,0,0,0,0,191.5,5.63
Toney Douglas,201962,MIA,51,202,87,68,19,5,31,34,0,0,0,0,285.5,5.6
Darius Miller,203121,NOP,45,200,52,43,24,9,25,22,0,0,0,0,251.5,5.59
Lou Amundson,200811,CHI,19,38,55,6,9,11,0,14,0,0,0,0,106.0,5.58
Chauncey Billups,1497,DET,19,72,28,42,8,1,14,25,0,0,0,0,106.0,5.58
Mike Muscala,203488,ATL,20,76,52,7,3,10,0,12,0,0,0,0,111.0,5.55
Carl Landry,201171,SAC,18,76,57,5,3,1,0,9,0,0,0,0,99.0,5.5
Ben Gordon,2732,CHA,19,99,27,21,10,2,8,21,0,0,0,0,104.5,5.5
Josh Harrellson,202725,DET,32,93,76,15,6,15,12,10,0,0,0,0,175.5,5.48
Nando De Colo,201986,TOR,47,177,73,65,22,6,18,35,0,0,0,0,256.5,5.46
Jason Terry,1891,BKN,35,159,37,56,13,0,39,27,0,0,0,0,191.0,5.46
Cole Aldrich,202332,NYK,46,92,129,14,8,30,0,18,0,0,3,0,250.0,5.43
Robbie Hummel,203133,MIN,53,181,132,23,16,2,32,10,0,0,0,0,287.5,5.42
Kevin Seraphin,202338,WAS,53,249,128,17,3,26,0,41,0,0,0,0,286.5,5.41
Byron Mullens,201957,PHI,45,189,92,14,15,11,33,27,0,0,0,0,242.0,5.38
Luc Mbah a Moute,201601,MIN,64,224,146,36,30,14,4,40,0,0,0,0,344.0,5.38
James Southerland,203480,NOP,4,14,8,0,1,2,3,1,0,0,0,0,21.5,5.38
Jannero Pargo,2457,CHA,29,136,20,52,14,1,24,26,0,0,0,0,156.0,5.38
Diante Garrett,203197,UTA,71,248,97,120,41,5,36,75,0,0,0,0,376.0,5.3
Jeremy Tyler,202719,NYK,41,146,109,8,6,20,0,26,0,0,1,0,217.0,5.29
Jimmer Fredette,202690,CHI,49,273,52,64,14,3,40,48,0,0,0,0,258.5,5.28
James Jones,2592,MIA,20,97,23,9,3,4,28,4,0,0,0,0,104.5,5.22
Charlie Villanueva,101111,DET,20,92,34,6,4,5,14,7,0,0,0,0,104.0,5.2
Matt Bonner,2588,SAS,61,197,130,31,15,11,42,16,0,0,1,0,317.5,5.2
Alexey Shved,203144,MIN,63,250,81,68,26,16,30,48,0,0,0,0,325.0,5.16
Will Barton,203115,POR,41,166,74,33,9,7,10,18,0,0,2,0,211.0,5.15
Greg Oden,201141,MIA,23,67,54,1,7,13,0,12,0,0,0,0,116.5,5.07
MarShon Brooks,202705,LAL,35,159,54,25,14,4,13,24,0,0,0,0,177.0,5.06
Hilton Armstrong,200756,GSW,15,25,47,5,4,4,0,6,0,0,1,0,75.5,5.03
Isaiah Canaan,203477,HOU,22,101,24,22,8,4,18,21,0,0,0,0,108.5,4.93
CJ McCollum,203468,POR,38,201,48,27,14,2,30,35,0,0,0,0,187.5,4.93
Perry Jones III,203103,OKC,62,216,114,26,14,19,22,21,0,0,0,0,304.0,4.9
Miroslav Raduljica,203545,MIL,48,181,108,23,7,13,0,28,0,0,0,0,233.5,4.86
James Nunnally,203263,PHI,13,44,19,8,6,2,8,7,0,0,0,0,62.0,4.77
Darius Morris,202721,MEM,27,107,26,44,13,0,12,27,0,0,0,0,128.5,4.76
Brandon Davies,203561,PHI,51,144,109,28,24,8,2,35,0,0,0,0,239.0,4.69
Meyers Leonard,203086,POR,40,98,111,18,7,5,0,15,0,0,0,0,187.0,4.67
Andre Roberson,203460,OKC,40,75,94,15,19,10,2,19,0,0,0,0,186.5,4.66
Aaron Gray,201189,SAC,37,65,111,22,10,8,0,31,0,0,0,0,170.5,4.61
Glen Rice,203318,WAS,11,32,20,7,6,1,5,9,0,0,0,0,50.5,4.59
Lorenzo Brown,203485,PHI,26,64,28,41,13,3,3,16,0,0,0,0,118.5,4.56
Dennis Schröder,203471,ATL,49,183,60,93,17,0,10,61,0,0,0,0,222.5,4.54
Dwight Buycks,202779,TOR,14,43,23,10,8,0,5,10,0,0,0,0,63.0,4.5
Maalik Wayns,203146,LAC,2,2,2,2,2,0,0,0,0,0,0,0,9.0,4.5
Aron Baynes,203382,SAS,53,161,145,34,2,5,0,36,0,0,0,0,237.5,4.48
Chris Singleton,202698,WAS,25,75,55,6,9,3,7,17,0,0,0,0,109.0,4.36
Archie Goodwin,203462,PHX,52,194,87,20,20,11,5,44,0,0,0,0,224.5,4.32
Eric Maynor,201953,PHI,31,82,39,52,9,3,12,29,0,0,0,0,133.0,4.29
Landry Fields,202361,TOR,30,68,59,20,10,3,0,11,0,0,0,0,128.0,4.27
Greg Smith,202962,HOU,11,38,27,0,1,2,0,5,0,0,0,0,47.0,4.27
John Lucas III,101249,UTA,42,159,39,42,14,0,25,22,0,0,0,0,179.0,4.26
Jamaal Tinsley,2224,UTA,8,9,11,23,2,0,1,9,0,0,0,0,34.0,4.25
Shane Larkin,203499,DAL,48,132,42,71,26,1,12,39,0,0,0,0,200.0,4.17
Tyshawn Taylor,203116,BKN,23,89,15,36,12,1,3,31,0,0,1,0,93.0,4.04
Steve Novak,200779,TOR,54,178,58,13,12,4,52,5,0,0,0,0,213.0,3.94
Alex Len,203458,PHX,42,86,99,4,4,18,0,26,0,0,0,0,164.0,3.9
Austin Daye,201948,SAS,22,66,27,8,4,4,12,5,0,0,0,0,85.0,3.86
Nazr Mohammed,1737,CHI,80,124,175,20,14,30,0,37,0,0,0,0,308.0,3.85
Doron Lamb,203117,ORL,53,191,49,43,11,1,36,27,0,0,0,0,202.5,3.82
Wayne Ellington,201961,DAL,45,145,43,19,16,2,25,11,0,0,0,0,172.0,3.82
Damion James,202345,SAS,5,6,12,3,0,1,0,1,0,0,0,0,19.0,3.8
John Jenkins,203098,ATL,13,40,22,11,1,1,4,11,0,0,0,0,48.0,3.69
Victor Claver,201964,POR,21,47,39,12,3,3,3,11,0,0,0,0,77.0,3.67
Roger Mason Jr.,2427,MIA,25,74,22,19,6,1,17,9,0,0,0,0,91.5,3.66
Chris Copeland,203142,IND,41,153,32,18,3,7,33,14,0,0,0,0,149.0,3.63
Marquis Teague,203104,BKN,40,107,40,58,10,5,5,39,0,0,0,0,145.0,3.62
Shabazz Muhammad,203498,MIN,37,143,53,6,8,1,3,16,0,0,0,0,134.0,3.62
Ryan Hollins,200797,LAC,61,141,90,8,9,31,0,29,0,0,0,0,219.5,3.6
Seth Curry,203552,CLE,2,3,1,0,2,0,1,0,0,0,0,0,7.0,3.5
Malcolm Thomas,202952,UTA,8,15,21,2,0,3,1,9,0,0,0,0,28.0,3.5
Garrett Temple,202066,WAS,75,138,68,72,35,11,6,42,0,0,0,0,262.0,3.49
Gal Mekel,203539,DAL,31,73,27,63,4,1,5,31,0,0,0,0,108.0,3.48
Ian Clark,203546,UTA,23,68,19,15,8,2,11,14,0,0,0,0,79.5,3.46
Stephen Jackson,1536,LAC,9,15,10,5,6,1,1,6,0,0,0,0,31.0,3.44
Justin Hamilton,203120,MIA,8,26,7,0,5,0,3,4,0,0,0,0,27.5,3.44
Toure' Murry,203315,NYK,51,140,44,49,19,1,5,34,0,0,0,0,171.5,3.36
Peyton Siva,203491,DET,24,54,14,34,9,1,7,18,0,0,0,0,80.5,3.35
Reggie Bullock Jr.,203493,LAC,43,115,54,12,9,1,22,13,0,0,0,0,141.5,3.29
Brandon Rush,201575,UTA,38,79,44,24,5,9,16,20,0,0,0,0,123.5,3.25
Donald Sloan,202388,IND,48,110,44,50,10,1,10,22,0,0,0,0,154.0,3.21
Rasual Butler,2446,IND,50,136,41,17,7,9,26,11,0,0,0,0,160.0,3.2
Gigi Datome,203540,DET,34,83,46,11,6,1,7,11,0,0,0,0,105.0,3.09
Chris Babb,203569,BOS,14,22,17,3,6,0,6,3,0,0,0,0,43.0,3.07
Otto Porter Jr.,203490,WAS,37,78,57,10,8,1,4,14,0,0,0,0,112.0,3.03
Melvin Ely,2408,NOP,2,6,1,0,0,1,0,0,0,0,0,0,6.0,3.0
Orlando Johnson,203111,SAC,45,100,55,20,6,2,9,15,0,0,0,0,130.5,2.9
Dionte Christmas,202091,PHX,31,71,38,8,2,3,9,6,0,0,0,0,90.0,2.9
Hasheem Thabeet,201934,OKC,23,27,40,1,4,9,0,14,0,0,0,0,66.5,2.89
Solomon Hill,203524,IND,28,47,41,12,5,2,7,13,0,0,0,0,81.0,2.89
DJ Stephens,203474,MIL,3,7,5,0,0,0,0,0,0,0,0,0,8.5,2.83
Solomon Jones,200780,ORL,11,14,16,2,2,2,0,2,0,0,0,0,31.0,2.82
Shavlik Randolph,101183,PHX,14,20,25,1,3,1,0,5,0,0,0,0,39.0,2.79
Andris Biedrins,2740,UTA,6,3,17,0,0,0,0,2,0,0,0,0,16.5,2.75
Mike James,1628455,CHI,11,11,7,17,2,0,1,5,0,0,0,0,29.0,2.64
Shannon Brown,200769,NYK,29,63,28,9,13,0,0,18,0,0,0,0,76.5,2.64
Robert Covington,203496,HOU,7,16,5,0,2,0,4,1,0,0,0,0,18.0,2.57
Sasha Vujacic,2756,LAC,2,5,3,0,1,0,1,3,0,0,0,0,5.0,2.5
Allen Crabbe,203459,POR,15,33,9,6,2,1,6,3,0,0,0,0,37.5,2.5
Jamaal Franklin,203479,MEM,21,39,23,6,4,2,5,11,0,0,0,0,52.0,2.48
Joel Anthony,201202,BOS,33,28,38,2,3,12,0,3,0,0,0,0,81.0,2.45
Jared Cunningham,203099,SAC,13,26,6,8,3,0,1,2,0,0,0,0,31.5,2.42
Keith Bogans,2586,BOS,6,12,3,3,1,0,3,1,0,0,0,0,14.5,2.42
Bernard James,203108,DAL,30,28,42,3,3,8,0,10,0,0,0,0,71.0,2.37
Carrick Felix,203467,CLE,7,19,6,4,0,0,2,4,0,0,0,0,16.5,2.36
Tony Mitchell,203502,MIL,3,6,1,1,1,0,0,0,0,0,0,0,7.0,2.33
Reggie Williams,202130,OKC,3,11,0,1,1,0,1,2,0,0,0,0,7.0,2.33
Arinze Onuaku,202620,CLE,5,3,8,3,0,0,0,1,0,0,0,0,11.5,2.3
Othyus Jeffers,201785,MIN,6,9,9,1,0,0,0,1,0,0,0,0,13.5,2.25
Lance Thomas,202498,NOP,5,6,7,3,0,0,0,2,0,0,0,0,11.0,2.2
Jason Collins,2215,BKN,22,25,19,4,8,1,0,7,0,0,0,0,46.5,2.11
Adonis Thomas,203519,PHI,6,14,3,3,0,0,1,1,0,0,0,0,12.5,2.08
Hamady Ndiaye,202380,SAC,14,6,18,3,0,4,0,3,0,0,0,0,29.0,2.07
Julyan Stone,202933,TOR,21,18,20,12,3,0,2,5,0,0,0,0,43.0,2.05
DJ White,201591,CHA,2,0,2,0,1,0,0,0,0,0,0,0,4.0,2.0
Elias Harris,203548,LAL,2,0,1,1,1,0,0,0,0,0,0,0,4.0,2.0
DeAndre Liggins,202732,MIA,1,2,1,0,0,0,0,0,0,0,0,0,2.0,2.0
Earl Watson,2248,POR,24,12,15,28,5,1,2,17,0,0,0,0,45.0,1.88
Sergey Karasev,203508,CLE,22,37,16,6,3,1,4,11,0,0,0,0,39.5,1.8
Scotty Hopson,203816,CLE,2,1,0,1,1,0,0,0,0,0,0,0,3.5,1.75
Ronnie Brewer,200758,CHI,24,7,14,10,6,1,1,2,0,0,0,0,40.0,1.67
Ognjen Kuzmic,203136,GSW,21,15,21,2,3,4,0,10,0,0,0,0,34.5,1.64
Tornike Shengelia,203129,CHI,26,29,16,14,3,1,0,12,0,0,0,0,40.5,1.56
AJ Price,201985,MIN,28,44,10,13,1,0,6,7,0,0,0,0,43.0,1.54
Vander Blue,203505,BOS,3,5,3,1,0,0,0,2,0,0,0,0,4.5,1.5
Josh Childress,2735,NOP,4,0,3,2,1,0,0,1,0,0,0,0,6.0,1.5
Dexter Pittman,202354,ATL,2,0,3,0,0,0,0,0,0,0,0,0,3.0,1.5
Ryan Gomes,101155,OKC,5,6,4,1,0,0,0,1,0,0,0,0,7.0,1.4
Ricky Ledo,203495,DAL,11,19,2,2,1,0,3,2,0,0,0,0,15.0,1.36
Nemanja Nedovic,203517,GSW,24,26,15,13,0,1,3,13,0,0,0,0,31.5,1.31
Viacheslav Kravtsov,203139,PHX,20,20,17,1,0,1,0,6,0,0,0,0,24.0,1.2
Darius Johnson-Odom,203130,PHI,3,0,2,1,1,0,0,2,0,0,0,0,3.0,1.0
Shane Edwards,202197,CLE,2,2,2,0,0,0,0,1,0,0,0,0,2.0,1.0
Mustafa Shakur,201203,OKC,3,1,0,4,0,0,0,2,0,0,0,0,2.5,0.83
Erik Murphy,203513,CHI,24,6,8,2,0,4,0,2,0,0,0,0,19.0,0.79
Royal Ivey,2767,OKC,2,0,1,0,0,0,0,0,0,0,0,0,1.0,0.5
Royce White,203091,SAC,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Chris Smith,203147,NYK,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
