Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Nikola Vučević,202696,ORL,75,1096,779,208,76,74,23,117,0,0,38,0,1767.5,23.57
Dwight Howard,2730,ATL,74,1002,940,104,64,92,0,170,0,0,53,0,1740.0,23.51
Kyrie Irving,202681,CLE,72,1816,230,418,83,24,177,180,4,0,8,0,1690.5,23.48
Paul Millsap,200794,ATL,69,1246,533,252,90,62,75,158,0,0,19,0,1610.5,23.34
DeMar DeRozan,201942,TOR,74,2020,386,290,78,13,33,180,7,0,5,0,1716.5,23.2
Kemba Walker,202689,CHA,79,1830,308,434,85,22,240,168,1,0,8,0,1832.0,23.19
Eric Bledsoe,202339,PHX,66,1390,320,418,91,31,104,224,3,0,7,1,1517.0,22.98
Mike Conley,201144,MEM,69,1415,241,433,92,19,171,156,0,0,8,0,1541.0,22.33
Kristaps Porziņģis,204001,NYK,66,1196,475,97,47,129,112,118,0,0,12,0,1472.0,22.3
Al Horford,201143,BOS,68,952,465,337,52,86,86,115,0,0,8,0,1490.0,21.91
Carmelo Anthony,2546,NYK,74,1659,438,213,60,34,151,153,1,0,7,0,1599.0,21.61
Rudy Gay,200752,SAC,30,562,190,83,44,26,42,74,0,0,4,0,645.0,21.5
Gordon Hayward,202330,UTA,73,1601,394,252,73,20,149,140,0,0,2,0,1569.0,21.49
Jrue Holiday,201950,NOP,67,1029,264,488,100,44,100,194,0,0,16,0,1426.5,21.29
Nicolas Batum,201587,CHA,77,1164,481,456,86,29,135,194,0,0,15,1,1639.5,21.29
Myles Turner,1626167,IND,81,1173,589,106,74,172,40,105,0,0,15,0,1703.5,21.03
Jeff Teague,201952,IND,82,1254,330,639,100,32,90,216,0,0,16,0,1705.0,20.79
Brook Lopez,201572,BKN,75,1539,403,176,38,124,134,184,0,0,2,0,1557.5,20.77
Jabari Parker,203953,MIL,51,1025,314,142,50,22,65,93,0,0,2,0,1054.0,20.67
LaMarcus Aldridge,200746,SAS,72,1243,523,139,46,88,23,98,0,0,18,0,1483.0,20.6
Ricky Rubio,201937,MIN,75,836,305,682,128,10,60,195,0,0,25,1,1543.0,20.57
Goran Dragic,201609,MIA,73,1483,279,423,89,13,117,212,0,0,6,0,1500.0,20.55
CJ McCollum,203468,POR,80,1837,289,285,72,42,185,172,1,0,1,0,1643.0,20.54
Bradley Beal,203078,WAS,77,1779,240,267,83,21,223,156,4,0,1,0,1565.0,20.32
Dwyane Wade,2548,CHI,60,1096,270,228,86,41,45,138,0,0,2,0,1186.5,19.77
Klay Thompson,202691,GSW,78,1742,285,160,66,40,268,128,2,1,0,0,1537.0,19.71
Robert Covington,203496,PHI,67,864,436,102,127,69,137,131,0,0,12,0,1311.5,19.57
Andrew Wiggins,203952,MIN,82,1933,328,189,82,30,103,187,5,0,1,0,1578.0,19.24
Julius Randle,203944,LAL,74,975,636,264,49,37,17,173,0,0,18,3,1419.0,19.18
Otto Porter Jr.,203490,WAS,80,1075,514,121,116,42,148,44,0,0,12,0,1530.5,19.13
Elfrid Payton,203901,ORL,82,1046,387,529,88,40,40,178,0,0,18,5,1565.0,19.09
Serge Ibaka,201586,TOR,79,1173,538,75,41,124,124,105,0,0,11,0,1497.5,18.96
Avery Bradley,202340,BOS,55,894,334,122,68,11,108,88,0,0,10,0,1037.0,18.85
Mason Plumlee,203486,DEN,81,842,605,284,69,92,0,134,0,0,19,0,1517.0,18.73
Marcin Gortat,101162,WAS,82,883,849,121,40,61,0,119,0,0,36,0,1530.5,18.66
Pau Gasol,2200,SAS,64,792,501,150,24,70,56,81,0,0,11,0,1193.0,18.64
Trevor Ariza,2772,HOU,80,936,458,175,147,20,191,73,0,0,3,0,1460.5,18.26
Gorgui Dieng,203476,MIN,82,816,647,158,88,95,16,107,0,0,13,0,1493.0,18.21
Dennis Schröder,203471,ATL,79,1414,248,499,74,16,100,258,0,0,10,0,1436.0,18.18
Devin Booker,1626164,PHX,78,1726,249,268,72,21,147,241,1,1,0,0,1400.5,17.96
Patrick Beverley,201976,HOU,67,639,393,281,99,25,110,100,0,0,6,0,1202.5,17.95
Wilson Chandler,201163,DEN,71,1117,460,141,51,30,110,114,0,0,9,0,1271.5,17.91
Danilo Gallinari,201568,DEN,63,1145,325,135,40,15,126,82,0,0,4,0,1127.5,17.9
Jonas Valančiūnas,202685,TOR,80,959,759,57,37,63,1,106,0,0,29,0,1419.0,17.74
Jeremy Lin,202391,BKN,36,523,135,184,42,14,58,86,0,0,3,0,638.5,17.74
George Hill,201588,UTA,49,829,167,204,50,11,94,85,0,0,0,0,869.5,17.74
Clint Capela,203991,HOU,65,818,526,63,34,79,0,87,0,0,15,0,1152.0,17.72
D'Angelo Russell,1626156,LAL,63,984,221,303,87,16,135,176,1,0,2,0,1116.5,17.72
James Johnson,201949,MIA,76,975,376,276,76,86,87,171,0,0,4,0,1340.0,17.63
Dirk Nowitzki,1717,DAL,54,769,353,82,30,38,79,51,0,0,8,0,952.0,17.63
Tyson Chandler,2199,PHX,47,397,539,30,33,24,0,65,0,0,12,0,828.5,17.63
Jae Crowder,203109,BOS,72,999,415,155,73,23,157,80,0,0,7,0,1267.0,17.6
Zach LaVine,203897,MIN,47,889,160,139,41,10,120,85,1,0,0,0,821.5,17.48
Harrison Barnes,203084,DAL,79,1518,394,116,65,15,78,102,0,0,1,0,1367.0,17.3
Markieff Morris,202693,WAS,76,1063,493,126,82,42,71,129,0,0,9,0,1314.0,17.29
Zach Randolph,2216,MEM,73,1028,598,122,38,10,21,99,0,0,20,0,1261.5,17.28
Victor Oladipo,203506,OKC,67,1067,291,176,78,21,127,119,0,0,3,0,1146.0,17.1
Derrick Rose,201565,NYK,64,1154,246,283,44,17,13,147,0,0,2,0,1089.5,17.02
Dion Waiters,203079,MIA,46,729,153,200,42,20,85,103,0,0,2,0,783.0,17.02
Tyler Johnson,204020,MIA,73,1002,293,233,84,44,93,90,0,0,0,0,1239.5,16.98
Steven Adams,203500,OKC,80,905,613,86,89,78,0,146,0,0,16,0,1355.5,16.94
Rajon Rondo,200765,CHI,69,538,355,461,99,11,50,169,0,0,6,1,1169.0,16.94
Khris Middleton,203114,MIL,29,426,123,99,41,7,45,65,0,0,0,0,488.5,16.84
Tobias Harris,202699,DET,82,1321,416,142,60,39,109,96,0,0,3,0,1378.0,16.8
Tristan Thompson,202684,CLE,78,630,715,77,39,84,0,64,0,0,19,0,1308.0,16.77
Marvin Williams,101107,CHA,76,849,500,106,58,53,124,60,0,0,11,0,1265.5,16.65
Trevor Booker,202344,BKN,71,709,571,138,75,28,25,127,0,0,16,0,1171.0,16.49
Greg Monroe,202328,MIL,81,951,532,187,92,38,0,140,0,0,13,0,1327.5,16.39
Marcus Smart,203935,BOS,79,835,305,364,125,34,94,159,0,0,2,0,1294.5,16.39
T.J. Warren,203933,PHX,66,951,339,75,76,39,26,57,0,0,5,0,1080.5,16.37
Michael Kidd-Gilchrist,203077,CHA,81,743,565,114,81,77,1,56,0,0,11,0,1322.0,16.32
Justise Winslow,1626159,MIA,18,196,94,66,26,6,7,33,0,0,1,0,293.5,16.31
Will Barton,203115,DEN,60,820,259,206,48,28,87,97,0,0,2,0,975.5,16.26
Cody Zeller,203469,CHA,62,639,405,99,62,58,0,65,0,0,6,0,1004.5,16.2
Thaddeus Young,201152,IND,74,814,448,122,113,29,45,95,0,0,7,0,1195.5,16.16
Jusuf Nurkić,203994,POR,65,662,467,123,50,74,0,143,0,0,13,0,1039.0,15.98
Al-Farouq Aminu,202329,POR,61,532,451,99,60,44,70,94,0,0,4,0,969.0,15.89
Gary Harris,203914,DEN,57,851,178,164,71,8,107,76,0,0,0,0,903.0,15.84
Lou Williams,101150,HOU,81,1421,202,239,80,20,163,160,1,0,0,0,1274.0,15.73
Eric Gordon,201569,HOU,75,1217,201,188,48,41,246,121,0,0,0,0,1177.5,15.7
Dario Saric,203967,PHI,81,1040,513,182,57,30,106,183,0,0,10,0,1269.0,15.67
Ersan Ilyasova,101141,ATL,82,1071,481,141,58,23,142,116,0,0,10,0,1284.5,15.66
Evan Fournier,203095,ORL,68,1167,209,202,66,4,128,141,0,0,1,0,1058.5,15.57
Wesley Matthews,202083,DAL,73,986,259,210,77,15,174,102,0,0,0,0,1131.0,15.49
Aaron Gordon,203932,ORL,80,1019,405,150,65,40,77,89,0,0,7,0,1231.0,15.39
Enes Freedom,202683,OKC,72,1033,482,67,32,38,5,123,0,0,18,0,1103.0,15.32
Marcus Morris Sr.,202694,DET,79,1105,366,160,52,25,118,87,0,0,5,0,1209.5,15.31
Joakim Noah,201149,NYK,46,232,403,103,30,37,0,58,0,0,5,0,703.0,15.28
Kentavious Caldwell-Pope,203484,DET,76,1047,248,193,89,12,153,86,0,0,1,0,1158.0,15.24
Kenneth Faried,202702,DEN,61,587,462,55,43,40,0,59,0,0,11,0,928.5,15.22
Terrence Jones,203093,MIL,54,584,306,59,40,54,19,48,0,0,6,0,812.5,15.05
Robin Lopez,201577,CHI,81,839,520,80,18,117,0,91,0,0,8,0,1206.5,14.9
T.J. McConnell,204456,PHI,81,556,251,534,134,10,11,159,0,0,5,0,1202.5,14.85
Nikola Mirotic,202703,CHI,70,744,384,75,53,55,129,80,0,0,8,0,1039.5,14.85
Nerlens Noel,203457,DAL,51,445,294,50,65,50,0,51,0,0,3,0,748.5,14.68
Reggie Jackson,202704,DET,52,752,114,270,35,5,66,114,0,0,4,0,763.0,14.67
Darren Collison,201954,SAC,68,900,152,312,67,9,73,114,0,0,4,0,992.5,14.6
Frank Kaminsky,1626163,CHA,75,874,336,162,46,34,116,76,0,0,4,0,1081.0,14.41
Derrick Favors,202324,UTA,50,476,305,56,45,40,3,60,0,0,6,0,716.5,14.33
Ryan Anderson,201583,HOU,72,979,330,68,31,14,204,55,0,0,2,0,1026.5,14.26
Tony Allen,2754,MEM,71,643,391,98,115,29,15,100,0,0,5,0,1011.0,14.24
Richaun Holmes,1626158,PHI,57,559,311,58,42,55,27,55,0,0,5,0,806.0,14.14
Taj Gibson,201959,OKC,78,846,485,73,41,65,3,105,0,0,11,0,1100.5,14.11
Josh Richardson,1626196,MIA,53,539,168,140,60,39,75,65,0,0,0,0,748.0,14.11
Larry Nance Jr.,1626204,LAL,63,449,369,96,82,39,10,56,0,0,7,0,887.5,14.09
Rondae Hollis-Jefferson,1626178,BKN,78,675,452,154,82,44,15,116,0,0,8,0,1095.0,14.04
Jordan Clarkson,203903,LAL,82,1205,246,213,88,8,117,164,0,0,0,0,1148.0,14.0
JaMychal Green,203210,MEM,77,689,544,84,47,34,55,94,0,0,10,0,1078.0,14.0
Maurice Harkless,203090,POR,77,773,341,88,85,70,68,86,0,0,2,0,1075.5,13.97
Kent Bazemore,203145,ATL,73,801,231,177,91,52,92,125,0,0,1,0,1016.5,13.92
Ish Smith,202397,DET,81,758,235,418,61,33,28,112,0,0,3,0,1125.0,13.89
Andre Iguodala,2738,GSW,76,574,304,261,76,39,64,58,0,0,0,0,1056.0,13.89
Seth Curry,203552,DAL,70,898,179,189,79,7,137,92,0,0,1,0,966.5,13.81
Malcolm Brogdon,1627763,MIL,75,767,213,317,84,12,78,113,0,0,2,1,1035.5,13.81
Tim Hardaway Jr.,203501,ATL,79,1143,224,182,55,15,149,106,0,0,0,0,1086.0,13.75
Courtney Lee,201584,NYK,77,835,259,179,81,24,108,69,0,0,0,0,1050.5,13.64
Alex Len,203458,PHX,77,613,510,44,38,98,3,102,0,0,11,0,1043.0,13.55
Andre Roberson,203460,OKC,79,522,403,79,94,79,45,51,0,0,2,0,1062.5,13.45
P.J. Tucker,200782,TOR,81,540,471,99,116,19,70,66,0,0,3,0,1082.0,13.36
Willy Hernangomez,1626195,NYK,72,587,502,96,41,36,4,100,0,0,11,0,958.5,13.31
Deron Williams,101114,CLE,64,701,147,360,31,8,85,138,0,0,3,0,843.0,13.17
J.J. Barea,200826,DAL,35,381,84,193,14,1,53,63,0,0,0,0,461.0,13.17
Thabo Sefolosha,200757,ATL,62,444,270,107,96,31,41,58,0,0,0,0,815.5,13.15
Ty Lawson,201951,SAC,69,681,179,334,74,6,34,129,0,0,3,1,906.5,13.14
Sean Kilpatrick,203930,BKN,70,919,280,157,45,6,105,135,0,0,4,0,920.0,13.14
Edy Tavares,204002,CLE,2,8,11,1,0,6,0,2,0,0,0,0,26.0,13.0
Josh Huestis,203962,OKC,2,14,9,3,0,3,2,0,0,0,0,0,26.0,13.0
Jameer Nelson,2749,DEN,75,687,192,385,54,8,106,128,0,0,4,0,973.5,12.98
Jon Leuer,202720,DET,75,767,402,111,31,26,49,66,0,0,3,0,972.0,12.96
Emmanuel Mudiay,1626144,DEN,55,603,178,217,41,13,56,123,0,0,1,0,710.5,12.92
Rodney Hood,203918,UTA,59,748,202,96,38,11,114,65,0,0,0,0,762.0,12.92
JJ Redick,200755,LAC,78,1173,171,110,54,13,201,98,0,0,0,0,1004.0,12.87
Tyreke Evans,201936,SAC,40,411,137,124,35,9,42,61,0,0,0,0,514.5,12.86
Kyle O'Quinn,203124,NYK,79,496,439,117,36,104,2,76,0,0,6,0,1015.0,12.85
Jordan Crawford,202348,NOP,19,267,34,57,11,2,37,25,0,0,0,0,244.0,12.84
Jahlil Okafor,1626143,PHI,50,590,240,58,20,49,0,91,0,0,2,0,642.0,12.84
Bismack Biyombo,202687,ORL,81,483,567,74,25,91,0,95,0,0,10,0,1029.5,12.71
Alex Poythress,1627816,PHI,6,64,29,5,3,2,6,3,0,0,0,0,76.0,12.67
Yogi Ferrell,1627812,DAL,46,462,111,172,42,9,68,70,0,0,0,0,580.0,12.61
Luol Deng,2736,LAL,56,425,295,74,48,20,51,43,0,0,5,0,705.0,12.59
Matt Barnes,2440,GSW,74,527,384,195,48,26,87,107,0,0,4,0,931.0,12.58
Andrew Bogut,101106,CLE,27,79,218,49,13,25,0,43,0,0,0,0,339.5,12.57
Evan Turner,202323,POR,65,586,247,205,53,24,31,100,0,0,2,0,816.5,12.56
Kelly Olynyk,203482,BOS,75,678,361,148,44,29,68,96,0,0,2,0,934.0,12.45
Alan Williams,1626210,PHX,47,346,292,23,27,32,0,37,0,0,15,0,584.0,12.43
Nick Young,201156,LAL,60,791,138,58,37,14,170,36,0,0,0,0,742.5,12.38
Terrence Ross,203082,ORL,78,858,206,88,87,33,142,68,0,0,0,0,966.0,12.38
DeMarre Carroll,201960,TOR,72,638,275,74,81,27,109,54,0,0,2,0,886.5,12.31
Danny Green,201980,SAS,68,497,224,124,70,57,118,76,0,0,0,0,833.5,12.26
John Henson,203089,MIL,58,392,295,57,29,78,0,52,0,0,0,0,710.0,12.24
Zaza Pachulia,2585,GSW,70,426,410,132,59,33,0,87,0,0,4,0,856.0,12.23
Tim Frazier,204025,NOP,65,464,173,335,56,6,40,101,0,0,7,1,792.0,12.18
Garrett Temple,202066,SAC,65,506,184,168,84,28,82,78,0,0,0,0,792.0,12.18
Marquese Chriss,1627737,PHX,82,753,348,60,67,70,72,108,0,0,3,0,989.5,12.07
Bojan Bogdanovic,202711,WAS,81,1113,277,111,34,7,144,131,0,0,0,0,967.5,11.94
Brandon Ingram,1627742,LAL,79,740,316,166,50,36,55,116,0,0,0,0,935.5,11.84
Cory Joseph,202709,TOR,80,740,235,265,66,13,48,108,0,0,1,0,945.0,11.81
Austin Rivers,203085,LAC,74,889,161,204,48,10,111,115,0,0,0,0,866.0,11.7
Vince Carter,1713,MEM,73,586,227,133,60,36,112,50,0,0,0,0,851.0,11.66
David Lee,101135,SAS,79,576,441,124,31,40,0,82,0,0,7,0,920.0,11.65
Jeremy Lamb,203087,CHA,62,603,264,75,27,23,41,40,0,0,1,0,722.0,11.65
Sergio Rodriguez,200771,PHI,68,530,157,344,49,4,92,128,0,0,1,0,791.0,11.63
Brandon Jennings,201943,WAS,81,577,196,395,70,4,79,128,0,0,3,0,942.0,11.63
Amir Johnson,101161,BOS,80,520,366,140,51,62,27,77,0,0,0,0,928.5,11.61
JR Smith,2747,CLE,41,351,113,62,40,11,95,26,0,0,0,0,474.0,11.56
Monta Ellis,101145,IND,74,630,204,236,78,27,43,135,0,0,0,0,851.5,11.51
Dewayne Dedmon,203473,SAS,76,387,496,44,37,61,0,61,0,0,6,0,874.5,11.51
Nene,2403,HOU,67,609,282,65,56,39,3,73,0,0,0,0,770.0,11.49
CJ Miles,101139,IND,76,815,229,48,46,25,169,40,0,0,0,0,871.0,11.46
Joe Ingles,204060,UTA,82,581,261,225,96,8,123,107,0,0,0,0,939.0,11.45
Willie Cauley-Stein,1626161,SAC,75,611,339,80,53,44,0,69,0,0,8,0,857.5,11.43
Lucas Nogueira,203512,TOR,57,253,244,42,52,89,3,46,0,0,0,0,650.0,11.4
Patty Mills,201988,SAS,80,759,141,280,65,3,147,101,0,0,1,0,910.0,11.38
Allen Crabbe,203459,POR,79,845,226,94,54,20,134,62,0,0,0,0,895.5,11.34
Kyle Korver,2594,CLE,67,678,186,110,34,21,162,69,0,0,0,0,757.0,11.3
Tony Parker,2225,SAS,63,638,113,285,34,2,23,89,0,0,0,0,711.5,11.29
Solomon Hill,203524,NOP,80,563,307,141,72,32,94,82,0,0,0,0,902.5,11.28
Jamal Crawford,2037,LAC,82,1008,129,214,61,14,116,134,0,0,0,0,921.0,11.23
Channing Frye,101112,CLE,74,676,290,45,33,37,137,53,0,0,2,0,830.5,11.22
Kosta Koufos,201585,SAC,71,470,403,47,36,48,0,61,0,0,4,0,796.0,11.21
Patrick Patterson,202335,TOR,65,445,293,76,40,23,94,38,0,0,1,0,727.5,11.19
Jerryd Bayless,201573,PHI,3,33,12,13,0,0,2,9,0,0,0,0,33.5,11.17
Shawn Long,1627848,PHI,18,148,85,13,9,9,7,13,0,0,1,0,199.5,11.08
Marreese Speights,201578,LAC,82,711,373,65,23,41,103,69,0,0,4,0,908.0,11.07
E'Twaun Moore,202734,NOP,73,700,152,164,50,32,77,62,0,0,0,0,806.5,11.05
Spencer Dinwiddie,203915,BKN,59,432,164,185,44,23,38,66,0,0,0,0,652.0,11.05
Nik Stauskas,203917,PHI,80,756,226,188,45,32,132,128,0,0,0,0,884.0,11.05
Montrezl Harrell,1626149,HOU,58,527,219,64,20,42,1,44,0,0,3,0,630.0,10.86
Marco Belinelli,201158,CHA,74,780,178,147,44,9,102,70,0,0,1,0,803.0,10.85
Skal Labissiere,1627746,SAC,33,289,162,27,16,13,3,37,0,0,2,0,358.0,10.85
Buddy Hield,1627741,SAC,82,866,269,121,38,9,148,101,0,0,0,0,890.0,10.85
Caris LeVert,1627747,BKN,57,468,188,110,49,8,59,59,0,0,0,0,616.5,10.82
Ian Mahinmi,101133,WAS,31,173,150,19,33,24,0,34,0,0,0,0,335.5,10.82
Jamal Murray,1627750,DEN,82,811,214,170,51,24,115,113,0,0,1,0,885.0,10.79
Manu Ginobili,1938,SAS,69,517,157,183,82,16,89,96,0,0,0,0,743.0,10.77
Joe Johnson,2207,UTA,78,715,243,144,36,18,106,69,0,0,0,0,836.5,10.72
Michael Carter-Williams,203487,CHI,45,297,153,113,38,23,15,66,0,0,0,0,478.0,10.62
Matthew Dellavedova,203521,MIL,76,577,147,357,53,0,79,133,0,0,0,0,805.0,10.59
Tony Snell,203503,MIL,80,683,248,96,55,14,144,55,0,0,1,0,841.5,10.52
Jordan Farmar,200770,SAC,2,12,3,9,2,0,4,3,0,0,0,0,21.0,10.5
Ivica Zubac,1627826,LAL,38,284,159,30,14,33,0,30,0,0,4,0,399.0,10.5
Wayne Ellington,201961,MIA,62,648,132,70,35,4,149,30,0,0,0,0,648.5,10.46
Justin Hamilton,203120,BKN,64,442,262,55,29,43,55,43,0,0,1,0,667.5,10.43
Dwight Powell,203939,DAL,77,516,306,49,61,39,21,34,0,0,2,0,791.5,10.28
Dante Cunningham,201967,NOP,66,435,277,37,39,28,71,28,0,0,0,0,673.0,10.2
Jared Dudley,201162,PHX,64,434,225,121,42,16,77,73,0,0,0,0,644.5,10.07
Brandon Knight,202688,PHX,54,595,118,130,27,5,45,88,0,0,0,0,544.0,10.07
Michael Beasley,201563,MIL,56,528,193,53,27,27,18,66,0,0,1,0,562.0,10.04
Iman Shumpert,202697,CLE,76,567,218,109,62,27,94,78,0,0,0,0,757.5,9.97
Justin Holiday,203200,NYK,82,629,225,102,65,31,97,66,0,0,0,0,816.0,9.95
Raymond Felton,101109,LAC,80,538,218,191,66,22,46,83,0,0,0,0,794.0,9.93
James Ennis III,203516,MEM,64,429,259,64,46,19,51,59,0,0,1,0,635.0,9.92
Tarik Black,204028,LAL,67,383,343,39,29,44,1,58,0,0,2,0,664.0,9.91
Anthony Tolliver,201229,SAC,65,461,237,77,34,20,90,56,0,0,1,0,642.5,9.88
Jodie Meeks,201975,ORL,36,327,77,45,34,4,56,36,0,0,0,0,353.5,9.82
Timofey Mozgov,202389,LAL,54,401,264,43,16,31,0,72,0,0,1,0,530.5,9.82
Gerald Henderson,201945,PHI,72,662,185,112,40,15,61,62,0,0,0,0,706.5,9.81
Al Jefferson,2744,IND,66,535,278,57,19,16,0,33,0,0,1,0,640.5,9.7
Jeff Green,201145,ORL,69,638,214,81,37,13,53,75,0,0,1,0,666.5,9.66
Tyler Ulis,1627755,PHX,61,444,95,226,48,5,21,77,0,0,6,0,588.5,9.65
Nemanja Bjelica,202357,MIN,65,403,244,79,40,20,56,59,0,0,3,0,616.5,9.48
Mike Muscala,203488,ATL,70,435,240,95,30,41,46,55,0,0,0,0,662.5,9.46
Rodney McGruder,203585,MIA,78,497,256,124,46,18,73,56,0,0,0,0,737.0,9.45
Isaiah Whitehead,1627785,BKN,73,543,184,192,42,36,44,142,0,0,1,0,684.5,9.38
Sam Dekker,1626155,HOU,77,504,284,76,38,21,60,41,0,0,0,0,719.0,9.34
Shelvin Mack,202714,UTA,55,430,125,154,42,3,37,90,0,0,0,0,512.5,9.32
Joe Harris,203925,BKN,52,428,147,54,30,8,85,55,0,0,0,0,478.5,9.2
Spencer Hawes,201150,MIL,54,337,191,81,15,30,25,49,0,0,3,0,497.0,9.2
Bobby Portis,1626171,CHI,64,437,296,35,16,11,32,37,0,0,5,0,587.5,9.18
Lance Stephenson,202362,IND,18,122,52,59,5,3,6,26,0,0,0,0,165.0,9.17
Willie Reed,203186,MIA,71,374,332,26,18,47,1,31,0,0,4,0,648.5,9.13
David West,2561,GSW,68,316,203,151,42,48,3,78,0,0,0,0,615.5,9.05
Ed Davis,202334,POR,46,200,244,26,15,22,0,37,0,0,3,0,410.0,8.91
Justin Anderson,1626147,PHI,75,532,245,66,41,23,58,66,0,0,0,0,668.0,8.91
Langston Galloway,204038,SAC,74,585,156,93,46,6,120,46,0,0,0,0,659.5,8.91
Glenn Robinson III,203922,IND,69,419,246,47,41,20,49,37,0,0,3,0,615.0,8.91
Terry Rozier,1626179,BOS,74,410,227,131,45,11,57,47,0,0,1,0,657.5,8.89
Alexis Ajinca,201582,NOP,39,207,177,12,20,22,0,31,0,0,1,0,346.5,8.88
Andrew Harrison,1626150,MEM,72,425,136,198,53,21,43,85,0,0,0,0,631.0,8.76
Delon Wright,1626153,TOR,27,150,48,57,27,11,10,25,0,0,0,0,236.0,8.74
Kelly Oubre Jr.,1626162,WAS,79,501,261,47,58,17,54,50,0,0,1,0,686.5,8.69
Norman Powell,1626181,TOR,76,636,169,82,52,14,56,70,0,0,0,0,659.0,8.67
Darrell Arthur,201589,DEN,41,262,112,42,19,21,53,36,0,0,0,0,355.5,8.67
Doug McDermott,203926,OKC,66,592,179,58,13,5,77,38,0,0,1,0,570.5,8.64
Noah Vonleh,203943,POR,74,327,387,31,30,27,7,64,0,0,4,0,639.0,8.64
Josh McRoberts,201177,MIA,22,107,74,50,10,4,13,23,0,0,0,0,189.0,8.59
Domantas Sabonis,1627734,OKC,81,479,288,82,39,32,51,83,0,0,2,0,696.0,8.59
Brandan Wright,201148,MEM,28,189,78,15,11,20,0,10,0,0,0,0,239.5,8.55
Shabazz Muhammad,203498,MIN,78,772,220,35,22,6,49,56,0,0,1,0,666.5,8.54
Cristiano Felicio,1626245,CHI,66,316,311,40,25,17,0,33,0,0,3,0,563.0,8.53
Devin Harris,2734,DAL,65,437,127,136,43,7,58,57,0,0,0,0,553.5,8.52
Toney Douglas,201962,MEM,24,117,61,56,18,5,7,21,0,0,0,0,204.0,8.5
Georgios Papagiannis,1627834,SAC,22,124,86,20,3,17,0,24,0,0,2,0,186.0,8.45
D.J. Augustin,201571,ORL,78,616,117,209,31,1,95,90,0,0,0,0,655.5,8.4
Jerami Grant,203924,OKC,80,437,205,46,33,79,43,44,0,0,0,0,671.0,8.39
Kris Dunn,1627739,MIN,78,293,166,188,78,36,21,89,0,0,1,0,651.0,8.35
Jason Smith,201160,WAS,74,420,258,37,21,54,37,58,0,0,0,0,615.5,8.32
Thomas Robinson,203080,LAL,48,241,223,31,26,9,0,46,0,0,1,0,399.5,8.32
