Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Marco Belinelli,201158,TOR,66,469,95,89,42,5,60,60,0,0,0,0,482.5,7.31
Anthony Carter,1853,DEN,54,180,89,160,39,13,17,58,0,0,0,0,393.5,7.29
Joel Anthony,201202,MIA,80,218,249,12,20,109,0,45,0,0,0,0,583.0,7.29
Darrell Arthur,201589,MEM,32,143,110,15,14,14,0,22,0,0,1,0,231.5,7.23
Bobby Simmons,2250,NJN,23,122,63,15,15,3,20,19,0,0,0,0,166.0,7.22
Rodrigue Beaubois,201958,DAL,56,397,78,74,29,12,45,54,1,0,0,0,402.0,7.18
Sam Young,201970,MEM,80,595,201,52,34,20,11,94,0,0,0,0,570.0,7.12
Nick Young,201156,WAS,74,639,102,48,28,8,69,56,0,0,0,0,520.0,7.03
Earl Boykins,1863,WAS,67,440,75,171,24,3,19,69,0,0,0,0,460.5,6.87
Ryan Hollins,200797,MIN,73,447,207,51,19,38,0,95,0,0,0,0,500.5,6.86
Daniel Gibson,200789,CLE,56,355,73,70,25,7,71,36,0,0,0,0,384.0,6.86
Keith Bogans,2586,SAS,79,347,176,95,45,12,70,53,0,0,0,0,540.5,6.84
Maurice Evans,2230,ATL,79,453,154,48,34,17,57,20,0,0,0,0,539.0,6.82
Chris Hunter,201805,GSW,60,270,167,37,13,35,0,30,0,0,1,0,406.0,6.77
Brandon Bass,101138,ORL,50,290,127,19,12,27,0,31,0,0,0,0,338.0,6.76
Jamaal Tinsley,2224,MEM,38,133,66,108,33,5,7,63,0,0,0,0,257.0,6.76
Sebastian Telfair,2742,CLE,43,208,45,126,24,5,13,50,0,0,0,0,289.5,6.73
Coby Karl,201207,GSW,7,28,18,15,3,1,2,10,0,0,0,0,46.0,6.57
Solomon Jones,200780,IND,52,207,144,32,14,37,0,40,0,0,0,0,341.5,6.57
Austin Daye,201948,DET,69,349,174,34,25,26,29,48,0,0,1,0,452.0,6.55
Marquis Daniels,2605,BOS,51,288,95,66,27,6,6,42,0,0,0,0,332.0,6.51
Wayne Ellington,201961,MIN,76,505,159,74,20,5,64,74,0,0,0,0,493.5,6.49
Chris Wilcox,2404,DET,34,152,117,13,13,12,0,38,0,0,1,0,219.0,6.44
Ronnie Price,101179,UTA,60,255,74,123,40,13,18,56,0,0,0,0,383.5,6.39
Johan Petro,101130,DEN,36,122,129,14,10,13,0,23,0,0,2,0,229.0,6.36
Marcus Williams,200766,MEM,62,269,93,161,32,1,24,74,0,0,0,0,392.5,6.33
Aaron Gray,201189,NOH,32,104,106,22,9,11,0,18,0,0,0,0,202.0,6.31
Jon Brockman,201972,SAC,52,147,213,22,15,5,0,23,0,0,1,0,326.5,6.28
Eduardo Najera,2059,DAL,46,157,115,29,26,14,19,25,0,0,0,0,287.0,6.24
Reggie Evans,2501,TOR,28,95,105,8,14,4,0,22,0,0,0,0,174.5,6.23
Trenton Hassell,2239,NJN,52,232,152,50,17,9,0,47,0,0,1,0,324.0,6.23
Daequan Cook,201161,MIA,45,223,82,43,14,10,40,24,0,0,0,0,280.5,6.23
Rodney Carney,200760,PHI,68,319,137,37,25,20,41,21,0,0,0,0,423.0,6.22
Ime Udoka,2137,SAC,69,250,191,58,34,6,26,42,0,0,1,0,426.0,6.17
Kwame Brown,2198,DET,48,157,177,22,15,12,0,43,0,0,0,0,288.5,6.01
Ryan Bowen,1763,OKC,1,4,2,0,1,0,0,0,0,0,0,0,6.0,6.0
Dante Cunningham,201967,POR,63,243,160,14,24,22,0,15,0,0,1,0,373.5,5.93
Jason Smith,201160,PHI,56,189,135,33,21,28,10,35,0,0,0,0,330.5,5.9
Kyle Weaver,201602,OKC,12,36,18,11,6,6,7,4,0,0,0,0,70.5,5.88
Jannero Pargo,2457,CHI,63,344,78,89,29,2,38,50,0,0,0,0,370.0,5.87
Anthony Johnson,1533,ORL,31,130,48,63,11,1,13,26,0,0,0,0,180.5,5.82
James Johnson,201949,CHI,65,256,128,48,21,43,15,62,0,0,0,0,377.5,5.81
Oleksiy Pecherov,200762,MIN,44,197,124,11,9,14,14,32,0,0,1,0,255.5,5.81
DJ White,201591,OKC,12,59,23,4,5,3,0,3,0,0,0,0,69.5,5.79
Jonathan Bender,1886,NYK,25,118,52,16,2,17,14,28,0,0,0,0,144.0,5.76
Shelden Williams,200749,BOS,54,201,146,21,13,21,0,30,0,0,1,0,306.5,5.68
Jason Kapono,2574,PHI,57,324,66,39,21,6,63,34,0,0,0,0,318.5,5.59
Kenny Thomas,1903,SAC,26,41,86,15,10,10,0,17,0,0,0,0,144.5,5.56
Rasho Nesterovic,1725,TOR,42,163,89,25,10,17,0,16,0,0,0,0,233.5,5.56
Dan Gadzuric,2429,MIL,32,88,92,12,9,13,0,15,0,0,0,0,177.0,5.53
Etan Thomas,2041,OKC,23,75,64,1,4,16,0,18,0,0,0,0,124.5,5.41
Julian Wright,201153,NOH,68,259,144,41,29,18,2,44,0,0,0,0,365.5,5.38
Sean Williams,201157,NJN,20,52,46,1,8,19,0,20,0,0,0,0,107.0,5.35
Chucky Atkins,1088,DET,40,161,29,91,17,0,22,32,0,0,0,0,213.5,5.34
Jodie Meeks,201975,PHI,60,281,99,39,18,5,42,25,0,0,0,0,320.5,5.34
Leon Powe,200796,CLE,20,79,61,0,6,2,0,11,0,0,0,0,105.5,5.28
Michael Finley,714,BOS,46,202,71,43,10,6,32,21,0,0,0,0,242.0,5.26
Chris Richard,201181,CHI,18,37,59,7,8,4,0,14,0,0,0,0,94.5,5.25
Marcus Banks,2556,TOR,22,109,23,26,12,2,7,20,0,0,0,0,115.0,5.23
Bobby Brown,201628,LAC,45,215,38,88,15,1,26,46,0,0,0,0,232.5,5.17
Nathan Jawai,201605,MIN,39,124,104,24,10,9,0,27,0,0,0,0,201.0,5.15
Hilton Armstrong,200756,HOU,33,71,81,21,15,12,0,22,0,0,0,0,169.5,5.14
Jamaal Magloire,2048,MIA,36,77,121,1,9,11,0,17,0,0,0,0,183.5,5.1
Garrett Temple,202066,SAS,27,136,31,21,13,6,13,27,0,0,0,0,137.5,5.09
Ricky Davis,1729,LAC,36,158,57,39,11,3,16,29,0,0,0,0,182.0,5.06
Jeff Teague,201952,ATL,71,228,67,122,34,11,7,50,0,0,1,0,347.5,4.89
Stephen Graham,101211,CHA,70,296,135,23,20,10,16,36,0,0,0,0,338.0,4.83
Jawad Williams,101214,CLE,54,224,83,34,12,5,30,18,0,0,0,0,260.0,4.81
James Jones,2592,MIA,36,146,45,17,11,4,37,11,0,0,0,0,172.5,4.79
Joe Smith,693,ATL,64,194,157,21,6,19,1,22,0,0,1,0,304.5,4.76
Mike James,1628455,WAS,4,18,3,5,3,0,2,5,0,0,0,0,19.0,4.75
DeMarre Carroll,201960,MEM,71,209,150,33,28,9,0,24,0,0,0,0,337.5,4.75
Jeff Ayres,201965,POR,39,104,98,1,7,16,0,12,0,0,0,0,185.0,4.74
Joey Graham,101121,DEN,63,266,123,22,23,7,2,43,0,0,0,0,296.0,4.7
Sasha Pavlovic,2562,MIN,71,263,117,58,23,6,35,53,0,0,0,0,329.0,4.63
Sean May,101118,SAC,37,123,70,17,12,7,0,19,0,0,0,0,167.5,4.53
Jermaine Taylor,201966,HOU,31,128,46,16,10,3,5,19,0,0,1,0,136.5,4.4
Luke Walton,2575,LAL,29,69,38,40,10,1,7,12,0,0,0,0,126.0,4.34
Desmond Mason,2046,SAC,5,13,13,2,1,1,0,4,0,0,0,0,21.5,4.3
Ian Mahinmi,101133,SAS,26,101,52,2,3,8,0,15,0,0,0,0,111.5,4.29
Sundiata Gaines,202178,UTA,32,106,29,39,12,0,7,14,0,0,0,0,134.5,4.2
Acie Law,201151,CHI,26,113,17,26,11,1,5,17,0,0,0,0,109.0,4.19
DeSagana Diop,2205,CHA,27,32,65,5,5,14,0,12,0,0,0,0,112.0,4.15
DJ Mbenga,2788,LAL,49,105,87,8,5,29,0,15,0,0,1,0,201.5,4.11
Derrick Brown,201974,CHA,57,186,78,19,21,10,2,19,0,0,0,0,234.0,4.11
Joey Dorsey,201595,SAC,15,23,43,2,3,2,0,6,0,0,0,0,60.5,4.03
Kyrylo Fesenko,201178,UTA,49,128,90,15,6,19,0,24,0,0,0,0,195.0,3.98
Renaldo Balkman,200764,DEN,13,14,23,7,8,2,0,6,0,0,0,0,51.0,3.92
Mardy Collins,200776,LAC,43,111,50,44,23,1,4,32,0,0,0,0,167.5,3.9
Steven Hunter,2212,MEM,21,53,42,0,1,10,0,9,0,0,0,0,81.5,3.88
Shavlik Randolph,101183,MIA,6,14,14,1,1,1,0,3,0,0,0,0,23.0,3.83
Sasha Vujacic,2756,LAL,67,185,79,41,20,4,25,17,0,0,0,0,256.0,3.82
Josh Powell,2694,LAL,63,169,116,35,9,6,7,33,0,0,0,0,236.0,3.75
Paul Davis,200781,WAS,2,5,0,3,0,1,0,0,0,0,0,0,7.5,3.75
DeShawn Stevenson,2052,DAL,64,136,91,56,16,6,19,30,0,0,0,0,238.5,3.73
Pops Mensah-Bonsu,200822,TOR,20,39,35,3,4,9,0,10,0,0,0,0,73.5,3.67
Tony Battie,1499,NJN,15,36,23,3,4,2,1,3,0,0,0,0,53.5,3.57
Fabricio Oberto,101177,WAS,57,83,105,51,11,9,0,36,0,0,0,0,201.5,3.54
Chris Quinn,200809,NJN,25,56,16,29,9,1,10,10,0,0,0,0,88.0,3.52
Gerald Henderson,201945,CHA,43,113,55,13,10,9,4,14,0,0,0,0,150.5,3.5
Hamed Haddadi,201632,MEM,36,62,75,10,1,14,0,20,0,0,0,0,126.0,3.5
Mike Harris,200839,HOU,13,29,24,3,5,1,0,9,0,0,0,0,44.5,3.42
DaJuan Summers,201969,DET,44,134,45,16,8,7,15,16,0,0,0,0,149.5,3.4
Earl Clark,201947,PHX,51,140,62,21,7,13,2,23,0,0,0,0,171.0,3.35
Royal Ivey,2767,MIL,44,93,34,27,19,2,14,11,0,0,0,0,145.5,3.31
Brian Cardinal,2073,MIN,29,48,29,24,9,3,3,7,0,0,0,0,95.5,3.29
Mike Wilks,2366,OKC,4,16,4,4,0,0,2,4,0,0,0,0,13.0,3.25
J.R. Giddens,201592,NYK,32,69,51,13,9,2,0,17,0,0,0,0,103.5,3.23
Malik Allen,2124,DEN,51,105,82,16,11,5,1,22,0,0,0,0,161.0,3.16
Kevin Ollie,1563,OKC,25,44,25,20,9,0,0,6,0,0,0,0,79.0,3.16
Kareem Rush,2416,LAC,7,9,6,4,2,3,1,3,0,0,0,0,22.0,3.14
Brian Skinner,1730,LAC,16,26,27,0,3,4,0,7,0,0,0,0,47.0,2.94
Danny Green,201980,CLE,20,40,17,5,6,3,6,5,0,0,0,0,58.0,2.9
Adam Morrison,200747,LAL,31,74,32,18,3,2,5,10,0,0,0,0,89.5,2.89
Othyus Jeffers,201785,UTA,14,37,19,1,4,0,0,6,0,0,0,0,40.5,2.89
Lester Hudson,201991,MEM,25,58,18,13,8,3,5,14,0,0,0,0,70.5,2.82
Malik Hairston,201612,SAS,47,99,49,16,4,9,2,11,0,0,0,0,130.5,2.78
Randolph Morris,201043,ATL,28,62,38,2,5,3,0,12,0,0,0,0,75.0,2.68
Cedric Jackson,202132,WAS,12,20,8,14,3,2,1,11,0,0,0,0,31.5,2.62
Quinton Ross,2624,WAS,52,92,49,12,13,6,4,11,0,0,0,0,136.0,2.62
Patrick O'Bryant,200753,TOR,11,19,11,1,2,4,0,5,0,0,0,0,28.5,2.59
Marcus Landry,202068,BOS,18,44,19,0,1,2,9,6,0,0,0,0,45.5,2.53
Brian Scalabrine,2243,BOS,52,78,48,27,9,4,16,17,0,0,0,0,131.0,2.52
Travis Diener,101143,POR,9,6,3,8,4,0,1,0,0,0,0,0,22.5,2.5
Roko Ukic,101146,MIL,13,40,3,12,1,0,3,6,0,0,0,0,32.5,2.5
Jarron Collins,2260,PHX,34,34,62,6,2,3,0,10,0,0,0,0,85.0,2.5
Marcus Haislip,2409,SAS,10,25,10,0,0,2,3,3,0,0,0,0,25.0,2.5
Sean Marks,1752,NOH,14,10,23,2,0,3,0,2,0,0,0,0,34.0,2.43
Jason Hart,2078,NOH,5,2,2,6,2,1,0,3,0,0,0,0,12.0,2.4
Othello Hunter,201629,ATL,7,11,12,0,0,1,0,3,0,0,0,0,16.5,2.36
Alando Tucker,201169,MIN,15,51,10,4,0,0,1,5,0,0,0,0,35.0,2.33
Steve Novak,200779,LAC,54,113,33,6,7,2,22,2,0,0,0,0,122.5,2.27
Dominic McGuire,201187,SAC,51,38,79,11,5,4,0,17,0,0,0,0,110.0,2.16
Lindsey Hunter,283,CHI,13,13,14,9,1,0,1,4,0,0,0,0,28.0,2.15
Eddy Curry,2201,NYK,7,26,13,0,0,1,0,13,0,0,0,0,15.0,2.14
Kosta Koufos,201585,UTA,36,53,45,6,2,4,0,15,0,0,0,0,74.5,2.07
Trey Gilder,201821,MEM,2,2,1,0,1,0,0,0,0,0,0,0,4.0,2.0
Primoz Brezec,2056,MIL,21,19,25,1,1,3,0,2,0,0,0,0,41.5,1.98
Francisco Elson,1922,PHI,12,12,14,2,1,0,0,1,0,0,0,0,23.0,1.92
Matt Carroll,2679,DAL,25,46,12,6,5,0,4,7,0,0,0,0,46.0,1.84
Alexis Ajinca,201582,CHA,6,10,4,0,1,1,0,2,0,0,0,0,11.0,1.83
Will Conroy,101215,HOU,5,6,3,7,0,0,0,4,0,0,0,0,9.0,1.8
Patty Mills,201988,POR,10,26,2,5,0,0,2,4,0,0,0,0,17.0,1.7
Joe Alexander,201570,CHI,8,4,5,2,1,1,0,0,0,0,0,0,13.0,1.62
Mario West,201238,ATL,39,30,27,9,8,0,0,7,0,0,0,0,60.0,1.54
Yakhouba Diawara,200821,MIA,6,5,4,3,1,0,1,3,0,0,0,0,9.0,1.5
Byron Mullens,201957,OKC,13,14,10,1,2,0,0,4,0,0,0,0,18.0,1.38
Taylor Griffin,201981,PHX,8,10,2,1,0,2,0,1,0,0,0,0,11.0,1.38
Darnell Jackson,201616,MIL,28,23,22,4,2,4,1,13,0,0,0,0,37.0,1.32
Brian Cook,2567,HOU,15,21,9,1,0,2,2,6,0,0,0,0,19.5,1.3
Jason Collins,2215,ATL,24,16,14,4,3,2,0,5,0,0,0,0,31.0,1.29
Antonio Anderson,202079,OKC,1,2,1,0,0,0,0,1,0,0,0,0,1.0,1.0
Dwayne Jones,101204,PHX,2,0,2,0,0,0,0,0,0,0,0,0,2.0,1.0
