Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Goran Dragic,201609,HOU,66,775,168,351,85,10,68,157,0,0,8,0,981.5,14.87
Zaza Pachulia,2585,ATL,58,455,457,79,55,29,0,81,0,0,11,0,861.5,14.85
James Johnson,201949,TOR,62,566,292,122,71,84,19,101,0,0,3,0,918.5,14.81
Jameer Nelson,2749,ORL,57,676,181,325,38,5,87,135,0,0,4,0,842.5,14.78
Gerald Henderson,201945,CHA,55,830,225,126,49,20,11,100,0,0,1,0,810.5,14.74
Samuel Dalembert,2223,HOU,65,490,456,33,37,111,0,82,0,0,10,0,958.0,14.74
Ray Allen,951,BOS,46,655,142,109,49,8,106,68,0,0,0,0,677.5,14.73
Kevin Martin,2755,HOU,40,682,106,110,28,3,78,70,0,0,0,0,588.0,14.7
Andre Miller,1889,DEN,66,639,221,441,63,9,18,177,0,0,8,0,965.5,14.63
Jason Thompson,201574,SAC,64,583,443,79,43,44,0,68,0,0,15,0,934.5,14.6
Chauncey Billups,1497,LAC,20,299,50,80,9,3,48,38,0,0,0,0,289.5,14.47
Jared Dudley,201162,PHX,65,823,301,112,49,19,80,72,0,0,2,0,930.5,14.32
Tayshaun Prince,2419,DET,63,798,281,153,27,32,37,74,0,0,2,0,897.5,14.25
James Singleton,101189,WAS,12,98,81,15,9,8,2,10,0,0,1,0,171.0,14.25
D.J. Augustin,201571,CHA,48,532,109,307,36,1,61,110,0,0,6,0,682.5,14.22
Ramon Sessions,201196,LAL,64,721,214,354,44,3,43,141,0,0,5,0,908.0,14.19
Gordon Hayward,202330,UTA,66,782,230,207,53,41,55,109,0,0,1,0,935.5,14.17
Rodney Stuckey,201155,DET,55,812,142,210,44,10,33,106,0,0,0,0,776.5,14.12
Arron Afflalo,201167,DEN,62,943,197,149,36,13,88,85,0,0,1,0,875.5,14.12
Dorell Wright,2748,GSW,61,629,278,94,58,26,105,51,0,0,5,0,861.0,14.11
Chandler Parsons,202718,HOU,63,599,300,134,73,29,60,81,0,0,2,0,888.5,14.1
Hedo Turkoglu,2045,ORL,53,576,199,233,45,17,91,142,0,0,0,0,747.5,14.1
Trevor Booker,202344,WAS,50,419,325,40,48,43,1,58,0,0,4,0,703.0,14.06
DeMar DeRozan,201942,TOR,63,1054,211,128,48,17,24,123,0,0,0,0,885.0,14.05
Jason Richardson,2202,ORL,54,629,194,107,53,22,102,60,0,0,0,0,756.5,14.01
Alonzo Gee,202087,CLE,63,665,322,113,83,17,44,114,0,0,2,0,877.5,13.93
O.J. Mayo,201564,MEM,66,833,210,169,71,23,100,124,0,0,0,0,909.5,13.78
Nate Robinson,101126,GSW,51,570,100,231,59,2,66,75,0,0,2,0,698.0,13.69
Evan Turner,202323,PHI,65,610,376,180,40,20,11,105,0,0,5,0,886.5,13.64
Marvin Williams,101107,ATL,57,579,294,71,47,18,58,39,0,0,2,0,776.5,13.62
Darren Collison,201954,IND,60,621,187,287,49,14,34,114,0,0,3,0,816.5,13.61
Devin Harris,2734,UTA,63,715,112,316,64,13,77,122,0,0,1,0,857.0,13.6
Carlos Delfino,2568,MIL,54,488,208,123,79,10,86,66,0,0,0,0,730.0,13.52
J.J. Barea,200826,MIN,41,463,114,232,21,0,53,103,0,0,7,1,552.0,13.46
Tony Allen,2754,MEM,58,568,233,79,104,33,8,94,0,0,0,0,780.0,13.45
Brandon Knight,202688,DET,66,847,211,251,49,10,105,171,0,0,3,0,888.0,13.45
Isaiah Thomas,202738,SAC,65,749,168,266,53,8,83,105,0,0,3,0,870.0,13.38
Derrick Favors,202324,UTA,65,570,425,43,38,65,0,103,0,0,13,0,869.0,13.37
Jordan Crawford,202348,WAS,64,938,168,190,59,5,79,141,0,0,0,0,853.5,13.34
Kawhi Leonard,202695,SAS,64,507,327,70,85,24,41,44,0,0,4,0,849.0,13.27
Matt Barnes,2440,LAL,63,491,344,126,35,48,46,73,0,0,4,0,835.5,13.26
Jamal Crawford,2037,POR,60,837,118,191,55,14,80,111,0,0,0,0,794.5,13.24
Mo Williams,2590,LAC,52,685,99,160,51,7,93,86,0,0,0,0,678.0,13.04
Wilson Chandler,201163,DEN,8,75,41,17,6,6,3,18,0,0,1,0,104.0,13.0
Mike Dunleavy,2399,MIL,55,677,204,117,28,8,83,58,0,0,0,0,715.0,13.0
Amir Johnson,101161,TOR,64,452,408,79,33,69,2,94,0,0,8,0,832.0,13.0
Mario Chalmers,201596,MIA,64,627,171,222,97,11,101,142,0,0,0,0,831.0,12.98
MarShon Brooks,202705,NJN,56,708,200,131,52,15,47,118,0,0,1,0,725.5,12.96
Iman Shumpert,202697,NYK,59,563,186,164,101,8,48,111,0,0,0,0,762.5,12.92
Jason Smith,201160,NOH,40,396,196,34,21,41,1,40,0,0,4,0,516.5,12.91
Ed Davis,202334,TOR,66,415,438,60,40,63,0,67,0,0,5,0,849.5,12.87
Gerald Green,101123,NJN,31,400,108,34,28,17,43,55,0,0,0,0,398.5,12.85
Tristan Thompson,202684,CLE,60,494,389,27,27,62,0,81,0,0,9,0,769.0,12.82
Landry Fields,202361,NYK,66,580,278,169,79,17,31,102,0,0,2,0,844.5,12.8
Greivis Vasquez,202349,NOH,66,589,173,359,60,8,43,148,0,0,6,0,842.0,12.76
Andray Blatche,101154,WAS,26,221,150,28,20,17,2,37,0,0,4,0,330.5,12.71
Courtney Lee,201584,HOU,58,660,159,88,68,22,87,64,0,0,0,0,736.5,12.7
Brandon Rush,201575,GSW,65,634,251,88,35,58,99,68,0,0,1,0,824.5,12.68
Corey Maggette,1894,CHA,32,480,125,39,23,1,24,59,0,0,0,0,405.0,12.66
George Hill,201588,IND,50,481,151,145,42,17,54,52,0,0,0,0,629.5,12.59
Vince Carter,1713,DAL,61,615,205,139,56,25,74,84,0,0,1,0,767.5,12.58
JJ Hickson,201581,POR,54,452,335,45,30,35,0,70,0,0,9,0,675.0,12.5
Jerryd Bayless,201573,TOR,31,353,66,118,24,4,44,53,0,0,1,0,386.5,12.47
Grant Hill,255,PHX,49,499,171,107,41,29,14,65,0,0,0,0,609.5,12.44
Taj Gibson,201959,CHI,63,484,332,47,27,81,0,60,0,0,4,0,781.0,12.4
DeJuan Blair,201971,SAS,64,611,351,78,59,12,0,92,0,0,8,0,792.5,12.38
Rodrigue Beaubois,201958,DAL,53,472,151,152,56,28,38,70,0,0,0,0,656.0,12.38
Caron Butler,2406,LAC,63,753,230,78,52,9,92,77,0,0,1,0,776.5,12.33
Danny Green,201980,SAS,66,603,228,86,58,46,102,67,0,0,0,0,807.5,12.23
Carl Landry,201171,NOH,41,511,214,38,13,12,0,64,0,0,6,0,499.5,12.18
Boris Diaw,2564,SAS,57,365,280,205,34,25,31,112,0,0,3,0,692.0,12.14
Bismack Biyombo,202687,CHA,63,327,368,27,20,115,0,71,0,0,5,0,762.5,12.1
Klay Thompson,202691,GSW,66,826,161,133,49,20,111,103,0,0,0,0,797.5,12.08
Gustavo Ayon,202970,NOH,54,319,265,74,53,46,0,46,0,0,2,0,652.5,12.08
Stephen Jackson,1536,SAS,47,461,163,118,54,13,49,103,0,0,0,0,567.0,12.06
Udonis Haslem,2617,MIA,64,385,470,42,35,24,0,60,0,0,4,0,766.5,11.98
Marreese Speights,201578,MEM,60,526,374,48,21,29,0,74,0,0,7,0,718.0,11.97
C.J. Watson,201228,CHI,49,474,105,200,45,8,68,97,0,0,1,0,586.0,11.96
Delonte West,2753,DAL,44,421,101,139,58,11,27,76,0,0,0,0,526.0,11.95
Luc Mbah a Moute,201601,MIL,43,333,227,29,40,22,1,39,0,0,3,0,511.0,11.88
Randy Foye,200751,LAC,65,712,138,146,46,24,127,73,0,0,1,0,771.5,11.87
Byron Mullens,201957,CHA,65,606,327,57,21,52,12,74,0,0,6,0,771.0,11.86
Tiago Splitter,201168,SAS,59,549,306,65,21,47,0,87,0,0,2,0,696.5,11.81
Metta World Peace,1897,LAL,64,493,218,140,69,27,56,69,0,0,0,0,755.5,11.8
Glen Davis,201175,ORL,61,566,331,47,43,19,2,75,0,0,6,0,717.0,11.75
Kevin Seraphin,202338,WAS,57,453,280,33,19,76,0,66,0,0,5,0,668.5,11.73
Ekpe Udoh,202327,MIL,61,340,254,57,40,102,0,53,0,0,0,0,712.0,11.67
Nick Young,201156,LAC,62,879,133,56,44,17,103,83,0,0,0,0,719.0,11.6
Jermaine O'Neal,979,BOS,25,125,135,10,8,43,0,21,0,0,1,0,289.5,11.58
Kendrick Perkins,2570,OKC,65,329,426,78,25,73,0,118,0,0,2,0,748.5,11.52
Michael Beasley,201563,MIN,47,541,207,45,18,19,38,80,0,0,4,0,539.5,11.48
JJ Redick,200755,ORL,65,751,150,164,27,6,112,68,0,0,0,0,743.5,11.44
Marco Belinelli,201158,NOH,66,780,172,101,48,5,107,69,0,0,0,0,753.5,11.42
Richard Jefferson,2210,GSW,63,578,219,88,37,19,113,50,0,0,0,0,714.5,11.34
Mehmet Okur,2246,NJN,17,130,81,30,9,5,23,25,0,0,0,0,190.5,11.21
Lester Hudson,201991,MEM,16,174,46,36,14,3,16,32,0,0,0,0,179.0,11.19
Ben Gordon,2732,DET,52,648,121,127,34,11,63,115,1,0,0,0,579.5,11.14
Ronnie Brewer,200758,CHI,66,455,231,137,72,21,19,59,0,0,1,0,733.0,11.11
Markieff Morris,202693,PHX,63,467,279,65,41,42,43,70,0,0,1,0,696.0,11.05
Brendan Haywood,2217,DAL,54,281,324,19,24,54,0,46,0,0,2,0,595.5,11.03
Jonas Jerebko,201973,DET,64,556,308,43,41,21,32,66,0,0,1,0,704.0,11.0
Chris Andersen,2365,DEN,32,168,148,6,19,46,0,17,0,0,0,0,351.0,10.97
Chase Budinger,201978,HOU,58,558,217,74,29,7,88,55,0,0,1,0,632.0,10.9
Shelden Williams,200749,NJN,58,268,350,35,47,39,0,66,0,0,3,0,628.0,10.83
Shannon Brown,200769,PHX,59,650,157,69,44,15,68,64,0,0,0,0,639.0,10.83
Corey Brewer,201147,DEN,59,525,150,88,72,17,33,56,0,0,0,0,639.0,10.83
Kenyon Martin,2030,LAC,42,217,181,18,44,43,3,32,0,0,0,0,451.0,10.74
Daniel Gibson,200789,CLE,35,263,101,76,26,16,55,45,0,0,0,0,375.0,10.71
Richard Hamilton,1888,CHI,28,326,66,84,12,1,17,49,0,0,1,0,299.5,10.7
Derrick Williams,202682,MIN,66,583,311,38,30,31,37,77,0,0,2,0,706.0,10.7
Ben Uzoh,202386,TOR,18,81,67,61,17,3,0,19,0,0,1,1,192.5,10.69
Anthony Morrow,201627,NJN,62,747,127,61,46,9,106,70,1,0,0,0,655.5,10.57
Kosta Koufos,201585,DEN,48,263,258,15,24,41,0,33,0,0,3,0,504.5,10.51
Derrick Byars,201182,SAS,2,10,11,1,2,0,0,0,0,0,0,0,21.0,10.5
Darryl Watkins,201208,NOH,5,23,27,3,5,4,0,8,0,0,1,0,52.5,10.5
Jason Maxiell,101131,DET,65,424,333,41,32,50,0,71,0,0,3,0,682.0,10.49
Tyler Hansbrough,201946,IND,66,614,290,30,54,9,0,65,0,0,2,0,690.0,10.45
Rudy Fernandez,201164,DEN,31,268,65,75,31,3,40,40,0,0,0,0,322.0,10.39
Jordan Farmar,200770,NJN,39,406,61,129,24,2,55,68,0,0,0,0,404.5,10.37
Patrick Patterson,202335,HOU,64,490,286,53,27,36,0,49,0,0,1,0,662.0,10.34
Brandan Wright,201148,DAL,49,340,174,13,22,63,0,21,0,0,0,0,506.0,10.33
Linas Kleiza,101132,TOR,49,473,199,46,23,4,62,64,0,0,1,0,503.5,10.28
Cartier Martin,201858,WAS,17,158,58,10,11,2,29,13,0,0,0,0,174.5,10.26
Al-Farouq Aminu,202329,NOH,66,399,308,66,59,34,13,91,0,0,2,0,677.0,10.26
Rashard Lewis,1740,WAS,28,217,109,27,23,10,16,32,0,0,0,0,286.5,10.23
Kwame Brown,2198,GSW,9,57,57,4,8,0,0,14,0,0,0,0,91.5,10.17
Baron Davis,1884,NYK,29,178,56,135,34,3,26,76,0,0,1,0,292.0,10.07
Leandro Barbosa,2571,IND,64,708,128,96,56,7,65,94,0,0,0,0,642.5,10.04
Josh Howard,2572,UTA,43,372,158,50,32,10,9,53,0,0,0,0,429.5,9.99
John Salmons,2422,SAC,46,344,134,93,37,7,33,45,0,0,0,0,458.5,9.97
Anthony Parker,1515,CLE,51,367,138,120,38,7,50,50,0,0,0,0,506.5,9.93
Patty Mills,201988,SAS,16,165,28,39,10,1,24,26,0,0,1,0,158.5,9.91
Lamar Odom,1885,DAL,50,332,208,83,20,18,28,52,0,0,0,0,495.0,9.9
Kyle Korver,2594,CHI,65,529,159,112,36,15,118,53,0,0,0,0,643.5,9.9
Gary Neal,202390,SAS,56,557,118,117,27,2,83,60,0,0,0,0,553.0,9.88
Damion James,202345,NJN,7,34,33,3,7,7,0,12,0,0,0,0,69.0,9.86
Terrence Williams,201944,SAC,30,213,102,65,20,7,16,43,0,0,1,0,293.5,9.78
Tyrus Thomas,200748,CHA,54,304,200,35,36,60,1,53,0,0,1,0,527.5,9.77
Nikola Vučević,202696,PHI,51,283,246,31,20,34,3,33,0,0,2,0,497.0,9.75
Derrick Brown,201974,CHA,65,524,236,67,48,12,6,55,0,0,0,0,633.0,9.74
Earl Watson,2248,UTA,50,149,121,217,54,22,10,85,0,0,0,0,484.5,9.69
Reggie Williams,202130,CHA,33,274,93,60,20,3,33,33,0,0,0,0,319.5,9.68
CJ Miles,101139,UTA,56,508,116,69,46,18,46,53,0,0,0,0,537.0,9.59
Anthony Randolph,201576,MIN,34,252,123,19,13,35,0,40,0,0,2,0,326.0,9.59
Charlie Villanueva,101111,DET,13,91,48,6,7,5,15,7,0,0,0,0,124.0,9.54
Kirk Hinrich,2550,ATL,48,316,101,132,38,11,47,58,0,0,0,0,454.5,9.47
Chris Singleton,202698,WAS,66,306,233,49,70,30,44,38,0,0,0,0,619.0,9.38
Martell Webster,101110,MIN,47,324,168,40,31,17,37,46,0,0,0,0,438.5,9.33
Ian Mahinmi,101133,DAL,61,354,289,12,38,31,0,50,0,0,0,0,566.0,9.28
Omer Asik,201600,CHI,66,205,350,32,30,68,0,68,0,0,0,0,612.5,9.28
Omri Casspi,201956,CLE,65,459,228,66,37,21,53,64,0,0,0,0,602.0,9.26
Matt Bonner,2588,SAS,65,429,214,61,15,21,105,14,0,0,1,0,601.0,9.25
Jordan Hill,201941,LAL,39,194,186,16,14,27,0,31,0,0,5,0,355.0,9.1
Jodie Meeks,201975,PHI,66,556,161,54,40,3,97,29,0,0,0,0,598.5,9.07
Ronny Turiaf,101142,MIA,17,51,70,10,14,17,0,14,0,0,0,0,153.5,9.03
Greg Stiemsma,201880,BOS,55,161,177,28,37,85,0,33,0,0,0,0,496.5,9.03
Jan Vesely,202686,WAS,57,267,249,47,39,32,0,60,0,0,2,0,513.5,9.01
D.J. Kennedy,202810,CLE,2,12,7,3,2,0,2,3,0,0,0,0,18.0,9.0
Dominic McGuire,201187,GSW,64,227,246,110,44,36,0,56,0,0,0,0,573.5,8.96
Dante Cunningham,201967,MEM,64,333,246,37,42,34,0,29,0,0,1,0,573.5,8.96
Shane Battier,2203,MIA,65,311,156,82,64,33,62,37,0,0,0,0,581.5,8.95
Nick Collison,2555,OKC,63,284,274,82,33,28,0,61,0,0,1,0,560.0,8.89
Larry Sanders,202336,MIL,52,186,160,33,32,76,0,43,0,0,1,0,460.0,8.85
Aaron Gray,201189,TOR,49,191,281,27,22,17,0,51,0,0,2,0,432.5,8.83
Jared Jeffries,2407,NYK,39,170,152,26,29,25,3,29,0,0,0,0,343.5,8.81
Joel Anthony,201202,MIA,64,219,250,9,36,84,0,45,0,0,0,0,563.5,8.8
Ivan Johnson,201274,ATL,56,356,226,32,43,18,2,69,0,0,3,0,493.0,8.8
Wesley Johnson,202325,MIN,65,393,177,59,35,48,53,60,0,0,0,0,565.0,8.69
Timofey Mozgov,202389,DEN,44,239,179,22,15,42,0,53,0,0,0,0,381.5,8.67
Beno Udrih,2757,MIL,59,348,102,227,37,1,17,77,0,0,0,0,510.5,8.65
Thabo Sefolosha,200757,OKC,42,203,128,47,37,17,31,40,0,0,0,0,360.0,8.57
Jerome Dyson,202406,NOH,9,67,19,18,11,2,1,20,0,0,0,0,77.0,8.56
Mickael Pietrus,2554,BOS,42,289,130,25,21,10,61,33,0,0,0,0,359.0,8.55
Alan Anderson,101187,TOR,17,163,34,26,5,3,24,25,0,0,0,0,144.5,8.5
Josh Harrellson,202725,NYK,37,162,144,11,23,20,20,20,0,0,1,0,313.0,8.46
DJ White,201591,CHA,58,392,209,47,17,23,1,43,0,0,0,0,489.5,8.44
Chuck Hayes,101236,SAC,54,172,234,77,36,17,0,50,0,0,0,0,453.0,8.39
Mike Miller,2034,MIA,39,237,128,42,14,6,53,30,0,0,1,0,326.0,8.36
Ben Wallace,1112,DET,62,85,269,43,47,51,1,34,0,0,0,0,517.0,8.34
Steve Novak,200779,NYK,54,477,104,12,16,9,133,21,0,0,0,0,450.0,8.33
Derek Fisher,965,OKC,63,350,121,170,51,4,35,73,0,0,0,0,520.5,8.26
Steve Blake,2581,LAL,53,276,85,175,39,2,53,72,0,0,0,0,434.5,8.2
Lavoy Allen,202730,PHI,41,169,171,34,13,18,0,20,0,0,0,0,331.5,8.09
Robin Lopez,201577,PHX,64,348,209,20,18,60,0,43,0,0,0,0,516.0,8.06
John Lucas III,101249,CHI,49,369,76,108,19,1,55,42,0,0,0,0,394.0,8.04
Tracy McGrady,1503,ATL,52,273,154,110,16,15,15,53,0,0,0,0,417.0,8.02
Charles Jenkins,202724,GSW,51,297,68,170,33,6,3,60,0,0,3,0,409.0,8.02
Sundiata Gaines,202178,NJN,57,291,108,126,55,2,28,52,0,0,0,0,455.5,7.99
