Player,PLAYER_ID,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Vince Carter,1713,NJN,76,1622,453,389,93,33,98,181,0,0,9,0,1782.0,23.45
Deron Williams,101114,UTA,82,1545,243,862,90,23,83,279,1,0,52,0,1919.0,23.4
Jason Richardson,2202,CHA,82,1788,441,258,116,57,243,166,1,0,5,0,1900.5,23.18
Tracy McGrady,1503,HOU,66,1427,339,387,68,30,86,160,4,0,5,1,1529.5,23.17
Gerald Wallace,2222,CHA,62,1200,373,216,131,58,71,180,1,0,9,0,1432.5,23.1
Andrew Bogut,101106,MIL,78,1119,763,199,64,135,0,172,0,0,38,0,1785.5,22.89
Steve Nash,959,PHX,81,1371,282,898,53,5,179,295,0,0,48,0,1824.0,22.52
Andrew Bynum,101115,LAL,35,460,356,61,12,72,0,52,0,0,18,0,781.0,22.31
Brad Miller,1802,SAC,72,964,681,264,69,74,28,164,0,0,29,0,1592.0,22.11
Joe Johnson,2207,ATL,82,1779,367,474,84,18,169,223,0,0,9,0,1805.0,22.01
Emeka Okafor,2731,CHA,82,1133,876,70,62,138,0,164,0,0,39,0,1787.5,21.8
Rudy Gay,200752,MEM,81,1632,499,158,111,79,134,190,0,0,10,0,1740.0,21.48
Brandon Roy,200750,POR,74,1416,348,430,79,16,73,136,0,0,10,1,1588.5,21.47
Elton Brand,1882,LAC,8,141,64,16,3,15,0,17,0,0,2,0,171.5,21.44
Danny Granger,101122,IND,80,1567,486,166,95,84,171,171,0,0,7,0,1715.0,21.44
Zach Randolph,2216,NYK,69,1217,710,140,59,16,22,186,0,0,40,0,1473.5,21.36
Manu Ginobili,1938,SAS,74,1442,354,332,109,33,156,200,2,0,5,0,1576.0,21.3
Paul Pierce,1718,BOS,80,1570,411,363,101,36,143,221,0,0,7,0,1690.5,21.13
Hedo Turkoglu,2045,ORL,82,1602,471,409,74,25,166,246,0,0,8,2,1728.0,21.07
Monta Ellis,101145,GSW,81,1636,404,315,124,27,12,173,0,0,5,0,1677.0,20.7
Tyson Chandler,2199,NOH,79,929,928,81,45,84,0,136,0,0,38,0,1633.5,20.68
LaMarcus Aldridge,200746,POR,76,1350,578,122,55,94,1,126,0,0,19,0,1566.5,20.61
Josh Howard,2572,DAL,76,1513,532,164,59,32,67,114,1,0,9,0,1564.0,20.58
Zydrunas Ilgauskas,980,CLE,73,1029,682,104,34,120,0,135,0,0,29,0,1502.5,20.58
Stephen Jackson,1536,GSW,73,1466,318,300,92,29,182,197,1,0,1,0,1489.0,20.4
Samuel Dalembert,2223,PHI,82,864,849,45,40,192,0,155,0,0,26,0,1661.0,20.26
Rasheed Wallace,739,DET,77,979,511,137,91,129,112,86,0,0,10,0,1557.5,20.23
Chauncey Billups,1497,DET,78,1324,212,529,101,17,137,160,0,0,13,0,1560.5,20.01
Rashard Lewis,1740,ORL,81,1476,437,196,99,38,226,140,0,0,1,0,1619.0,19.99
Mike Dunleavy,2399,IND,82,1565,424,288,86,31,165,190,0,0,5,0,1626.0,19.83
Andre Miller,1889,PHI,82,1398,324,565,105,6,3,206,0,0,14,0,1619.5,19.75
Michael Redd,2072,MIL,72,1632,309,247,65,13,130,181,2,0,2,0,1416.0,19.67
Gilbert Arenas,2240,WAS,13,252,51,66,23,1,22,49,0,0,1,0,254.0,19.54
Corey Maggette,1894,LAC,70,1547,394,189,71,7,78,195,0,0,6,0,1362.5,19.46
Kevin Martin,2755,SAC,61,1443,273,129,62,5,107,131,2,0,2,0,1184.0,19.41
Jamaal Tinsley,2224,IND,39,464,141,326,66,10,40,130,0,0,11,0,752.0,19.28
Andris Biedrins,2740,GSW,76,796,744,75,56,94,0,85,0,0,27,0,1459.0,19.2
Mo Williams,2590,MIL,66,1137,230,419,78,10,89,182,0,0,6,0,1262.0,19.12
Jamal Crawford,2037,NYK,80,1645,207,398,81,17,176,192,1,0,0,0,1520.5,19.01
Mehmet Okur,2246,UTA,72,1047,556,145,55,29,114,104,0,0,23,0,1368.5,19.01
Richard Jefferson,2210,NJN,82,1857,342,252,76,21,77,199,0,0,2,0,1558.0,19.0
Shaquille O'Neal,406,PHX,61,832,554,93,32,88,0,181,0,0,21,0,1143.0,18.74
Jermaine O'Neal,979,IND,42,571,283,93,20,87,0,106,0,0,7,0,776.5,18.49
Mike Miller,2034,MEM,70,1147,467,240,35,16,155,182,0,0,13,0,1291.0,18.44
Jose Calderon,101181,TOR,82,922,236,678,87,6,79,126,0,0,25,0,1499.5,18.29
Al Horford,201143,ATL,81,821,785,124,60,76,0,137,0,0,25,0,1479.5,18.27
Kevin Durant,201142,SEA,80,1624,348,192,78,75,59,232,1,0,1,0,1457.5,18.22
Luol Deng,2736,CHI,63,1070,394,155,57,29,8,120,0,0,6,0,1146.0,18.19
Raymond Felton,101109,CHA,79,1140,236,583,96,12,56,213,0,0,17,0,1437.0,18.19
Tony Parker,2225,SAS,69,1295,221,411,55,8,17,164,0,0,3,0,1253.0,18.16
Andrei Kirilenko,1905,UTA,72,792,339,285,86,109,44,140,0,0,4,1,1298.0,18.03
Kenyon Martin,2030,DEN,71,877,461,90,88,85,2,91,0,0,10,0,1255.5,17.68
Udonis Haslem,2617,MIA,49,589,443,68,39,18,0,67,0,0,11,0,863.5,17.62
Rafer Alston,1747,HOU,74,969,260,392,98,18,143,160,0,0,4,0,1284.0,17.35
Mike Bibby,1710,ATL,48,667,160,290,54,4,93,119,0,0,5,0,832.0,17.33
Nick Collison,2555,SEA,78,767,730,113,47,60,0,118,0,0,23,0,1345.5,17.25
Drew Gooden,2400,CHI,69,826,590,81,48,53,0,122,0,0,24,0,1188.0,17.22
Ray Allen,951,BOS,73,1273,268,225,65,16,180,127,0,0,1,0,1255.5,17.2
Troy Murphy,2211,IND,75,916,543,165,49,32,94,96,0,0,10,0,1289.0,17.19
Ben Wallace,1112,CLE,72,348,604,105,88,117,0,67,0,0,4,0,1230.0,17.08
Devin Harris,2734,NJN,64,946,173,369,90,10,56,161,0,0,4,0,1086.0,16.97
Richard Hamilton,1888,DET,72,1244,235,299,73,10,62,132,0,0,1,0,1222.0,16.97
Grant Hill,255,PHX,70,919,353,203,65,56,33,96,0,0,4,0,1182.0,16.89
David Lee,101135,NYK,81,876,724,95,55,29,0,97,0,0,23,0,1351.0,16.68
Rajon Rondo,200765,BOS,77,814,322,393,129,13,5,147,0,0,4,0,1265.5,16.44
Kirk Hinrich,2550,CHI,75,862,244,452,87,19,84,157,0,0,7,1,1233.0,16.44
Brendan Haywood,2217,WAS,80,848,576,71,31,133,0,108,0,0,16,0,1307.0,16.34
Peja Stojakovic,978,NOH,77,1263,331,96,57,10,231,61,0,0,4,0,1251.0,16.25
Antonio McDyess,686,DET,78,683,666,89,61,53,0,75,0,0,16,0,1265.5,16.22
Marvin Williams,101107,ATL,80,1185,457,137,81,33,1,127,0,0,7,0,1295.0,16.19
Chris Wilcox,2404,SEA,62,828,433,74,46,36,0,103,0,0,17,0,999.0,16.11
Jamario Moon,200081,TOR,78,661,484,90,80,108,40,51,0,0,3,0,1252.5,16.06
Al Harrington,1733,GSW,81,1102,439,132,74,16,153,90,0,0,7,0,1295.5,15.99
Ben Gordon,2732,CHI,72,1336,221,213,55,8,142,150,0,0,0,0,1149.0,15.96
Tayshaun Prince,2419,DET,82,1080,398,268,42,33,53,91,0,0,4,0,1295.5,15.8
Jason Terry,1891,DAL,82,1269,208,264,88,18,136,92,0,0,0,0,1294.5,15.79
Shane Battier,2203,HOU,80,744,407,155,77,90,139,78,0,0,1,0,1260.5,15.76
Ricky Davis,1729,MIA,82,1130,353,276,87,14,135,191,0,0,4,0,1276.5,15.57
Ramon Sessions,201196,MIL,17,137,58,127,17,3,3,36,0,0,3,0,262.0,15.41
Tim Thomas,1501,LAC,63,780,323,171,40,29,83,98,0,0,3,0,968.5,15.37
Earl Watson,2248,SEA,78,838,225,531,69,11,49,175,0,0,7,1,1193.5,15.3
Jeff Foster,1902,IND,77,496,668,129,56,32,0,62,0,0,10,0,1169.0,15.18
Leandro Barbosa,2571,PHX,82,1283,231,216,75,18,164,117,0,0,0,0,1239.5,15.12
Ryan Gomes,101155,MIN,82,1033,475,145,65,10,59,96,0,0,9,0,1229.0,14.99
Jameer Nelson,2749,ORL,69,755,243,383,63,4,64,141,0,0,3,0,1031.5,14.95
Randy Foye,200751,MIN,39,510,128,164,36,3,61,79,0,0,1,0,577.5,14.81
Anthony Carter,1853,DEN,70,545,200,388,107,28,45,124,0,0,4,0,1033.0,14.76
Anthony Parker,1515,TOR,82,1025,334,183,79,17,133,87,0,0,0,0,1201.0,14.65
Stephon Marbury,950,NYK,24,333,59,113,21,2,28,48,0,0,0,0,350.5,14.6
Travis Outlaw,2566,POR,82,1092,376,106,59,63,40,107,0,0,4,0,1189.0,14.5
T.J. Ford,2551,TOR,51,617,100,313,54,0,15,102,0,0,2,0,737.0,14.45
John Salmons,2422,SAC,81,1015,349,208,93,31,39,170,0,0,6,0,1168.0,14.42
Larry Hughes,1716,CHI,68,827,230,181,99,17,67,116,1,0,0,0,975.0,14.34
Cuttino Mobley,1749,LAC,77,984,275,202,78,34,67,123,0,0,1,0,1104.5,14.34
Raja Bell,1952,PHX,75,889,274,168,54,27,176,65,0,0,1,0,1072.5,14.3
Beno Udrih,2757,SAC,65,834,217,282,56,10,53,148,0,0,3,0,929.5,14.3
Anderson Varejao,2760,CLE,48,321,399,53,37,26,0,59,0,0,6,0,685.5,14.28
Josh Childress,2735,ATL,76,898,373,117,71,43,22,98,0,0,3,0,1083.0,14.25
Josh Boone,200767,NJN,70,575,509,55,36,61,0,68,0,0,13,0,990.5,14.15
Erick Dampier,956,DAL,72,440,539,63,24,106,0,80,0,0,6,0,1008.0,14.0
Kurt Thomas,703,SAS,70,443,507,67,56,57,0,46,0,0,4,0,979.5,13.99
Francisco Garcia,101128,SAC,79,971,264,128,96,50,113,128,0,0,1,0,1099.0,13.91
Charlie Villanueva,101111,MIL,76,886,466,78,30,35,55,107,0,0,9,0,1046.5,13.77
Ronnie Brewer,200758,UTA,76,914,218,134,129,19,11,69,0,0,0,0,1041.5,13.7
Luis Scola,2449,HOU,82,847,525,106,60,19,0,105,0,0,10,0,1117.5,13.63
Sebastian Telfair,2742,MIN,60,556,135,355,59,11,32,111,0,0,2,0,815.0,13.58
Boris Diaw,2564,PHX,82,725,378,317,61,39,13,155,0,0,4,0,1113.0,13.57
Darko Milicic,2545,MEM,70,505,424,58,32,114,0,101,0,0,11,0,936.5,13.38
Marko Jaric,2060,MIN,75,621,222,311,97,32,46,128,0,0,3,0,999.5,13.33
Nate Robinson,101126,NYK,72,913,222,212,60,1,97,103,1,0,0,0,959.0,13.32
Rashad McCants,101119,MIN,75,1114,206,162,66,18,142,172,0,0,0,0,992.0,13.23
DeShawn Stevenson,2052,WAS,82,917,235,252,65,15,158,102,0,0,0,0,1082.5,13.2
Paul Millsap,200794,UTA,82,661,460,81,72,73,0,87,0,0,4,0,1078.5,13.15
Al Thornton,201154,LAC,79,1005,358,98,46,43,43,128,0,0,7,0,1037.0,13.13
Dorell Wright,2748,MIA,44,347,220,60,29,41,4,29,0,0,4,0,570.5,12.97
Kyle Lowry,200768,MEM,82,791,250,296,92,22,36,127,0,0,1,0,1061.5,12.95
Jason Williams,1715,MIA,67,588,130,307,83,5,97,91,0,0,2,0,866.5,12.93
Andray Blatche,101154,WAS,82,618,425,92,53,114,3,112,0,0,9,0,1058.5,12.91
Kendrick Perkins,2570,BOS,78,542,474,84,31,114,0,125,0,0,5,0,999.0,12.81
Joel Przybilla,2038,POR,77,371,649,27,13,93,0,95,0,0,4,0,982.5,12.76
Andres Nocioni,2804,CHI,82,1080,342,95,25,43,126,133,0,0,1,0,1044.0,12.73
Antonio Daniels,1498,WAS,71,597,203,340,69,2,17,91,0,0,3,0,904.0,12.73
Steve Blake,2581,POR,81,692,195,413,55,4,121,113,0,0,3,0,1022.5,12.62
Derek Fisher,965,LAL,82,956,170,239,86,3,112,90,0,0,0,0,1031.0,12.57
Joakim Noah,201149,CHI,74,488,416,84,68,64,0,89,0,0,8,0,927.0,12.53
Delonte West,2753,CLE,61,507,193,229,59,29,48,117,0,0,1,0,759.5,12.45
Carlos Delfino,2568,TOR,82,738,359,145,69,11,120,75,0,0,1,0,1019.0,12.43
Joe Smith,693,CLE,77,778,401,66,34,47,0,71,0,0,6,0,953.0,12.38
Nazr Mohammed,1737,CHA,82,639,494,72,45,60,0,101,0,0,11,0,1005.5,12.26
Desmond Mason,2046,MIL,59,574,256,121,40,30,0,83,0,0,2,0,723.0,12.25
Lou Williams,101150,PHI,80,920,167,253,81,13,55,125,0,0,0,0,970.5,12.13
Bonzi Wells,1719,NOH,73,662,331,97,75,32,12,103,0,0,6,0,882.0,12.08
Linas Kleiza,101132,DEN,79,880,333,95,44,19,94,89,1,0,1,0,954.0,12.08
Martell Webster,101110,POR,75,799,296,90,42,28,123,83,0,0,0,0,904.0,12.05
Jeff Green,201145,SEA,80,838,379,119,46,49,21,158,0,0,4,0,963.5,12.04
Reggie Evans,2501,PHI,81,425,611,65,86,8,1,108,0,0,4,0,973.0,12.01
Mikki Moore,1630,SAC,82,698,494,84,35,46,0,110,0,0,6,0,985.0,12.01
Quentin Richardson,2047,NYK,65,527,315,116,44,15,69,69,0,0,1,0,779.0,11.98
Sam Cassell,208,BOS,55,616,136,214,37,6,23,97,0,0,0,0,658.5,11.97
James Posey,1899,BOS,74,545,322,114,72,19,106,65,0,0,1,0,879.5,11.89
Mike Conley,201144,MEM,53,498,139,222,44,2,30,89,0,0,2,0,630.0,11.89
Hakim Warrick,101124,MEM,75,852,356,53,36,28,13,85,0,0,5,0,889.5,11.86
Daniel Gibson,200789,CLE,58,605,134,145,47,14,118,76,0,0,0,0,686.5,11.84
Yi Jianlian,201146,MIL,66,566,344,55,36,56,6,90,0,0,1,0,780.0,11.82
Jason Maxiell,101131,DET,82,651,433,46,21,94,0,71,0,0,4,0,967.5,11.8
Willie Green,2584,PHI,74,921,182,151,54,22,51,109,0,0,0,0,862.0,11.65
Tyrus Thomas,200748,CHI,74,502,342,90,48,72,1,77,0,0,6,0,852.5,11.52
JR Smith,2747,DEN,74,907,152,128,62,12,157,112,1,0,0,0,849.0,11.47
Ronny Turiaf,101142,LAL,78,516,306,128,28,108,0,72,0,0,0,0,892.0,11.44
Luke Walton,2575,LAL,74,535,291,218,60,18,28,100,0,0,0,0,846.5,11.44
Jarrett Jack,101127,POR,82,814,234,313,61,1,65,178,0,0,3,0,935.5,11.41
Kasib Powell,2867,MIA,11,84,44,18,9,2,8,5,0,0,0,0,125.0,11.36
Matt Barnes,2440,GSW,73,486,324,139,48,36,53,85,0,0,2,0,817.5,11.2
Eddy Curry,2201,NYK,59,781,275,32,14,29,0,126,0,0,2,0,659.5,11.18
Rasho Nesterovic,1725,TOR,71,552,342,82,20,52,1,60,0,0,5,0,789.5,11.12
Mickael Pietrus,2554,GSW,66,472,242,49,66,43,66,48,0,0,3,0,733.0,11.11
Damien Wilkins,2863,SEA,76,698,245,150,62,19,50,89,1,0,0,0,843.0,11.09
Jordan Farmar,200770,LAL,82,749,183,225,77,5,114,108,0,0,0,0,895.5,10.92
Andrea Bargnani,200745,TOR,78,792,288,89,23,37,90,88,0,0,1,0,851.0,10.91
Kelenna Azubuike,101235,GSW,81,692,324,75,45,34,71,58,0,0,3,0,883.5,10.91
Eduardo Najera,2059,DEN,78,464,337,95,69,40,53,59,0,0,0,0,849.5,10.89
Keith Bogans,2586,ORL,82,711,266,104,59,10,148,53,0,0,2,0,886.5,10.81
Vladimir Radmanovic,2209,LAL,65,543,215,123,46,12,95,73,0,0,2,0,702.0,10.8
Bostjan Nachbar,2411,NJN,75,738,260,88,44,21,94,85,0,0,1,0,810.0,10.8
Juan Carlos Navarro,2434,MEM,82,896,210,177,48,1,156,134,0,0,1,0,878.0,10.71
Brevin Knight,1510,LAC,74,338,142,328,100,11,0,71,0,0,1,0,791.0,10.69
Michael Finley,714,SAS,82,826,254,114,29,10,132,56,0,0,0,0,869.0,10.6
Nene,2403,DEN,16,85,87,15,9,14,0,21,0,0,0,0,169.5,10.59
Wally Szczerbiak,1887,CLE,75,861,217,104,23,12,90,76,0,0,0,0,790.5,10.54
Chuck Hayes,101236,HOU,79,237,427,91,85,43,0,62,0,0,0,0,830.5,10.51
Thaddeus Young,201152,PHI,74,610,312,58,73,8,6,64,0,0,0,0,776.0,10.49
Thabo Sefolosha,200757,CHI,69,464,255,129,61,30,29,93,0,0,3,0,722.5,10.47
Jerry Stackhouse,711,DAL,58,618,133,145,28,10,60,86,0,0,0,0,607.0,10.47
Flip Murray,2436,IND,42,396,83,144,38,4,20,84,0,0,2,0,437.0,10.4
Sean Williams,201157,NJN,73,409,322,28,28,106,0,70,0,0,2,0,754.5,10.34
Charlie Bell,2294,MIL,68,514,167,210,52,2,74,76,0,0,0,0,703.0,10.34
Craig Smith,200783,MIN,77,727,353,60,36,17,0,89,0,0,1,0,794.5,10.32
Kyle Korver,2594,UTA,75,740,172,101,42,29,111,75,0,0,1,0,766.5,10.22
Antoine Walker,952,MIN,46,368,168,45,33,8,61,46,0,0,1,0,464.5,10.1
Marquis Daniels,2605,IND,74,606,212,137,79,18,27,112,0,0,0,0,747.5,10.1
Chris Quinn,200809,MIA,60,465,118,178,46,4,64,55,0,0,0,0,605.5,10.09
Carl Landry,201171,HOU,42,342,207,21,17,7,0,26,0,0,1,0,422.0,10.05
Brandon Bass,101138,DAL,79,654,347,58,22,48,0,82,0,0,3,0,793.0,10.04
Devin Brown,2484,CLE,78,586,263,175,52,7,45,99,0,0,2,0,774.5,9.93
Travis Diener,101143,IND,66,456,115,251,35,4,74,55,0,0,1,0,655.0,9.92
Maurice Evans,2230,ORL,75,664,218,81,46,10,81,40,0,0,0,0,743.5,9.91
Fred Jones,2410,NYK,70,532,170,166,48,18,74,78,0,0,0,0,693.0,9.9
Matt Carroll,2679,CHA,80,720,226,73,46,19,105,58,0,0,0,0,783.5,9.79
Johan Petro,101130,SEA,72,432,370,32,35,42,0,73,0,0,3,0,702.0,9.75
Mark Blount,1548,MIA,69,581,263,41,33,34,17,70,0,0,3,0,670.0,9.71
Alonzo Mourning,297,MIA,25,149,93,7,4,42,0,25,0,0,1,0,242.5,9.7
Steve Francis,1883,HOU,10,55,23,30,9,5,4,14,0,0,0,0,96.5,9.65
Fabricio Oberto,101177,SAS,82,397,430,95,37,20,0,51,0,0,4,0,790.5,9.64
Kwame Brown,2198,MEM,38,184,188,45,22,23,0,51,0,0,2,0,366.0,9.63
Stephane Lasme,201186,MIA,16,83,53,3,13,22,0,15,0,0,0,0,152.5,9.53
Chris Duhon,2768,CHI,66,385,116,263,48,2,54,71,0,0,1,0,628.5,9.52
Anthony Johnson,1533,SAC,69,387,137,262,52,9,42,84,0,0,4,0,655.5,9.5
Kirk Snyder,2745,MIN,36,261,126,64,20,15,5,52,0,0,1,0,342.0,9.5
Corey Brewer,201147,MIN,79,459,292,111,76,25,7,89,0,0,0,0,749.0,9.48
Rodney Stuckey,201155,DET,57,436,129,160,49,6,3,78,0,0,0,0,540.5,9.48
Channing Frye,101112,POR,78,530,354,57,29,27,3,55,0,0,3,0,737.5,9.46
Bobby Jackson,1517,HOU,72,553,181,139,45,5,81,59,0,0,0,0,678.0,9.42
Eddie House,2067,BOS,78,584,167,152,59,10,117,76,0,0,0,0,731.5,9.38
Wilson Chandler,201163,NYK,35,255,127,33,15,16,9,27,0,0,1,0,328.0,9.37
Dikembe Mutombo,87,HOU,39,118,199,5,11,48,0,17,0,0,1,0,365.0,9.36
Daequan Cook,201161,MIA,59,518,177,75,23,9,79,63,0,0,0,0,551.5,9.35
Kareem Rush,2416,IND,71,588,168,89,42,19,102,62,0,0,1,0,663.0,9.34
Luke Ridnour,2557,SEA,61,393,94,241,37,14,21,80,0,0,1,0,565.0,9.26
Roger Mason Jr.,2427,WAS,80,724,130,134,40,18,130,69,0,0,0,0,738.0,9.22
Morris Peterson,2050,NOH,76,608,206,67,47,7,113,41,0,0,0,0,700.5,9.22
Jared Dudley,201162,CHA,73,422,286,81,55,10,9,50,0,0,4,0,666.5,9.13
DeSagana Diop,2205,NJN,79,226,392,40,26,88,0,58,0,0,1,0,716.0,9.06
Bobby Simmons,2250,MIL,70,531,226,80,50,5,60,78,0,0,0,0,633.5,9.05
James Jones,2592,POR,58,463,161,34,24,15,91,28,0,0,0,0,522.0,9.0
Trevor Ariza,2772,LAL,35,192,108,44,31,11,5,23,0,0,1,0,312.5,8.93
Josh Powell,2694,LAC,64,353,331,47,14,23,0,65,0,0,6,0,569.5,8.9
Bruce Bowen,1477,SAS,81,483,234,91,54,22,90,46,0,0,0,0,717.5,8.86
Amir Johnson,101161,DET,62,221,235,29,24,82,0,39,0,0,0,0,547.5,8.83
Darius Songaila,2443,WAS,80,495,271,135,53,16,0,86,0,0,0,0,705.5,8.82
Sasha Vujacic,2756,LAL,72,632,154,72,36,5,118,52,0,0,0,0,631.0,8.76
Leon Powe,200796,BOS,56,445,227,15,15,16,0,43,0,0,5,0,488.5,8.72
Carlos Arroyo,2306,ORL,62,430,113,219,26,2,29,77,0,0,0,0,540.5,8.72
Jannero Pargo,2457,NOH,80,644,130,192,50,5,65,93,0,0,0,0,693.5,8.67
Nenad Krstic,2420,NJN,45,298,200,27,9,17,0,41,0,0,3,0,390.0,8.67
Theo Ratliff,689,DET,26,111,89,14,7,37,0,21,0,0,0,0,225.5,8.67
Smush Parker,2470,LAC,28,165,51,84,24,6,18,44,0,0,0,0,242.5,8.66
Stromile Swift,2031,NJN,56,343,199,26,15,54,0,51,0,0,1,0,484.5,8.65
Matt Harpring,1723,UTA,76,622,240,82,45,14,2,95,0,0,0,0,657.0,8.64
Earl Barron,2853,MIA,46,326,198,29,19,8,1,48,0,0,0,0,396.5,8.62
Luther Head,101129,HOU,73,557,135,138,44,9,79,70,0,0,0,0,627.0,8.59
Brent Barry,699,SAS,31,221,55,54,17,3,48,18,0,0,0,0,265.5,8.56
Ime Udoka,2137,SAS,73,423,228,63,56,17,61,58,0,0,1,0,622.0,8.52
Chris Webber,185,GSW,9,35,32,18,4,6,0,11,0,0,0,0,76.5,8.5
Sasha Pavlovic,2562,CLE,51,379,128,82,29,6,34,55,0,0,0,0,431.5,8.46
Joel Anthony,201202,MIA,24,85,93,3,9,31,0,17,0,0,0,0,201.5,8.4
Antoine Wright,101120,DAL,56,350,147,80,28,21,32,50,0,0,0,0,466.0,8.32
Anfernee Hardaway,358,MIA,16,60,35,35,19,1,8,13,0,0,0,0,131.0,8.19
Ruben Patterson,1739,LAC,20,102,64,17,21,7,0,27,0,0,1,0,162.0,8.1
Shawne Williams,200761,IND,65,437,176,59,26,26,43,58,0,0,1,0,522.0,8.03
Tony Allen,2754,BOS,75,494,168,114,62,21,18,109,0,0,0,0,595.0,7.93
Brian Skinner,1730,PHX,66,219,238,15,21,77,2,39,0,0,0,0,520.5,7.89
Kris Humphries,2743,TOR,70,397,259,28,25,28,0,47,0,0,2,0,546.5,7.81
Keyon Dooling,2039,ORL,72,581,101,133,36,5,22,61,0,0,0,0,556.5,7.73
Jeff McInnis,976,CHA,54,242,96,220,23,3,3,76,0,0,0,0,414.5,7.68
Damon Stoudamire,757,SAS,60,317,118,165,30,2,50,80,0,0,0,0,450.5,7.51
Jarvis Hayes,2553,DET,82,552,178,62,47,6,73,47,0,0,0,0,611.5,7.46
Renaldo Balkman,200764,NYK,65,224,216,40,44,30,1,37,0,0,1,0,480.5,7.39
Michael Ruffin,1913,MIL,46,91,186,24,31,19,0,19,0,0,1,0,337.5,7.34
Eddie Jones,224,DAL,47,176,132,69,26,8,34,29,0,0,0,0,345.0,7.34
Zaza Pachulia,2585,ATL,62,322,248,36,24,13,0,69,0,0,2,0,452.0,7.29
Marcus Banks,2556,MIA,36,239,45,61,14,13,40,37,0,0,0,0,262.5,7.29
Luke Jackson,2739,MIA,14,79,33,17,8,0,11,9,0,0,0,0,102.0,7.29
Quinton Ross,2624,LAC,76,311,172,88,43,33,9,29,0,0,0,0,543.0,7.14
Dan Dickau,2424,LAC,67,352,97,172,32,3,36,55,0,0,0,0,478.0,7.13
Damon Jones,1800,CLE,67,437,72,126,19,1,115,36,0,0,0,0,478.0,7.13
Royal Ivey,2767,MIL,75,418,118,160,45,7,35,75,0,0,0,0,533.5,7.11
Rodney Carney,200760,PHI,70,409,149,32,39,23,38,34,0,0,0,0,494.5,7.06
Spencer Hawes,201150,SAC,71,334,230,44,14,40,4,56,0,0,2,0,497.0,7.0
Nick Fazekas,201174,LAC,26,107,89,11,8,11,0,13,0,0,0,0,178.5,6.87
Jared Jeffries,2407,NYK,73,269,243,66,36,23,4,64,0,0,1,0,500.5,6.86
